transaction_id,transaction_datetime,transaction_amount_inr,transaction_channel,merchant_category,customer_region,device_type,account_age_months,available_balance_inr,monthly_income_inr,credit_limit_inr,credit_utilization_pct,transactions_last_24h,avg_transaction_amount_30d_inr,failed_logins_last_24h,distance_from_usual_location_km,international_transaction,card_present,prior_disputes_12m,is_fraud
TXN007129,2025-08-16 22:20:00,5248.86,mobile_app,,Pune,Android,174,231027.65,89103.17,352915.49,67.4,5,4554.6,1,48.6,0,0,0,0
TXN007130,2025-06-27 00:45:00,2669.59,ecommerce,travel,Delhi,card_terminal,137,455362.04,134735.23,406777.75,33.1,1,1629.53,0,107.0,0,0,1,0
TXN007131,2025-01-03 04:23:00,2691.8,ecommerce,fashion,Mumbai,iOS,177,22757.67,47093.18,169957.16,6.4,7,2527.76,3,23.8,0,0,0,0
TXN007132,2025-06-08 00:41:00,24313.3,ecommerce,fuel,Other,card_terminal,72,39283.35,51708.98,92782.34,19.1,0,,0,14.2,0,0,0,0
TXN007133,2025-10-14 14:04:00,3366.52,ecommerce,utilities,Bengaluru,card_terminal,159,147124.94,38443.86,48496.19,53.1,1,3506.25,0,18.1,0,0,0,0
TXN007134,2025-05-07 04:46:00,808.67,POS,groceries,Bengaluru,iOS,132,27778.74,,161875.44,51.9,2,1094.1,0,37.1,0,1,2,0
TXN007135,2025-02-12 16:15:00,11322.04,POS,groceries,Hyderabad,iOS,46,163747.12,45492.13,193974.33,71.6,6,3325.37,0,15.9,0,1,0,0
TXN007136,2025-12-10 20:14:00,1036.27,POS,utilities,Mumbai,iOS,170,257281.62,70879.08,56844.03,21.6,0,1875.41,2,35.0,0,1,0,0
TXN007137,2025-03-24 15:07:00,4698.95,mobile_app,fuel,Pune,Android,157,160182.97,,103339.49,12.8,4,,0,31.7,0,0,0,0
TXN007138,2025-05-15 12:02:00,1081.77,POS,utilities,Bengaluru,iOS,170,415848.22,151715.92,257734.44,49.3,0,1228.89,1,22.2,0,1,0,0
TXN007139,2025-08-23 22:37:00,1925.81,ecommerce,fashion,Pune,card_terminal,122,88853.15,22747.51,46581.92,46.2,14,1164.86,0,61.7,0,0,0,0
TXN007140,2025-03-04 03:21:00,5063.5,ATM,utilities,Hyderabad,Android,43,109330.1,51269.63,99006.64,10.3,6,3932.27,0,3.9,0,1,0,0
TXN007141,2025-11-24 02:23:00,130.71,ecommerce,restaurants,Chennai,iOS,54,657929.14,166915.37,534078.03,71.6,3,618.23,0,87.9,0,0,0,0
TXN007142,2025-06-26 05:15:00,419.71,mobile_app,cash_withdrawal,Bengaluru,Android,32,225659.1,133468.7,247448.17,52.0,10,701.27,0,27.1,0,0,0,1
TXN007143,2025-02-20 08:51:00,1429.47,ATM,electronics,Delhi,desktop,175,228651.11,83224.17,326796.06,14.4,9,,0,0.6,0,1,1,0
TXN007144,2025-03-01 00:16:00,3276.83,POS,fashion,Hyderabad,Android,172,90201.22,39603.35,167078.21,27.2,2,3534.1,5,6.4,0,1,0,0
TXN007145,2025-03-05 15:02:00,2052.41,mobile_app,fuel,Bengaluru,iOS,19,164740.82,144826.33,463667.22,25.1,2,1201.41,0,38.7,0,0,0,0
TXN007146,2025-08-13 03:15:00,6039.15,mobile_app,electronics,Mumbai,iOS,2,18618.96,42106.96,117329.13,67.1,5,2277.05,0,,0,0,2,0
TXN007147,2025-03-27 11:31:00,895.43,POS,groceries,Mumbai,iOS,101,156307.34,61589.54,115909.58,47.7,1,1524.07,0,31.9,0,1,0,0
TXN007148,2025-10-15 23:03:00,1970.42,mobile_app,electronics,Chennai,iOS,16,184555.91,,173464.17,41.2,1,1843.51,0,53.2,0,0,0,1
TXN007149,2025-09-30 11:08:00,1150.67,ecommerce,travel,Mumbai,desktop,123,458152.08,115821.61,242535.88,44.9,0,2289.52,0,35.6,0,0,0,0
TXN007150,2025-04-18 11:46:00,2837.74,ecommerce,utilities,Hyderabad,card_terminal,62,,81291.24,188109.91,68.2,2,3010.5,0,38.4,0,0,0,0
TXN007151,2025-08-22 12:50:00,3094.03,mobile_app,travel,Chennai,card_terminal,55,,69297.62,97063.0,10.2,1,1794.19,2,16.2,0,0,0,0
TXN007152,2025-05-07 14:06:00,867.95,mobile_app,groceries,Bengaluru,card_terminal,91,295887.69,90064.89,332659.19,47.5,0,921.8,1,5.8,0,0,0,0
TXN007153,2025-02-17 01:40:00,1070.15,ecommerce,groceries,Hyderabad,desktop,167,23377.2,44381.71,124154.08,21.4,7,684.53,0,,0,0,0,0
TXN007154,2025-08-17 17:13:00,565.08,mobile_app,fuel,Bengaluru,desktop,119,13921.35,26034.26,68978.3,50.8,1,2253.65,0,82.4,0,0,0,0
TXN007155,2025-01-02 09:12:00,3540.38,mobile_app,fuel,Mumbai,Android,180,143393.46,312988.46,1113492.38,22.4,0,3185.41,0,10.8,0,0,0,0
TXN007156,2025-10-27 18:57:00,580.33,mobile_app,travel,Hyderabad,card_terminal,101,84542.4,,269410.35,12.1,1,949.84,0,3.0,0,0,2,0
TXN007157,2025-12-15 19:04:00,3291.98,POS,restaurants,Hyderabad,desktop,155,64139.89,36623.65,36165.01,30.8,5,1553.18,0,55.9,0,1,1,0
TXN007158,2025-11-09 20:01:00,519.0,POS,,Bengaluru,card_terminal,154,7905.84,78002.39,170838.78,58.4,1,1150.08,0,42.1,0,1,0,0
TXN007159,2025-08-18 23:06:00,5742.22,POS,fashion,Pune,desktop,39,72709.11,69822.61,99266.49,55.6,2,1493.45,4,4.5,0,1,0,0
TXN007160,2025-02-02 18:31:00,1772.75,mobile_app,utilities,Bengaluru,,153,243161.95,138918.34,498382.89,59.0,4,928.31,3,364.6,0,0,0,0
TXN007161,2025-07-16 01:03:00,2752.14,mobile_app,fuel,Other,Android,54,161042.5,52495.39,167064.18,34.8,0,,0,21.9,0,0,0,0
TXN007162,2025-09-28 04:59:00,4977.13,POS,groceries,Chennai,desktop,148,193166.71,,83113.03,45.1,3,5302.49,0,1.2,0,1,0,0
TXN007163,2025-01-08 03:23:00,201.67,mobile_app,restaurants,Bengaluru,Android,18,113497.21,,111441.0,33.1,4,440.0,0,35.7,0,0,0,0
TXN007164,2025-02-14 01:33:00,8842.21,POS,electronics,Hyderabad,card_terminal,80,420597.54,168545.21,586775.68,27.7,13,3960.88,2,58.8,0,1,0,0
TXN007165,2025-12-28 17:08:00,783.58,mobile_app,,Mumbai,card_terminal,86,417077.37,135512.96,356979.31,15.9,0,2297.5,6,13.0,1,0,0,0
TXN007166,2025-06-27 04:01:00,2333.68,POS,cash_withdrawal,,Android,174,216632.73,79870.91,239607.07,31.1,9,3258.52,0,,0,1,0,0
TXN007167,2025-05-04 12:20:00,1017.91,POS,restaurants,Other,card_terminal,65,101523.11,42356.23,57242.47,9.9,0,1077.68,0,30.6,0,1,1,0
TXN007168,2025-09-03 08:17:00,994.73,POS,utilities,Hyderabad,,122,239216.31,105186.94,224163.05,23.8,0,1106.63,0,,0,1,0,0
TXN007169,2025-05-28 23:00:00,751.87,mobile_app,groceries,Bengaluru,card_terminal,53,13860.66,93091.25,228126.55,38.7,0,1020.95,0,5.6,1,0,0,0
TXN007170,2025-11-27 20:34:00,4212.68,POS,restaurants,Delhi,iOS,120,153998.24,70999.89,213920.92,57.4,0,,0,2.8,0,1,0,0
TXN007171,2025-09-12 23:50:00,490.83,POS,fuel,Mumbai,card_terminal,110,53553.68,82937.41,81837.65,36.8,7,,1,26.9,0,1,1,0
TXN007172,2025-04-05 03:59:00,397.51,mobile_app,fuel,Bengaluru,card_terminal,64,152692.04,40038.6,37094.22,62.9,1,,0,7.2,0,0,0,0
TXN007173,2025-01-25 17:52:00,1480.25,mobile_app,utilities,Hyderabad,card_terminal,106,165460.59,52700.29,102651.5,40.7,13,,0,72.0,0,0,0,1
TXN007174,2025-03-03 15:35:00,13047.96,ecommerce,fuel,Bengaluru,iOS,40,168807.98,51115.27,122447.8,67.1,5,6169.73,0,44.3,0,0,0,0
TXN007175,2025-12-28 00:01:00,6008.69,ecommerce,travel,Mumbai,Android,17,84096.82,,96275.81,79.6,0,,2,75.7,1,0,1,1
TXN007176,2025-03-25 07:32:00,2929.63,mobile_app,electronics,Chennai,card_terminal,38,207460.23,205372.42,383233.0,60.2,2,3371.53,3,51.7,0,0,0,0
TXN007177,2025-12-13 04:26:00,1317.35,POS,restaurants,Bengaluru,iOS,140,34930.02,40800.5,,54.1,4,2429.47,2,3.1,0,1,1,0
TXN007178,2025-09-21 03:33:00,2715.71,ecommerce,restaurants,Other,iOS,43,38067.12,,73166.55,36.4,5,1936.89,0,15.2,0,0,0,0
TXN007179,2025-12-31 02:41:00,5813.43,ecommerce,restaurants,Chennai,,85,39889.7,103406.36,114819.11,40.3,4,4101.32,1,40.7,0,0,0,0
TXN007180,2025-10-14 13:45:00,3416.04,mobile_app,restaurants,Hyderabad,card_terminal,29,94603.44,,65352.89,27.9,0,1501.2,0,13.5,0,0,0,0
TXN007181,2025-06-13 23:51:00,280.08,ecommerce,groceries,Hyderabad,Android,111,337421.07,138992.23,,54.3,2,,0,46.9,0,0,0,0
TXN007182,2025-06-12 04:02:00,1175.82,ecommerce,utilities,Hyderabad,Android,13,326182.0,115572.64,387465.3,94.8,1,1348.25,0,18.1,0,0,0,0
TXN007183,2025-02-27 20:34:00,1111.42,mobile_app,restaurants,Hyderabad,Android,180,67855.1,34534.82,106542.58,78.4,10,1265.4,0,65.7,0,0,0,0
TXN007184,2025-07-15 08:42:00,6130.0,ecommerce,restaurants,Mumbai,Android,48,153538.32,38742.39,32717.96,43.3,1,,0,,0,0,0,0
TXN007185,2025-04-08 00:07:00,728.16,POS,electronics,Bengaluru,card_terminal,52,166852.45,80103.49,105885.02,70.5,1,2031.96,0,12.6,0,1,0,0
TXN007186,2025-08-01 12:09:00,6483.5,mobile_app,fashion,Bengaluru,desktop,98,118739.94,42148.62,115308.43,66.4,8,4774.07,1,109.0,0,0,0,0
TXN007187,2025-01-27 00:09:00,482.42,ecommerce,electronics,Delhi,desktop,114,245835.16,93843.56,85566.66,51.1,0,3941.74,0,54.4,0,0,0,0
TXN007188,2025-06-14 23:38:00,347.5,ATM,utilities,Mumbai,Android,114,368280.52,120610.69,474052.25,34.4,0,847.25,0,10.6,0,1,0,0
TXN007189,2025-07-31 07:47:00,208.92,POS,restaurants,Chennai,desktop,56,96148.69,77477.61,286647.88,13.0,1,528.55,0,16.1,0,1,0,0
TXN007190,2025-02-01 10:12:00,859.16,ATM,groceries,Hyderabad,card_terminal,133,154305.31,78975.38,238321.23,47.0,3,3222.26,0,24.0,0,1,0,0
TXN007191,2025-01-29 07:43:00,1721.05,POS,groceries,Other,card_terminal,112,36022.6,28676.95,51564.3,72.2,5,1490.29,0,33.0,1,1,0,0
TXN007192,2025-05-02 04:45:00,13324.22,POS,fashion,Hyderabad,card_terminal,124,95445.82,48362.21,82143.32,55.4,4,5647.81,0,22.4,0,1,0,0
TXN007193,2025-08-06 10:19:00,2568.1,POS,fashion,Delhi,iOS,31,121414.76,40677.73,,45.4,2,,0,13.3,0,1,0,0
TXN007194,2025-08-30 08:51:00,9785.76,mobile_app,groceries,Hyderabad,Android,72,321356.33,102764.66,314502.28,19.3,4,5087.93,3,23.2,0,0,0,0
TXN007195,2025-04-29 10:38:00,890.26,ecommerce,cash_withdrawal,Delhi,card_terminal,5,231218.6,87411.65,201722.83,32.4,0,2412.63,0,24.4,0,0,1,0
TXN007196,2025-10-01 05:28:00,6145.19,ecommerce,groceries,Other,Android,139,165645.79,46099.3,136259.41,18.9,4,1269.14,0,,1,0,0,1
TXN007197,2025-12-21 20:58:00,632.14,ecommerce,travel,Other,card_terminal,180,108160.86,48352.26,60092.51,75.6,1,653.84,0,83.0,0,0,0,0
TXN007198,2025-07-28 17:13:00,3098.77,mobile_app,restaurants,Bengaluru,iOS,159,,87139.25,315597.57,,0,3736.1,0,48.5,0,0,0,0
TXN007199,2025-11-17 00:56:00,3291.42,POS,groceries,Chennai,desktop,121,226532.56,110843.9,313184.59,76.8,15,3871.72,0,5.1,0,1,3,0
TXN007200,2025-08-15 09:01:00,2095.1,ATM,cash_withdrawal,Hyderabad,Android,142,200476.44,,253425.9,55.9,1,1630.9,0,69.9,0,0,1,0
TXN007201,2025-07-06 10:24:00,299.22,ecommerce,fashion,Bengaluru,card_terminal,119,81607.99,140880.12,179834.46,31.4,9,532.48,0,28.2,1,0,1,1
TXN007202,2025-11-18 18:22:00,2993.65,ecommerce,travel,Mumbai,card_terminal,10,315667.42,84027.42,349128.65,82.5,0,4738.57,2,9.2,0,0,0,0
TXN007203,2025-12-03 17:25:00,1118.15,ecommerce,groceries,Delhi,iOS,15,359733.95,105803.42,372487.1,38.8,3,493.96,0,1.9,0,0,0,0
TXN007204,2025-10-15 05:20:00,11323.93,POS,groceries,Mumbai,iOS,125,,226808.31,709587.67,19.2,0,4304.96,0,12.0,0,1,0,0
TXN007205,2025-05-06 19:20:00,4882.29,mobile_app,travel,Mumbai,Android,2,19732.45,22531.39,77129.77,,2,1958.34,0,,0,0,0,0
TXN007206,2025-05-17 18:30:00,7118.66,ecommerce,fuel,Mumbai,iOS,103,130102.54,34670.54,,63.8,2,6154.22,0,8.2,0,0,1,1
TXN007207,2025-01-04 09:35:00,181.66,POS,electronics,Mumbai,Android,72,46928.56,27162.9,108474.75,83.8,13,415.61,0,19.5,0,1,0,1
TXN007208,2025-12-11 08:05:00,8848.11,POS,cash_withdrawal,,Android,93,37965.71,43992.57,171293.19,64.2,2,1757.23,0,28.2,0,1,0,0
TXN007209,2025-09-27 07:19:00,2117.33,ecommerce,fashion,Hyderabad,Android,161,182234.09,50751.05,214474.9,51.1,7,2554.95,3,17.6,0,0,0,0
TXN007210,2025-04-18 01:05:00,24636.37,POS,electronics,Bengaluru,desktop,114,369750.99,,536204.42,22.0,4,5553.76,0,9.1,0,1,0,0
TXN007211,2025-02-16 13:15:00,3184.46,ecommerce,restaurants,Delhi,desktop,9,310327.69,78157.73,189970.65,50.9,0,1199.06,0,2.9,0,0,0,0
TXN007212,2025-07-07 12:19:00,3143.28,POS,,Other,desktop,38,72536.07,107080.74,264353.72,43.4,2,3865.22,0,,1,1,0,0
TXN007213,2025-10-08 16:00:00,675.73,ecommerce,fashion,Hyderabad,Android,130,25086.95,,,18.3,0,995.25,0,8.9,0,0,0,0
TXN007214,2025-03-06 09:32:00,547.82,POS,travel,,iOS,15,12635.45,59580.43,179470.38,35.5,4,1240.51,0,45.2,0,1,0,0
TXN007215,2025-09-28 21:15:00,1557.88,POS,electronics,Mumbai,Android,168,28257.76,29207.25,82820.04,,3,,3,22.3,0,1,0,0
TXN007216,2025-08-18 08:29:00,1136.08,POS,groceries,Pune,Android,145,142412.39,134285.61,309665.01,48.3,21,825.76,0,81.9,0,1,0,0
TXN007217,2025-12-15 18:15:00,1501.45,POS,restaurants,Delhi,card_terminal,168,,66587.55,278984.78,46.4,0,4930.12,0,153.3,1,1,0,0
TXN007218,2025-07-25 00:12:00,543.43,ATM,restaurants,Mumbai,Android,148,372156.77,93260.95,294053.73,15.6,6,986.55,2,37.7,0,1,0,0
TXN007219,2025-11-22 09:35:00,3613.44,ATM,,Hyderabad,iOS,36,46033.4,42344.84,97271.76,81.8,5,3076.0,0,0.0,0,1,0,0
TXN007220,2025-12-19 17:50:00,2978.11,ecommerce,groceries,Chennai,iOS,111,970024.53,287818.04,419461.91,57.7,3,4252.56,0,36.9,0,0,0,0
TXN007221,2025-12-24 04:21:00,994.26,mobile_app,travel,Mumbai,card_terminal,146,73748.21,41700.77,126521.88,13.3,2,1207.21,0,39.6,0,0,0,0
TXN007222,2025-10-12 21:45:00,861.16,POS,groceries,Other,Android,143,223897.88,,136415.46,56.7,1,1815.05,0,29.1,0,1,0,0
TXN007223,2025-04-13 01:50:00,14949.56,mobile_app,cash_withdrawal,Hyderabad,desktop,172,184747.34,96894.75,392277.5,56.5,3,2759.75,1,6.2,0,0,0,0
TXN007224,2025-02-17 22:02:00,3162.48,ecommerce,fashion,Delhi,iOS,43,53600.76,24119.14,84111.31,51.0,12,1615.66,0,19.3,0,0,1,1
TXN007225,2025-08-27 11:36:00,1552.34,POS,,Pune,iOS,18,77960.04,115995.87,332998.87,9.0,0,3749.39,0,21.0,0,1,0,0
TXN007226,2025-12-04 18:15:00,1481.88,POS,fashion,Hyderabad,card_terminal,152,209519.54,80469.93,82403.02,63.7,3,729.29,0,10.6,0,1,1,0
TXN007227,2025-03-01 04:41:00,2005.46,ATM,fuel,Bengaluru,Android,10,294530.92,90218.94,308257.7,56.6,4,1524.21,0,24.7,0,1,0,0
TXN007228,2025-04-29 22:51:00,3908.98,mobile_app,groceries,Delhi,Android,83,91673.96,23660.62,63463.31,29.2,0,1611.11,5,44.3,1,0,0,0
TXN007229,2025-07-05 23:43:00,754.75,POS,fashion,Pune,card_terminal,27,212259.32,71983.63,309163.67,25.8,8,2049.06,0,17.4,0,1,0,0
TXN007230,2025-08-30 20:17:00,2829.5,POS,restaurants,Chennai,card_terminal,116,184364.34,55410.51,221880.01,37.5,0,2774.1,3,4.7,0,1,1,0
TXN007231,2025-08-29 04:29:00,2815.95,POS,travel,Bengaluru,iOS,179,64843.16,28083.64,66058.84,,4,1667.6,0,0.3,0,0,1,0
TXN007232,2025-07-24 09:08:00,1060.61,ecommerce,utilities,Delhi,Android,94,343989.45,89331.95,228502.82,64.9,2,,6,2.0,0,0,0,1
TXN007233,2025-03-10 10:44:00,1390.03,ecommerce,utilities,Hyderabad,Android,107,122046.16,128690.0,393552.81,,0,4174.17,1,,0,0,0,0
TXN007234,2025-09-20 02:07:00,1503.29,POS,fashion,Mumbai,card_terminal,47,,62125.0,83330.04,28.5,4,1087.1,0,0.9,0,1,0,0
TXN007235,2025-09-30 20:36:00,3895.72,POS,restaurants,Chennai,iOS,68,313428.75,92309.38,203994.5,8.4,8,2253.62,0,11.3,1,1,0,0
TXN007236,2025-01-27 17:41:00,825.09,ecommerce,utilities,Hyderabad,card_terminal,46,47914.55,28147.52,24650.45,25.4,2,1787.77,1,36.3,0,0,0,0
TXN007237,2025-07-26 06:03:00,233.54,mobile_app,fuel,Bengaluru,,67,29778.85,,77269.4,59.2,1,704.9,0,2.1,0,0,0,0
TXN007238,2025-04-27 04:02:00,1137.82,mobile_app,fashion,Hyderabad,Android,94,40038.76,106153.24,118506.44,54.2,9,1342.8,0,17.5,0,0,0,0
TXN007239,2025-10-17 05:27:00,1851.86,POS,groceries,Other,card_terminal,8,82791.18,74514.45,272683.41,40.9,3,1221.6,3,,0,1,0,0
TXN007240,2025-11-13 03:34:00,4045.05,ecommerce,restaurants,Mumbai,Android,140,163690.88,63147.78,52835.46,26.5,0,,1,24.0,0,0,2,0
TXN007241,2025-05-14 20:05:00,389.88,ecommerce,electronics,Mumbai,Android,80,79189.58,56350.94,178934.94,33.7,0,1442.1,0,14.8,0,0,0,0
TXN007242,2025-09-21 09:18:00,855.29,ecommerce,groceries,Other,iOS,63,341522.21,130049.68,413695.49,26.1,0,,1,37.0,0,0,0,0
TXN007243,2025-10-05 22:35:00,1306.46,ecommerce,groceries,Bengaluru,Android,167,44735.9,33248.04,140705.88,61.2,11,1124.58,0,10.5,0,0,0,0
TXN007244,2025-10-03 13:32:00,4801.87,mobile_app,utilities,Hyderabad,card_terminal,156,106831.49,38659.06,145328.3,81.7,9,2475.28,0,15.5,0,0,0,0
TXN007245,2025-02-18 05:43:00,13165.03,mobile_app,travel,Mumbai,card_terminal,178,113133.16,33512.34,61985.56,38.8,0,,0,11.6,0,0,0,0
TXN007246,2025-12-26 18:36:00,1636.64,mobile_app,utilities,Mumbai,card_terminal,51,160317.53,64224.33,183556.57,75.2,1,5000.9,0,31.6,0,0,0,0
TXN007247,2025-09-08 03:40:00,7259.96,ecommerce,groceries,Delhi,card_terminal,78,273819.32,75219.23,140262.48,90.9,0,1673.26,3,53.1,0,0,0,0
TXN007248,2025-12-16 14:29:00,809.73,mobile_app,cash_withdrawal,Other,Android,115,222489.2,61226.73,156527.79,69.6,0,705.95,2,58.5,0,0,0,0
TXN007249,2025-02-22 06:10:00,1258.98,ATM,electronics,Chennai,iOS,18,205321.54,,388164.04,9.4,5,1493.62,0,26.2,0,1,0,0
TXN007250,2025-05-13 00:56:00,6483.75,ATM,,Hyderabad,Android,124,53728.95,101868.48,351155.86,80.7,4,1393.56,0,15.5,0,1,0,0
TXN007251,2025-11-08 20:39:00,34128.47,mobile_app,restaurants,Other,card_terminal,175,238518.26,60402.09,103673.45,15.3,0,2177.09,0,36.8,0,0,0,0
TXN007252,2025-08-19 20:29:00,1908.86,ecommerce,groceries,Chennai,Android,81,,75956.68,201960.03,84.7,3,3575.25,0,2.8,0,0,0,0
TXN007253,2025-11-16 12:32:00,1791.04,mobile_app,utilities,,iOS,174,223086.82,63507.03,147455.51,25.3,2,1565.92,1,52.7,0,0,0,0
TXN007254,2025-03-11 20:26:00,1017.71,ATM,groceries,Mumbai,Android,37,,75061.39,304508.42,41.4,2,2283.43,0,10.4,0,1,0,0
TXN007255,2025-12-16 09:08:00,235.64,mobile_app,fuel,Hyderabad,Android,110,191157.99,62715.38,116026.27,71.7,9,404.58,2,39.6,0,0,0,0
TXN007256,2025-01-26 20:11:00,10665.0,POS,fuel,Chennai,Android,112,264103.27,101600.41,120515.81,25.5,2,2142.38,2,4.8,0,1,0,0
TXN007257,2025-07-17 16:50:00,509.13,ecommerce,electronics,Pune,desktop,51,129452.14,37991.84,109389.65,33.3,16,2348.74,0,23.6,0,0,0,0
TXN007258,2025-05-19 00:52:00,1580.15,mobile_app,groceries,Delhi,,165,73628.36,53312.26,142863.97,76.6,1,1359.34,6,5.4,1,0,0,1
TXN007259,2025-07-17 22:54:00,1774.91,ecommerce,utilities,Pune,card_terminal,121,228274.67,112539.02,442098.29,36.3,2,1338.08,1,1.3,0,0,0,0
TXN007260,2025-08-16 11:13:00,4346.45,ecommerce,utilities,Mumbai,Android,76,156448.18,64790.98,153885.23,4.7,0,5364.11,0,29.1,0,0,0,0
TXN007261,2025-01-17 22:22:00,6098.01,POS,groceries,Hyderabad,Android,137,123487.67,63439.93,174165.92,50.9,0,5000.94,0,45.9,0,1,0,0
TXN007262,2025-04-11 06:40:00,1885.75,POS,fashion,Hyderabad,iOS,83,63615.74,143835.79,580139.87,23.6,0,1471.11,2,20.6,0,1,0,0
TXN007263,2025-09-24 17:22:00,1996.15,POS,groceries,Bengaluru,Android,109,38514.79,24156.7,59328.76,32.4,1,1826.6,0,13.5,0,1,0,0
TXN007264,2025-12-21 01:45:00,631.04,POS,fashion,Mumbai,iOS,87,178363.43,111212.03,377802.01,44.0,1,1438.34,0,41.4,0,1,0,1
TXN007265,2025-03-05 11:35:00,1851.12,POS,electronics,Hyderabad,card_terminal,13,169594.4,98114.56,121179.05,56.4,0,2311.61,0,29.5,0,1,0,0
TXN007266,2025-11-27 09:00:00,1006.33,ecommerce,electronics,Delhi,desktop,150,57132.45,96452.37,347802.79,56.8,1,1112.4,0,82.5,0,0,0,0
TXN007267,2025-03-12 02:28:00,17627.24,POS,,Mumbai,Android,35,13127.29,47226.79,132251.38,67.2,5,3926.58,0,11.2,0,1,0,0
TXN007268,2025-02-18 06:15:00,1808.04,ecommerce,utilities,Bengaluru,Android,88,74795.16,106591.62,314535.29,23.8,0,1125.86,0,0.0,0,0,0,0
TXN007269,2025-10-13 14:54:00,3338.69,mobile_app,fuel,Mumbai,iOS,117,75250.35,,56841.33,31.6,13,2142.79,0,1.7,0,0,0,1
TXN007270,2025-05-19 15:37:00,4246.63,ecommerce,fashion,Hyderabad,Android,15,,40037.73,147022.99,23.4,0,4052.09,0,30.8,0,0,0,0
TXN007271,2025-09-16 01:43:00,4148.28,ecommerce,groceries,Bengaluru,card_terminal,35,59089.65,112035.78,288411.81,72.1,1,,0,14.1,0,0,0,0
TXN007272,2025-03-07 00:43:00,11100.1,ecommerce,restaurants,Bengaluru,card_terminal,109,46019.86,26385.51,27599.14,38.9,3,4048.21,3,26.1,0,0,0,0
TXN007273,2025-07-13 06:06:00,6578.32,POS,utilities,Hyderabad,iOS,113,157806.11,40830.73,157976.2,,3,2374.48,0,24.3,0,1,0,0
TXN007274,2025-06-20 19:45:00,112.4,mobile_app,fashion,Mumbai,Android,48,105943.63,,55588.91,13.0,4,732.29,1,24.4,0,0,0,0
TXN007275,2025-03-18 00:49:00,593.49,ATM,fashion,Delhi,card_terminal,116,75577.64,115118.45,405884.52,16.2,3,632.24,1,18.0,0,1,0,0
TXN007276,2025-08-17 07:01:00,1110.88,ecommerce,fuel,Delhi,Android,139,141331.53,79769.96,,63.2,4,789.79,1,3.0,0,0,0,0
TXN007277,2025-01-14 19:12:00,3912.33,POS,groceries,Hyderabad,card_terminal,42,44442.76,48991.17,188653.29,75.9,0,4584.89,1,22.5,0,1,0,0
TXN007278,2025-02-18 23:27:00,3727.26,mobile_app,electronics,Bengaluru,Android,128,69590.26,49524.78,173227.09,74.1,0,4938.12,0,0.4,0,0,0,0
TXN007279,2025-12-21 16:06:00,4789.07,ecommerce,cash_withdrawal,Chennai,Android,38,43519.2,30530.21,28323.58,7.4,7,6258.37,0,5.2,1,0,0,1
TXN007280,2025-07-12 11:11:00,1864.2,ATM,travel,Chennai,iOS,142,132024.37,85990.92,124099.16,47.9,0,2048.24,0,,0,1,0,0
TXN007281,2025-04-05 17:57:00,17401.83,POS,groceries,Other,,2,168097.79,60548.96,57007.98,36.3,2,1162.53,0,30.8,1,1,1,1
TXN007282,2025-11-26 23:47:00,1664.6,ecommerce,groceries,Pune,iOS,58,66201.07,29461.35,67404.1,,1,1570.45,0,35.1,0,0,0,0
TXN007283,2025-10-10 12:09:00,605.51,POS,restaurants,,,85,122357.27,35607.59,104861.73,79.8,0,,0,77.7,0,1,1,0
TXN007284,2025-03-06 19:45:00,5417.53,ecommerce,fashion,Pune,Android,177,150418.75,62681.22,127869.88,59.1,0,6399.59,0,48.9,0,0,0,0
TXN007285,2025-12-23 17:34:00,1252.89,POS,groceries,Delhi,card_terminal,164,100163.01,33472.52,39962.54,58.8,1,1945.59,0,10.4,0,1,0,0
TXN007286,2025-01-29 13:59:00,201.31,POS,travel,Chennai,Android,31,176476.18,65906.74,201955.92,33.6,2,982.01,0,32.5,0,1,0,0
TXN007287,2025-12-27 16:44:00,4897.63,ATM,fashion,Delhi,desktop,20,722470.33,185728.22,266829.55,25.7,1,7549.22,0,,0,1,0,0
TXN007288,2025-12-04 01:22:00,814.12,POS,fuel,Bengaluru,Android,160,35319.47,32756.94,76236.74,37.3,1,1339.56,5,28.0,1,1,0,1
TXN007289,2025-10-03 08:02:00,2710.4,ecommerce,fuel,Bengaluru,Android,78,,72971.65,199750.77,13.1,0,2016.74,0,33.5,0,0,0,0
TXN007290,2025-03-29 15:30:00,1074.45,POS,fashion,Pune,card_terminal,33,28793.56,28011.37,31253.99,33.7,14,5464.34,0,4.0,0,1,0,0
TXN007291,2025-06-03 12:49:00,855.08,ecommerce,utilities,Pune,card_terminal,162,127342.26,43018.52,74576.05,39.8,1,1042.86,0,28.4,0,0,0,0
TXN007292,2025-12-05 05:29:00,1077.1,mobile_app,travel,Other,iOS,7,289395.13,89982.0,206212.7,75.2,0,,2,25.4,0,0,2,0
TXN007293,2025-09-01 05:19:00,4034.1,ATM,utilities,Bengaluru,desktop,129,107470.84,52607.98,,52.9,10,1367.94,0,27.2,0,1,0,0
TXN007294,2025-02-07 11:43:00,983.64,mobile_app,restaurants,Bengaluru,Android,60,184820.73,52244.55,174112.89,64.4,1,985.0,3,18.0,0,0,0,0
TXN007295,2025-05-26 18:16:00,1454.39,ecommerce,cash_withdrawal,Mumbai,iOS,161,,64731.93,222846.4,30.9,13,3860.81,0,11.9,0,0,0,1
