transaction_id,customer_age,transaction_amount_inr,account_age_months,transactions_last_hour,distance_from_home_km,merchant_risk_score,device_change_7d,failed_pin_attempts,hour_of_day,card_present,international_txn,merchant_category,payment_channel,device_type,customer_segment,weekday,avg_transaction_inr,city_tier,is_fraud
02000731,49,106107,65,14,325,19,6,0,19,No,Yes,Grocery,Online,iOS,Premium,6,8,Tier 2,0
02000732,27,157784,58,14,576,13,5,1,5,No,Yes,Electronics,ATM,Web,Mass,4,4,Tier 3,1
02000733,45,153065,23,2,20,88,0,2,10,Yes,No,Grocery,Online,Web,Preferred,0,1,Tier 3,0
02000734,37,25767,36,18,222,16,8,3,12,No,No,Travel,POS,Web,Preferred,8,4,Tier 3,0
02000735,56,32287,52,8,577,67,0,5,10,No,No,Fuel,Online,Web,Premium,9,2,Tier 2,1
02000736,35,53353,25,1,374,69,1,2,17,No,Yes,Electronics,POS,iOS,Preferred,0,1,Tier 2,0
02000737,34,78095,40,18,9,80,4,3,7,Yes,Yes,Dining,POS,Android,Mass,1,4,Tier 1,0
02000738,43,155550,55,14,529,76,1,3,22,Yes,Yes,Dining,Online,Android,Mass,6,8,Tier 3,1
02000739,48,6858,65,2,85,95,6,1,22,Yes,No,Fuel,Online,iOS,Mass,2,1,Tier 2,1
02000740,37,46450,53,12,192,79,7,1,12,Yes,Yes,Grocery,Online,Web,Mass,0,6,Tier 1,1
02000741,31,110411,29,15,330,11,10,3,15,No,Yes,Travel,POS,Android,Preferred,8,2,Tier 2,1
02000742,30,163537,44,9,175,48,7,3,22,No,Yes,Electronics,Online,Android,Mass,10,2,Tier 2,0
02000743,63,93075,35,0,102,71,0,5,2,No,Yes,Dining,POS,iOS,Mass,4,7,Tier 3,0
02000744,27,117057,59,22,720,45,2,4,19,Yes,Yes,Grocery,ATM,Android,Mass,6,7,Tier 3,1
02000745,29,96882,40,4,691,10,4,5,20,No,Yes,Grocery,ATM,Web,Premium,0,5,Tier 2,0
02000746,66,21094,46,6,13,64,7,1,23,Yes,No,Electronics,ATM,Android,Preferred,0,10,Tier 1,0
02000747,65,11842,29,20,522,22,5,1,4,No,Yes,Electronics,Online,iOS,Preferred,6,6,Tier 1,0
02000748,43,96856,27,4,65,51,2,2,23,Yes,No,Fuel,POS,iOS,Preferred,8,0,Tier 2,0
02000749,27,124768,65,12,303,6,3,3,10,Yes,No,Electronics,POS,Web,Mass,5,1,Tier 1,0
02000750,37,65726,30,15,111,66,1,5,21,Yes,No,Fuel,Online,iOS,Preferred,0,1,Tier 3,0
02000751,43,142377,45,2,199,77,5,2,22,No,Yes,Travel,POS,iOS,Premium,3,3,Tier 3,1
02000752,23,106602,67,13,38,13,4,3,8,No,No,Dining,ATM,Android,Preferred,10,5,Tier 2,0
02000753,54,43757,40,20,311,58,0,4,2,Yes,No,Fuel,POS,Web,Preferred,6,1,Tier 1,0
02000754,52,111527,67,13,412,17,9,0,6,Yes,No,Electronics,POS,Android,Preferred,1,2,Tier 3,1
02000755,45,135488,27,9,68,55,3,2,14,Yes,No,Electronics,Online,Android,Mass,7,4,Tier 1,0
02000756,57,85830,56,22,565,80,3,1,16,No,No,Dining,ATM,Android,Mass,3,3,Tier 1,1
02000757,45,53187,47,1,74,27,8,3,21,Yes,No,Electronics,ATM,iOS,Preferred,0,5,Tier 3,0
02000758,33,177075,38,13,437,78,4,3,1,No,No,Fuel,ATM,iOS,Mass,8,1,Tier 3,1
02000759,26,144889,25,15,123,10,10,2,17,No,Yes,Electronics,POS,iOS,Mass,3,5,Tier 2,0
02000760,56,107693,28,2,467,78,0,1,23,No,Yes,Dining,ATM,Android,Mass,4,0,Tier 2,0
02000761,46,151200,30,19,515,83,3,3,17,Yes,No,Travel,POS,Web,Mass,10,10,Tier 2,1
02000762,60,174183,58,13,165,38,4,2,4,Yes,Yes,Dining,Online,Web,Preferred,8,9,Tier 1,0
02000763,55,60027,48,8,651,90,10,5,11,No,Yes,Electronics,ATM,Android,Preferred,1,6,Tier 3,1
02000764,61,143300,26,19,76,84,0,3,10,No,Yes,Fuel,POS,iOS,Preferred,9,1,Tier 1,1
02000765,60,146295,24,0,388,72,4,3,16,Yes,No,Fuel,Online,iOS,Preferred,9,1,Tier 3,1
02000766,53,165765,37,17,609,71,0,4,18,No,Yes,Travel,ATM,iOS,Preferred,3,3,Tier 2,1
02000767,32,156917,41,0,121,37,7,3,6,No,Yes,Electronics,POS,iOS,Premium,7,4,Tier 1,1
02000768,42,61828,38,0,66,19,3,0,21,No,Yes,Travel,Online,Android,Premium,4,6,Tier 1,0
02000769,68,97288,38,7,443,45,0,4,20,Yes,Yes,Electronics,POS,iOS,Premium,6,3,Tier 3,0
02000770,28,156419,56,6,749,47,7,1,3,Yes,No,Electronics,Online,Android,Premium,2,0,Tier 3,1
02000771,50,130167,59,23,73,5,8,4,9,Yes,Yes,Dining,Online,Web,Mass,8,6,Tier 2,0
02000772,47,159660,62,2,578,94,9,0,17,Yes,No,Fuel,ATM,Android,Mass,8,1,Tier 3,1
02000773,25,6871,69,13,687,77,5,5,9,Yes,Yes,Electronics,POS,Web,Preferred,10,0,Tier 3,1
02000774,48,163412,34,14,481,8,1,0,0,Yes,No,Travel,POS,iOS,Preferred,1,6,Tier 3,0
02000775,33,81475,51,14,463,78,4,4,16,No,No,Electronics,ATM,Web,Mass,6,6,Tier 3,1
02000776,31,32212,23,1,75,31,3,4,15,No,Yes,Electronics,ATM,iOS,Premium,5,7,Tier 1,0
02000777,22,141664,48,15,719,33,5,3,9,No,No,Grocery,POS,Web,Preferred,8,8,Tier 1,1
02000778,26,81821,25,1,40,42,0,4,22,No,No,Fuel,ATM,iOS,Preferred,6,3,Tier 3,0
02000779,58,177643,43,0,180,15,0,0,6,No,No,Grocery,POS,Web,Premium,0,1,Tier 2,0
02000780,59,42803,26,22,175,84,5,0,16,No,No,Dining,ATM,iOS,Preferred,3,0,Tier 1,0
02000781,55,149528,26,10,725,13,5,1,10,Yes,No,Electronics,POS,iOS,Premium,3,2,Tier 1,0
02000782,59,168814,68,1,464,71,10,1,6,No,Yes,Fuel,POS,Web,Mass,6,8,Tier 2,0
02000783,52,80717,23,20,738,66,2,0,19,No,No,Travel,Online,iOS,Preferred,6,7,Tier 2,0
02000784,50,46244,28,0,270,36,7,4,5,Yes,No,Dining,ATM,iOS,Preferred,9,6,Tier 3,1
02000785,25,22408,27,5,536,23,7,0,16,Yes,Yes,Travel,ATM,iOS,Preferred,6,5,Tier 3,0
02000786,28,121678,50,11,55,72,7,0,16,No,No,Dining,Online,Android,Preferred,5,0,Tier 1,0
02000787,53,47571,33,14,72,47,3,5,3,Yes,No,Dining,POS,Android,Preferred,4,5,Tier 2,0
02000788,31,63953,37,23,527,49,6,5,13,Yes,No,Fuel,ATM,Web,Preferred,9,7,Tier 2,1
02000789,22,6826,42,22,400,28,3,5,22,No,No,Fuel,POS,Android,Mass,5,2,Tier 2,1
02000790,38,120920,65,4,573,8,3,4,23,No,Yes,Dining,ATM,Web,Preferred,0,0,Tier 2,1
02000791,27,157134,43,5,162,5,8,1,1,No,Yes,Grocery,Online,Web,Premium,8,7,Tier 2,0
02000792,30,125865,34,1,159,77,6,0,12,Yes,Yes,Dining,POS,Android,Mass,9,5,Tier 2,0
02000793,49,89157,24,13,43,69,10,1,21,Yes,Yes,Fuel,Online,Android,Premium,3,0,Tier 1,0
02000794,42,176989,32,7,114,78,9,2,16,Yes,Yes,Electronics,Online,iOS,Preferred,1,2,Tier 1,1
02000795,55,19821,22,13,126,94,10,3,13,Yes,Yes,Dining,ATM,Web,Preferred,9,5,Tier 3,1
02000796,56,166265,55,7,615,64,5,3,10,No,No,Travel,Online,Android,Premium,1,3,Tier 1,1
02000797,39,24725,48,18,117,74,1,1,6,Yes,No,Electronics,POS,Web,Mass,2,7,Tier 1,1
02000798,28,47067,64,19,508,89,8,0,3,No,Yes,Travel,ATM,Android,Premium,9,10,Tier 3,1
02000799,64,138590,54,0,378,22,10,2,15,Yes,No,Grocery,POS,iOS,Premium,3,10,Tier 1,0
02000800,63,125940,25,15,361,31,9,2,21,No,No,Travel,POS,Android,Preferred,0,7,Tier 2,0
02000801,65,26191,32,13,704,93,5,0,23,No,Yes,Travel,Online,iOS,Premium,1,8,Tier 1,1
02000802,34,171657,30,22,302,90,6,4,10,No,No,Grocery,Online,iOS,Mass,3,0,Tier 1,1
02000803,31,118746,38,7,450,36,0,1,14,No,Yes,Grocery,ATM,Android,Premium,7,10,Tier 1,0
02000804,66,73886,35,3,348,32,8,2,23,Yes,Yes,Fuel,ATM,Web,Mass,10,7,Tier 3,0
02000805,65,42725,57,8,31,87,4,5,16,No,No,Fuel,ATM,iOS,Mass,5,0,Tier 1,0
02000806,35,82552,68,16,131,90,2,0,11,No,Yes,Dining,ATM,iOS,Preferred,0,8,Tier 1,1
02000807,58,93188,58,2,18,10,1,0,11,Yes,Yes,Travel,POS,Web,Premium,2,7,Tier 2,0
02000808,37,93502,46,7,490,57,8,0,19,Yes,Yes,Grocery,Online,Android,Preferred,6,2,Tier 1,0
02000809,56,177081,37,12,655,65,6,5,10,Yes,Yes,Grocery,ATM,iOS,Premium,4,2,Tier 2,0
02000810,52,20610,56,11,392,38,0,3,10,No,Yes,Dining,ATM,Android,Preferred,5,7,Tier 2,0
02000811,41,87099,30,8,723,81,0,1,10,Yes,No,Fuel,POS,Web,Mass,7,4,Tier 3,1
02000812,44,10621,51,11,172,74,5,4,21,Yes,Yes,Dining,ATM,Web,Premium,8,6,Tier 1,1
02000813,50,97320,62,7,455,16,5,0,0,Yes,No,Electronics,ATM,iOS,Preferred,1,3,Tier 3,1
02000814,62,129919,44,14,743,85,10,3,9,No,No,Fuel,ATM,Web,Premium,5,2,Tier 1,1
02000815,36,79254,55,21,95,74,9,4,17,No,No,Grocery,Online,Android,Premium,4,10,Tier 3,1
02000816,49,98777,54,0,522,68,5,5,4,Yes,No,Dining,ATM,Web,Mass,10,1,Tier 1,1
02000817,36,157988,32,4,722,94,7,2,8,Yes,Yes,Travel,POS,iOS,Mass,6,7,Tier 3,0
02000818,61,6036,60,19,204,34,4,1,15,No,Yes,Electronics,POS,Web,Preferred,4,8,Tier 2,0
02000819,29,124924,34,0,320,72,2,0,14,Yes,Yes,Fuel,POS,Android,Mass,4,2,Tier 3,1
02000820,30,49575,39,6,670,32,0,1,15,Yes,No,Electronics,ATM,iOS,Premium,7,7,Tier 1,0
02000821,25,175842,24,23,486,59,9,1,17,No,Yes,Fuel,Online,Android,Premium,5,4,Tier 2,1
02000822,42,78884,48,20,585,35,8,0,21,Yes,No,Fuel,POS,Web,Premium,10,0,Tier 2,1
02000823,43,39179,27,18,367,89,1,4,4,Yes,No,Grocery,ATM,iOS,Mass,2,2,Tier 1,1
02000824,45,4994,43,12,723,88,8,1,22,No,No,Electronics,POS,Android,Mass,2,9,Tier 2,1
02000825,29,44635,39,15,67,9,4,3,22,Yes,No,Fuel,POS,iOS,Premium,10,1,Tier 3,1
02000826,35,66362,28,6,491,24,2,5,15,No,Yes,Electronics,POS,Web,Mass,4,2,Tier 3,0
02000827,41,52701,60,4,644,9,5,3,22,Yes,Yes,Grocery,Online,Web,Preferred,1,7,Tier 1,0
02000828,31,37004,45,8,207,10,3,2,2,Yes,Yes,Travel,Online,iOS,Mass,5,3,Tier 3,0
02000829,41,158902,52,10,604,51,10,2,5,No,No,Grocery,ATM,iOS,Premium,3,5,Tier 1,1
02000830,26,1299,37,8,620,34,0,0,2,Yes,Yes,Grocery,POS,Android,Mass,8,5,Tier 2,1
02000831,28,137579,51,19,251,59,4,5,11,No,No,Grocery,Online,Android,Premium,9,3,Tier 1,0
02000832,43,161317,32,19,96,84,8,4,10,Yes,No,Grocery,Online,Web,Premium,0,2,Tier 1,1
02000833,29,173554,46,22,22,29,4,0,8,Yes,Yes,Fuel,Online,Web,Preferred,6,2,Tier 2,1
02000834,61,86433,26,9,129,10,10,5,14,Yes,No,Electronics,ATM,Web,Preferred,0,7,Tier 1,0
02000835,46,143593,29,4,190,41,3,1,0,No,No,Travel,Online,Web,Mass,4,6,Tier 2,0
02000836,23,148321,29,15,410,45,6,0,11,Yes,Yes,Fuel,ATM,Web,Premium,9,0,Tier 2,1
02000837,67,153741,32,14,499,95,9,5,14,No,Yes,Dining,POS,Android,Preferred,0,0,Tier 1,1
02000838,43,145853,68,5,328,45,3,2,6,No,Yes,Fuel,POS,Android,Preferred,1,9,Tier 1,0
02000839,47,104589,47,0,695,88,9,1,9,Yes,No,Grocery,ATM,Android,Premium,2,3,Tier 2,0
02000840,22,103171,22,18,26,23,3,0,22,Yes,Yes,Travel,POS,iOS,Preferred,0,7,Tier 1,0
02000841,39,6309,58,0,570,27,8,1,20,Yes,Yes,Grocery,Online,iOS,Mass,5,8,Tier 1,0
02000842,66,25308,36,3,135,36,4,5,1,No,No,Grocery,ATM,Android,Mass,8,0,Tier 2,0
02000843,29,82937,25,3,357,83,9,0,9,No,Yes,Dining,POS,Web,Preferred,9,3,Tier 2,1
02000844,31,158054,35,8,717,47,5,4,16,No,No,Dining,ATM,iOS,Preferred,5,3,Tier 3,1
02000845,23,137217,21,21,155,73,9,3,10,No,No,Dining,Online,iOS,Mass,2,5,Tier 2,1
02000846,57,121565,63,14,334,9,7,3,0,Yes,No,Electronics,POS,Android,Mass,1,8,Tier 2,0
02000847,44,61779,48,12,55,9,6,0,17,Yes,No,Dining,POS,Android,Mass,4,10,Tier 1,0
02000848,50,11073,59,23,551,87,4,3,13,Yes,No,Travel,Online,Android,Premium,1,9,Tier 2,1
02000849,68,32081,57,23,644,18,2,2,10,No,Yes,Fuel,ATM,iOS,Mass,10,8,Tier 2,0
02000850,30,97123,59,5,482,32,7,2,20,No,No,Fuel,POS,Web,Preferred,5,5,Tier 1,1
02000851,41,60527,22,18,153,86,3,3,5,No,Yes,Dining,POS,iOS,Preferred,7,10,Tier 1,1
02000852,42,25757,44,1,27,21,0,0,7,No,Yes,Dining,Online,Android,Mass,1,5,Tier 2,1
02000853,38,81280,64,10,55,55,0,4,10,No,Yes,Travel,Online,Android,Premium,3,0,Tier 1,0
02000854,30,19103,47,0,658,72,4,3,12,No,No,Travel,Online,Android,Preferred,7,10,Tier 3,1
02000855,36,119613,68,10,684,9,9,2,2,Yes,Yes,Electronics,ATM,Web,Mass,6,4,Tier 3,0
02000856,37,10965,34,10,268,43,4,2,12,Yes,Yes,Travel,Online,Web,Preferred,6,3,Tier 1,0
02000857,37,8126,55,7,108,47,9,1,14,Yes,Yes,Fuel,ATM,Web,Premium,7,7,Tier 3,1
02000858,37,130255,35,2,109,51,8,3,12,No,No,Fuel,POS,Android,Preferred,2,10,Tier 2,0
02000859,21,137484,53,3,407,90,2,3,8,No,No,Dining,ATM,iOS,Premium,5,1,Tier 2,1
02000860,44,139804,52,15,468,24,5,2,9,No,Yes,Travel,ATM,Android,Mass,6,4,Tier 3,0
02000861,61,96301,63,8,619,63,1,2,3,No,Yes,Electronics,Online,Android,Premium,0,5,Tier 2,0
02000862,65,86950,41,5,202,23,6,5,19,Yes,Yes,Fuel,Online,iOS,Preferred,0,0,Tier 3,0
02000863,58,57283,63,22,617,68,4,2,15,No,No,Fuel,Online,Android,Preferred,1,2,Tier 1,0
02000864,40,140849,53,13,218,76,5,3,7,Yes,Yes,Fuel,POS,Android,Preferred,8,2,Tier 2,1
02000865,23,120203,28,22,736,45,9,2,19,No,Yes,Dining,Online,iOS,Mass,4,3,Tier 2,1
02000866,37,91442,38,1,165,52,4,3,1,Yes,No,Dining,ATM,iOS,Mass,5,9,Tier 1,0
02000867,50,8279,44,4,675,5,10,2,3,No,Yes,Fuel,Online,Web,Premium,1,2,Tier 1,0
02000868,23,134862,42,20,400,88,5,4,0,No,No,Electronics,Online,Web,Premium,3,8,Tier 3,1
02000869,22,85633,65,5,683,47,7,0,16,Yes,Yes,Electronics,POS,Web,Premium,3,2,Tier 3,1
02000870,65,5606,29,17,258,73,9,4,2,No,Yes,Grocery,POS,Android,Preferred,8,0,Tier 3,0
02000871,63,168771,61,12,137,26,8,4,12,No,Yes,Fuel,POS,iOS,Premium,6,0,Tier 1,1
02000872,43,16690,36,18,570,91,9,4,7,Yes,Yes,Dining,POS,Web,Preferred,10,2,Tier 1,1
02000873,46,38269,33,4,335,76,4,4,11,Yes,Yes,Fuel,ATM,Android,Mass,8,2,Tier 3,1
02000874,61,137750,22,18,160,63,0,0,7,Yes,Yes,Travel,Online,Android,Premium,3,0,Tier 3,0
02000875,63,157828,23,8,15,18,10,4,17,Yes,No,Fuel,Online,Android,Preferred,4,1,Tier 1,0
02000876,27,130641,58,4,268,24,2,5,1,No,Yes,Electronics,POS,Web,Premium,8,8,Tier 1,0
02000877,57,84057,56,6,740,20,6,0,5,Yes,Yes,Travel,POS,Web,Premium,3,2,Tier 2,1
02000878,25,132435,64,8,145,48,1,1,2,Yes,No,Travel,Online,Web,Mass,8,6,Tier 1,1
02000879,23,77394,48,14,714,9,1,4,19,Yes,No,Travel,POS,iOS,Preferred,5,2,Tier 2,0
02000880,55,123449,26,6,621,23,0,2,7,No,Yes,Dining,POS,Web,Premium,3,5,Tier 3,1
02000881,34,82134,60,13,582,31,1,0,8,Yes,No,Grocery,ATM,Android,Preferred,9,1,Tier 1,0
02000882,50,117625,22,2,189,87,9,4,6,Yes,No,Electronics,POS,iOS,Mass,7,9,Tier 3,1
02000883,41,54552,33,23,509,75,8,2,7,Yes,Yes,Grocery,Online,iOS,Mass,8,8,Tier 3,1
02000884,25,71915,48,18,291,59,0,3,0,No,No,Grocery,ATM,Android,Mass,2,4,Tier 2,1
02000885,69,107668,50,15,279,93,2,4,9,No,Yes,Fuel,Online,Android,Premium,8,2,Tier 2,1
02000886,65,37006,37,11,267,16,0,2,23,Yes,No,Travel,POS,Android,Mass,9,2,Tier 1,0
02000887,33,91982,56,5,11,19,5,3,20,Yes,Yes,Electronics,Online,Web,Preferred,2,10,Tier 1,1
02000888,26,3356,45,12,733,78,1,5,20,Yes,Yes,Dining,Online,iOS,Premium,5,7,Tier 3,1
02000889,55,82613,53,3,238,39,4,2,16,Yes,Yes,Dining,Online,Android,Premium,2,0,Tier 3,0
02000890,42,27735,46,9,696,20,8,3,4,Yes,Yes,Grocery,POS,Android,Preferred,1,3,Tier 2,0
02000891,24,98151,58,5,589,85,4,5,19,Yes,No,Fuel,POS,iOS,Mass,4,6,Tier 3,0
02000892,42,154967,46,6,639,59,9,4,4,No,Yes,Fuel,ATM,Web,Preferred,4,4,Tier 2,1
02000893,29,46157,37,14,383,87,5,1,1,Yes,No,Electronics,ATM,Android,Premium,1,2,Tier 2,1
02000894,27,162446,37,18,477,92,6,0,20,Yes,No,Dining,POS,Web,Premium,8,5,Tier 1,1
02000895,56,119247,56,9,565,30,9,4,21,No,No,Grocery,ATM,Web,Preferred,3,10,Tier 2,1
02000896,39,43276,22,10,511,45,9,2,7,Yes,No,Travel,POS,Web,Mass,9,0,Tier 2,0
02000897,42,106670,30,19,178,51,5,5,15,Yes,No,Fuel,POS,Web,Premium,6,3,Tier 3,1
02000898,51,167925,51,17,674,10,6,5,23,No,No,Fuel,POS,iOS,Premium,1,5,Tier 1,1
02000899,22,8994,52,19,156,53,8,1,5,No,Yes,Electronics,ATM,Android,Mass,6,4,Tier 1,0
02000900,59,116895,49,2,257,37,6,3,0,No,No,Dining,Online,Web,Premium,1,5,Tier 1,0
02000901,30,74063,32,17,472,16,4,5,9,Yes,Yes,Electronics,POS,iOS,Mass,3,3,Tier 1,1
02000902,52,164957,31,2,439,80,7,4,15,Yes,Yes,Grocery,ATM,iOS,Premium,10,6,Tier 2,1
02000903,31,39705,28,11,54,5,10,2,8,No,Yes,Travel,Online,iOS,Mass,5,0,Tier 3,0
02000904,33,57753,49,12,436,11,8,2,12,No,Yes,Travel,ATM,Web,Preferred,2,8,Tier 1,1
02000905,65,109781,57,5,41,54,7,5,9,Yes,No,Dining,ATM,Web,Preferred,0,8,Tier 2,0
02000906,31,25697,56,13,467,16,7,5,9,No,Yes,Travel,POS,Web,Mass,0,7,Tier 1,1
02000907,64,80015,51,13,444,87,0,2,3,Yes,No,Travel,Online,iOS,Premium,9,4,Tier 1,0
02000908,39,108122,67,9,181,7,9,2,17,Yes,No,Electronics,POS,iOS,Preferred,7,6,Tier 1,0
02000909,49,95558,32,13,143,13,4,1,13,No,No,Fuel,ATM,iOS,Preferred,0,7,Tier 3,0
02000910,52,113600,69,8,105,8,2,5,17,No,Yes,Grocery,Online,Web,Mass,9,7,Tier 1,0
02000911,41,48487,33,5,492,7,1,3,22,Yes,No,Travel,ATM,Android,Mass,1,9,Tier 3,0
02000912,43,55902,36,21,363,63,1,1,6,No,No,Travel,ATM,Web,Mass,3,6,Tier 1,1
02000913,59,31876,34,9,71,91,7,0,12,Yes,Yes,Fuel,POS,Android,Preferred,5,3,Tier 3,0
02000914,49,21323,46,4,339,40,3,0,14,No,No,Dining,Online,Web,Mass,5,6,Tier 1,1
02000915,58,59098,65,23,551,34,10,5,4,Yes,Yes,Travel,ATM,Web,Mass,7,5,Tier 3,1
02000916,41,3293,29,16,593,69,2,2,8,Yes,No,Grocery,ATM,Android,Preferred,9,10,Tier 1,1
02000917,67,132421,22,2,88,87,2,5,2,No,No,Travel,Online,Android,Mass,10,10,Tier 1,0
02000918,34,116205,65,13,9,26,1,2,15,No,Yes,Grocery,Online,Android,Premium,5,7,Tier 1,0
02000919,66,175408,21,17,703,94,4,2,9,Yes,No,Grocery,ATM,Android,Mass,7,10,Tier 2,1
02000920,36,4327,62,21,717,91,2,0,19,Yes,No,Dining,Online,iOS,Premium,1,6,Tier 2,1
02000921,48,155473,47,8,376,51,6,4,16,No,No,Grocery,ATM,Android,Preferred,6,0,Tier 3,1
02000922,55,37175,27,2,8,18,4,5,5,Yes,Yes,Travel,ATM,Android,Mass,0,9,Tier 1,0
02000923,43,13044,46,23,13,93,10,0,12,Yes,Yes,Dining,ATM,Android,Premium,2,2,Tier 2,1
02000924,55,172296,61,17,281,55,8,2,22,Yes,Yes,Dining,ATM,Web,Mass,1,0,Tier 2,1
02000925,27,161919,29,14,474,88,0,4,4,No,Yes,Fuel,Online,iOS,Preferred,4,2,Tier 2,0
02000926,57,93978,36,17,734,14,10,2,2,Yes,Yes,Dining,Online,iOS,Premium,1,1,Tier 1,0
02000927,29,24989,37,11,328,64,6,3,15,No,No,Fuel,Online,iOS,Preferred,7,0,Tier 3,1
02000928,23,77972,51,5,524,37,10,2,19,Yes,No,Travel,POS,iOS,Premium,10,7,Tier 2,0
02000929,32,139815,46,7,163,82,9,5,21,Yes,No,Dining,POS,Android,Mass,6,1,Tier 3,1
02000930,65,114048,49,7,294,75,4,1,3,Yes,Yes,Electronics,Online,Android,Preferred,5,6,Tier 1,0
02000931,50,52379,39,0,732,33,8,3,5,Yes,No,Dining,Online,iOS,Mass,3,7,Tier 2,0
02000932,69,150397,60,5,365,72,10,0,12,No,No,Travel,ATM,Android,Preferred,5,0,Tier 3,1
02000933,69,27778,48,11,612,34,2,1,22,Yes,Yes,Fuel,ATM,Web,Preferred,1,9,Tier 1,0
02000934,55,148296,37,7,45,28,2,1,22,No,Yes,Fuel,Online,iOS,Premium,3,10,Tier 1,0
02000935,50,133957,69,4,410,12,9,0,23,Yes,Yes,Dining,Online,iOS,Premium,1,9,Tier 2,0
02000936,60,130856,48,9,64,61,10,3,6,No,No,Dining,Online,iOS,Mass,9,2,Tier 1,1
02000937,55,44684,69,3,566,68,2,0,0,No,Yes,Electronics,POS,Web,Preferred,10,7,Tier 2,1
02000938,32,20053,34,14,162,38,4,5,13,No,No,Fuel,POS,Android,Premium,7,8,Tier 2,1
02000939,66,18100,34,17,126,27,4,4,0,No,Yes,Fuel,POS,iOS,Mass,9,10,Tier 3,0
02000940,63,114526,50,21,556,33,4,4,11,Yes,No,Electronics,ATM,iOS,Mass,2,1,Tier 3,1
02000941,39,1518,50,14,674,28,2,5,2,Yes,No,Electronics,Online,Android,Preferred,4,3,Tier 1,1
02000942,21,67108,29,22,599,16,3,3,18,Yes,Yes,Travel,POS,Web,Mass,8,7,Tier 2,1
02000943,21,176502,56,8,359,38,7,1,11,No,Yes,Grocery,Online,iOS,Premium,5,10,Tier 2,1
02000944,45,36825,64,20,113,28,1,4,19,No,No,Electronics,POS,iOS,Premium,0,5,Tier 3,0
02000945,27,167204,58,0,682,43,0,5,9,Yes,No,Electronics,ATM,Web,Premium,6,10,Tier 1,0
02000946,24,61437,25,6,545,11,5,2,23,No,No,Travel,Online,Android,Mass,7,0,Tier 3,0
02000947,53,70138,38,18,600,81,2,5,1,No,No,Travel,POS,Web,Preferred,4,4,Tier 3,1
02000948,41,49036,66,12,42,77,10,4,10,No,No,Electronics,Online,Android,Premium,8,2,Tier 2,1
02000949,60,172589,67,21,745,80,7,2,8,Yes,Yes,Fuel,ATM,Web,Premium,4,8,Tier 1,1
02000950,47,34305,46,0,531,83,9,4,16,Yes,Yes,Fuel,ATM,Android,Preferred,7,5,Tier 2,1
02000951,57,99005,56,10,558,46,3,0,0,Yes,Yes,Electronics,POS,Android,Preferred,0,6,Tier 3,1
02000952,61,141567,36,11,726,14,0,3,17,Yes,No,Grocery,POS,iOS,Preferred,6,5,Tier 1,0
02000953,35,133146,22,13,342,35,2,2,4,Yes,Yes,Grocery,Online,iOS,Mass,4,3,Tier 1,1
02000954,52,56999,29,11,85,12,1,0,10,Yes,No,Travel,Online,Web,Preferred,10,2,Tier 3,0
02000955,38,58148,65,15,34,31,3,1,13,Yes,Yes,Electronics,Online,Android,Premium,6,9,Tier 2,0
02000956,50,149421,22,19,348,13,10,3,23,No,Yes,Grocery,ATM,iOS,Preferred,10,8,Tier 3,0
02000957,48,85736,39,21,234,77,7,5,13,No,Yes,Dining,POS,Android,Premium,6,6,Tier 3,1
02000958,47,100338,63,21,327,17,3,0,0,No,Yes,Electronics,POS,Android,Mass,3,9,Tier 1,0
02000959,36,172267,25,12,227,87,5,3,8,No,Yes,Electronics,Online,Android,Preferred,0,3,Tier 1,1
02000960,52,18246,63,10,440,21,4,1,17,Yes,Yes,Dining,Online,Android,Premium,4,7,Tier 2,0
02000961,21,107621,53,4,514,90,1,2,2,No,No,Travel,POS,Web,Mass,8,1,Tier 2,1
02000962,62,84036,61,3,166,48,3,3,19,Yes,Yes,Electronics,ATM,iOS,Mass,2,7,Tier 2,0
02000963,28,169723,57,9,714,87,3,4,11,No,Yes,Grocery,POS,Web,Preferred,0,5,Tier 1,1
02000964,69,34019,50,17,244,37,5,2,18,No,No,Fuel,POS,Android,Premium,10,9,Tier 1,0
02000965,41,57167,61,16,520,30,10,4,20,Yes,Yes,Fuel,POS,Android,Preferred,2,1,Tier 2,0
02000966,39,91674,52,3,509,91,4,0,5,Yes,Yes,Travel,Online,Web,Preferred,9,7,Tier 3,1
02000967,68,90680,63,22,185,10,0,2,0,No,No,Grocery,POS,Web,Mass,4,3,Tier 1,0
02000968,58,1915,49,15,140,89,8,5,18,No,No,Dining,POS,iOS,Preferred,7,8,Tier 1,1
02000969,29,172377,46,14,348,58,5,3,22,No,Yes,Fuel,Online,Android,Mass,8,2,Tier 1,1
02000970,47,44582,35,16,712,52,1,1,19,No,Yes,Dining,POS,iOS,Premium,10,8,Tier 1,1
02000971,40,65117,56,18,628,47,0,0,13,No,Yes,Travel,POS,Android,Preferred,7,0,Tier 3,0
02000972,21,136357,31,2,694,40,3,5,12,No,Yes,Electronics,POS,Web,Mass,6,2,Tier 3,0
02000973,32,105373,37,3,391,54,4,1,4,No,Yes,Electronics,Online,iOS,Preferred,7,0,Tier 3,0
02000974,46,132007,52,14,695,22,2,3,11,No,Yes,Travel,ATM,Android,Premium,6,8,Tier 1,0
