contact_id,customer_age,account_balance_inr,last_contact_days_ago,campaign_contacts,prior_campaign_successes,call_duration_seconds,bank_tenure_years,monthly_income_inr,savings_products_count,housing_loan,personal_loan,occupation,education,contact_method,contact_month,marital_status,digital_active,branch_visits_3m,subscribed
03000731,43,338160,12,5,6,508,8,2336996,5,No,No,Professional,Graduate,Branch,Mar,Single,Yes,6,1
03000732,69,1061109,139,6,4,51,4,2372043,0,No,Yes,Professional,Postgraduate,Phone,Nov,Single,No,0,0
03000733,26,1090522,60,6,7,92,23,2234985,4,Yes,No,Business,School,Branch,Jun,Married,Yes,4,0
03000734,65,1116788,28,7,8,52,21,2583977,1,Yes,No,Professional,School,Branch,Sep,Single,No,12,0
03000735,33,553077,42,3,5,56,12,600955,8,Yes,Yes,Professional,Postgraduate,Email,Nov,Other,Yes,4,1
03000736,62,348047,86,1,2,295,23,2535875,7,No,No,Service,School,Email,Mar,Married,Yes,12,1
03000737,49,1089259,64,7,9,395,7,2886733,8,Yes,No,Service,Graduate,Branch,Nov,Other,Yes,10,1
03000738,55,426118,41,10,3,116,5,1465050,5,Yes,No,Retired,Postgraduate,Branch,Jun,Other,Yes,6,1
03000739,58,676588,85,1,2,159,24,2175412,1,No,Yes,Business,School,Phone,Mar,Single,No,5,0
03000740,33,508573,51,10,8,177,15,850828,5,No,No,Professional,School,Email,Nov,Married,Yes,8,0
03000741,31,1093835,44,1,2,500,9,824325,6,Yes,No,Retired,School,Phone,Jan,Married,Yes,8,1
03000742,62,350221,142,11,0,636,0,1671705,6,Yes,Yes,Retired,School,Branch,Sep,Other,Yes,4,0
03000743,31,884373,168,4,5,99,15,852633,0,No,No,Retired,School,Phone,Jun,Other,No,2,0
03000744,27,975903,86,1,4,65,3,2168795,7,Yes,No,Professional,School,Email,Jan,Single,Yes,7,0
03000745,48,1197898,180,4,1,53,3,2032049,1,Yes,No,Retired,School,Branch,Jun,Other,No,12,0
03000746,45,570675,11,5,7,73,13,993927,8,No,No,Professional,Graduate,Email,Mar,Married,No,1,0
03000747,69,448508,28,5,9,60,5,2546312,1,No,Yes,Service,Postgraduate,Email,Jun,Other,No,1,1
03000748,66,627413,25,10,4,473,0,1795344,8,Yes,Yes,Retired,Graduate,Phone,Jun,Single,Yes,5,0
03000749,41,432187,178,10,8,584,24,978945,1,No,No,Service,Graduate,Phone,Nov,Married,Yes,1,1
03000750,21,377136,160,8,0,387,19,2842828,6,Yes,Yes,Service,School,Phone,Nov,Single,No,2,1
03000751,22,350055,123,7,6,402,12,1847559,3,Yes,Yes,Retired,School,Branch,Nov,Single,No,2,1
03000752,24,1138136,93,2,7,312,12,1984265,3,Yes,No,Service,Graduate,Phone,Sep,Married,No,7,1
03000753,42,1007237,7,12,8,583,18,1596356,5,No,No,Professional,Graduate,Branch,Nov,Single,Yes,0,1
03000754,62,1184831,64,1,8,48,14,901972,5,No,Yes,Business,Postgraduate,Email,Jun,Married,Yes,3,1
03000755,45,1076381,109,8,6,534,21,437594,1,No,No,Service,School,Phone,Sep,Married,Yes,6,0
03000756,39,504437,81,3,3,89,20,2831047,8,No,Yes,Service,Postgraduate,Email,Jan,Single,No,2,0
03000757,37,1160136,136,2,0,402,6,1209180,2,No,No,Professional,School,Branch,Nov,Other,Yes,9,0
03000758,61,445574,43,8,10,291,18,923532,7,No,Yes,Retired,Postgraduate,Branch,Nov,Single,No,4,1
03000759,26,873205,34,11,3,334,3,1798211,5,No,Yes,Professional,School,Email,Jan,Single,Yes,12,0
03000760,57,791209,154,5,5,125,9,2910595,5,No,Yes,Service,School,Email,Nov,Married,Yes,5,0
03000761,25,233965,145,2,8,642,10,1680910,0,No,Yes,Business,Graduate,Email,Jun,Single,No,9,0
03000762,48,549638,128,11,2,46,16,1318726,7,Yes,Yes,Retired,Postgraduate,Email,Jun,Single,No,7,1
03000763,51,314713,101,12,7,647,16,535310,2,Yes,No,Business,Graduate,Phone,Jun,Single,No,0,1
03000764,66,903239,42,8,0,46,2,1906133,0,Yes,Yes,Retired,School,Phone,Sep,Other,No,1,0
03000765,59,449976,118,5,9,324,13,427658,2,No,Yes,Business,Postgraduate,Branch,Jan,Other,No,8,1
03000766,60,95184,85,9,5,566,0,2972719,1,No,Yes,Retired,School,Branch,Jun,Other,Yes,2,1
03000767,25,729981,111,4,1,486,2,1562581,5,No,Yes,Professional,School,Phone,Jun,Married,Yes,4,0
03000768,52,1093374,22,11,2,38,20,1111460,6,No,No,Professional,Postgraduate,Phone,Jun,Other,Yes,8,0
03000769,40,582720,90,8,9,388,20,2982681,5,Yes,Yes,Business,Graduate,Email,Nov,Married,Yes,5,1
03000770,56,653442,6,3,10,481,15,725087,5,Yes,Yes,Professional,Graduate,Email,Nov,Single,No,9,1
03000771,53,266913,166,9,7,276,13,1473394,7,Yes,No,Business,Postgraduate,Branch,Mar,Other,No,11,0
03000772,49,411906,125,6,1,397,15,2035611,6,Yes,No,Professional,Postgraduate,Branch,Mar,Single,No,6,0
03000773,44,917107,151,6,9,56,13,2661763,8,Yes,No,Service,Graduate,Email,Sep,Married,Yes,10,1
03000774,64,444573,5,9,6,496,11,1768396,8,Yes,No,Retired,Postgraduate,Branch,Nov,Other,Yes,7,1
03000775,39,598984,138,8,6,545,6,1327426,6,No,Yes,Service,School,Email,Sep,Single,No,0,1
03000776,30,772172,61,1,0,74,16,1662593,6,Yes,Yes,Business,Postgraduate,Branch,Sep,Single,No,1,0
03000777,29,672432,147,6,7,35,14,641963,6,No,No,Service,Graduate,Branch,Mar,Single,Yes,12,1
03000778,33,288550,118,6,4,97,6,1528912,8,No,Yes,Retired,Graduate,Email,Jan,Single,No,8,0
03000779,48,87560,102,9,6,498,8,2551927,2,No,No,Service,Postgraduate,Phone,Jun,Married,Yes,0,0
03000780,60,257872,122,12,5,259,2,1330814,5,Yes,No,Business,Graduate,Email,Jan,Single,Yes,0,0
03000781,56,690253,77,3,7,591,13,2403593,1,No,Yes,Professional,Postgraduate,Email,Mar,Single,No,11,1
03000782,30,919421,167,10,1,455,18,336423,3,Yes,Yes,Service,Graduate,Branch,Jan,Other,Yes,10,0
03000783,24,454759,162,10,1,422,1,1519957,2,Yes,No,Business,Graduate,Branch,Sep,Single,No,1,1
03000784,48,688581,113,9,8,69,22,2251274,5,No,Yes,Professional,Graduate,Branch,Mar,Other,No,11,0
03000785,33,596540,157,9,9,124,23,964049,6,Yes,No,Retired,Graduate,Phone,Mar,Single,No,10,0
03000786,49,1129064,109,12,4,78,15,1797962,1,Yes,Yes,Business,School,Branch,Jun,Other,No,4,0
03000787,29,391680,34,12,9,263,14,1933965,1,No,No,Service,Graduate,Email,Sep,Other,No,2,1
03000788,21,855530,154,5,0,282,14,1020293,4,Yes,No,Business,Postgraduate,Phone,Jan,Single,Yes,11,0
03000789,63,308865,146,2,10,233,21,375901,3,Yes,Yes,Service,Graduate,Phone,Jan,Single,No,6,1
03000790,26,655184,7,4,2,192,0,2331954,5,No,No,Professional,Graduate,Phone,Jan,Married,Yes,1,0
03000791,52,710244,178,11,4,494,1,726629,3,No,No,Retired,School,Branch,Jan,Married,No,9,0
03000792,39,1024219,11,5,4,238,24,1824084,0,Yes,No,Professional,Postgraduate,Branch,Mar,Married,No,10,1
03000793,24,548520,49,12,7,590,24,1562168,0,No,Yes,Professional,Graduate,Phone,Jun,Married,Yes,4,1
03000794,38,60442,109,3,0,56,7,1004754,8,No,No,Business,Graduate,Branch,Jan,Single,Yes,6,0
03000795,47,1052721,3,7,3,93,1,1169753,2,No,No,Professional,Postgraduate,Phone,Jan,Single,No,11,0
03000796,22,760279,19,1,9,223,15,1421160,5,Yes,Yes,Professional,School,Phone,Jun,Married,No,5,1
03000797,67,898112,9,2,4,559,24,541261,8,No,No,Service,Graduate,Email,Nov,Other,Yes,7,1
03000798,47,820271,110,10,7,484,17,1485498,1,No,Yes,Business,School,Branch,Jun,Other,No,7,1
03000799,22,802915,12,1,2,277,6,1288115,4,No,Yes,Service,School,Branch,Mar,Married,No,7,1
03000800,32,944545,176,9,2,517,12,883679,0,Yes,No,Professional,Graduate,Email,Mar,Married,No,1,0
03000801,66,820738,105,2,9,471,25,2642930,3,No,No,Service,Graduate,Email,Jan,Single,Yes,3,1
03000802,50,1109079,52,2,1,578,23,947536,1,No,No,Service,School,Branch,Mar,Married,Yes,6,1
03000803,49,92521,83,1,2,233,21,2334965,5,Yes,No,Retired,School,Branch,Jan,Married,Yes,10,1
03000804,67,1132906,136,8,0,275,21,2416153,5,No,Yes,Business,School,Phone,Nov,Single,No,6,0
03000805,21,1075418,27,9,9,389,0,708514,1,Yes,No,Service,Postgraduate,Email,Jan,Married,Yes,5,1
03000806,30,17449,10,4,3,319,0,2533240,3,Yes,Yes,Service,Graduate,Email,Jun,Other,Yes,7,0
03000807,24,140541,176,2,6,344,14,1993022,8,No,No,Retired,School,Branch,Jun,Married,No,1,1
03000808,56,679321,105,2,8,67,7,2180384,0,Yes,Yes,Business,Postgraduate,Email,Sep,Single,Yes,0,0
03000809,21,657414,148,11,7,181,3,2839973,6,No,No,Retired,Postgraduate,Branch,Jan,Other,Yes,12,0
03000810,63,739115,159,10,5,508,12,261479,6,No,Yes,Professional,Graduate,Email,Nov,Single,No,12,0
03000811,43,125646,16,4,8,446,14,866186,5,No,No,Professional,Graduate,Email,Nov,Married,No,1,1
03000812,33,505808,120,2,0,155,16,2272030,5,Yes,Yes,Business,Graduate,Email,Sep,Married,No,1,0
03000813,49,502937,156,3,6,369,17,2964252,0,Yes,Yes,Service,School,Branch,Jan,Single,Yes,1,0
03000814,55,591399,144,1,0,26,9,1019698,7,No,No,Retired,Postgraduate,Branch,Jan,Married,No,1,1
03000815,45,887140,50,9,0,581,25,1738404,2,No,Yes,Service,Postgraduate,Branch,Jan,Single,No,6,1
03000816,66,918494,35,2,5,372,11,1598388,7,No,Yes,Retired,School,Phone,Mar,Married,No,12,0
03000817,49,880980,90,1,5,624,25,1205793,6,No,No,Service,Graduate,Email,Jan,Other,No,3,1
03000818,58,432510,117,6,10,208,24,1395361,6,No,Yes,Service,Graduate,Branch,Sep,Single,No,12,1
03000819,62,1145002,76,4,5,449,4,1167133,8,Yes,No,Service,School,Phone,Jun,Other,No,10,1
03000820,47,1076367,91,6,9,27,1,2235038,5,No,No,Business,Postgraduate,Phone,Jun,Single,No,8,0
03000821,21,327042,46,5,0,635,15,760553,1,No,Yes,Business,Postgraduate,Email,Jan,Other,Yes,8,0
03000822,60,317557,125,12,6,429,21,2134585,0,Yes,No,Business,School,Branch,Nov,Married,No,10,0
03000823,26,829124,54,11,2,286,12,523268,6,No,Yes,Service,Graduate,Phone,Sep,Other,Yes,0,1
03000824,63,53067,83,6,2,360,25,508669,3,Yes,Yes,Retired,Postgraduate,Branch,Sep,Other,Yes,9,0
03000825,37,208655,22,7,9,217,21,534650,0,No,Yes,Professional,Postgraduate,Phone,Sep,Married,No,12,0
03000826,54,758135,79,4,1,239,19,1884334,4,Yes,No,Retired,School,Phone,Jun,Other,No,2,0
03000827,54,839059,113,6,8,591,19,660574,6,Yes,No,Professional,School,Phone,Nov,Single,Yes,10,1
03000828,53,696360,178,4,9,502,19,666917,3,Yes,No,Retired,Graduate,Branch,Nov,Other,Yes,3,0
03000829,53,684817,10,4,1,46,8,2156544,4,No,Yes,Business,School,Email,Nov,Married,Yes,9,0
03000830,59,859361,61,8,4,300,9,2450933,1,No,Yes,Business,School,Phone,Jan,Other,No,10,0
03000831,49,629631,102,4,2,432,10,2988449,5,No,No,Business,Postgraduate,Branch,Mar,Married,Yes,8,1
03000832,29,777710,109,2,9,357,6,314199,7,No,No,Retired,Postgraduate,Branch,Jun,Single,Yes,9,0
03000833,61,886288,112,9,3,329,7,618583,8,Yes,No,Service,School,Phone,Jan,Married,Yes,9,0
03000834,69,46086,135,1,1,107,16,2320451,6,Yes,Yes,Service,Postgraduate,Email,Sep,Other,Yes,12,0
03000835,44,502059,67,12,6,635,2,1459065,8,No,Yes,Professional,Postgraduate,Email,Sep,Single,Yes,7,1
03000836,49,128650,89,7,1,550,17,1628399,4,No,No,Professional,Graduate,Branch,Jan,Other,Yes,1,0
03000837,24,1066210,5,11,8,338,21,1766485,3,Yes,No,Retired,Graduate,Phone,Nov,Other,Yes,6,0
03000838,67,426310,83,3,0,236,10,1453879,3,Yes,Yes,Business,Postgraduate,Phone,Jun,Married,Yes,3,0
03000839,32,823443,168,2,5,114,24,2020375,2,Yes,Yes,Business,Postgraduate,Phone,Jan,Married,Yes,2,0
03000840,54,741874,130,3,1,339,6,2531480,1,Yes,Yes,Professional,School,Branch,Jan,Other,No,10,0
03000841,26,131021,150,1,3,113,10,706215,3,Yes,Yes,Business,School,Branch,Jun,Married,Yes,7,0
03000842,50,57483,73,8,9,61,25,1320875,6,No,No,Business,Postgraduate,Phone,Sep,Married,Yes,7,1
03000843,36,934568,29,10,6,147,15,711601,4,Yes,Yes,Retired,School,Email,Nov,Single,No,2,1
03000844,49,119909,95,8,2,208,4,314993,8,No,Yes,Service,Postgraduate,Branch,Jan,Single,Yes,10,0
03000845,63,1166960,171,11,6,159,9,283587,6,No,Yes,Retired,Graduate,Email,Nov,Other,No,1,1
03000846,65,482637,138,9,1,152,12,1770120,1,Yes,No,Retired,School,Branch,Jan,Single,No,8,1
03000847,36,758280,107,5,5,389,14,671362,6,No,No,Business,School,Branch,Jan,Married,Yes,6,1
03000848,23,392161,130,7,2,468,1,307154,2,No,Yes,Service,Graduate,Email,Nov,Married,No,3,1
03000849,32,334302,114,3,0,120,23,1863868,4,No,Yes,Service,School,Phone,Jan,Single,Yes,3,0
03000850,69,476284,92,6,7,148,4,1939059,3,Yes,Yes,Business,Graduate,Phone,Jun,Single,Yes,1,1
03000851,63,526893,10,4,8,454,15,1492222,1,Yes,No,Service,Postgraduate,Email,Sep,Married,Yes,4,1
03000852,27,301825,141,1,5,226,25,1529221,5,No,No,Business,Postgraduate,Branch,Mar,Other,Yes,10,1
03000853,33,455293,114,11,6,489,24,1305250,1,No,No,Professional,Postgraduate,Email,Nov,Married,Yes,11,1
03000854,50,871203,47,7,5,284,24,2066970,7,Yes,No,Business,School,Phone,Jun,Single,No,4,1
03000855,49,635453,38,11,0,621,17,506370,7,No,No,Business,Graduate,Branch,Mar,Married,No,9,1
03000856,62,813292,41,2,3,613,5,1229257,3,Yes,Yes,Retired,Postgraduate,Phone,Jan,Single,Yes,4,1
03000857,31,191799,26,8,7,79,12,361086,0,No,No,Business,Graduate,Branch,Jan,Married,Yes,9,1
03000858,67,590644,66,2,8,632,12,2996330,6,No,No,Business,Graduate,Branch,Jun,Other,Yes,0,0
03000859,61,693130,101,12,6,174,5,466763,3,Yes,No,Retired,Graduate,Branch,Jun,Single,No,7,0
03000860,51,603868,159,9,10,534,8,2526164,6,No,Yes,Retired,Graduate,Phone,Jun,Single,Yes,3,1
03000861,37,1196961,125,9,6,413,12,2604311,7,No,Yes,Retired,School,Phone,Jan,Married,Yes,3,1
03000862,27,1042413,36,10,9,169,7,1670980,0,Yes,No,Professional,School,Phone,Nov,Married,Yes,12,0
03000863,40,885425,174,10,0,43,24,1633564,6,No,Yes,Retired,School,Phone,Mar,Other,Yes,0,0
03000864,33,834412,148,8,6,298,2,1501368,1,No,Yes,Professional,School,Email,Jan,Other,Yes,1,1
03000865,31,56934,72,5,3,256,7,1636354,7,No,No,Professional,Postgraduate,Phone,Jun,Single,No,10,1
03000866,43,979596,35,8,2,638,16,1878001,1,No,Yes,Service,School,Email,Sep,Married,Yes,12,1
03000867,58,1198802,118,12,5,430,16,887389,8,No,Yes,Professional,Graduate,Branch,Sep,Other,No,11,1
03000868,66,496544,79,6,4,609,15,1909781,2,Yes,Yes,Business,School,Phone,Mar,Other,No,12,1
03000869,66,959559,147,7,7,280,18,2289277,8,No,No,Retired,Postgraduate,Branch,Sep,Married,No,2,1
03000870,68,669482,29,10,9,96,23,1660650,7,No,Yes,Service,School,Branch,Jun,Other,Yes,1,1
03000871,50,515943,76,4,9,139,9,1224353,3,Yes,Yes,Service,Graduate,Email,Nov,Single,No,8,0
03000872,58,81275,106,8,3,179,7,2358438,0,Yes,No,Retired,Graduate,Phone,Nov,Single,Yes,4,0
03000873,66,922177,73,1,1,521,17,1733005,2,No,Yes,Business,Graduate,Branch,Jun,Single,No,11,1
03000874,57,173762,53,12,5,353,16,1860521,3,No,Yes,Business,School,Email,Jun,Other,Yes,1,0
03000875,55,750324,120,3,1,245,25,1975899,4,Yes,No,Retired,Graduate,Branch,Mar,Married,No,8,1
03000876,66,339310,125,6,9,300,8,2972517,6,No,No,Professional,School,Branch,Mar,Other,No,8,0
03000877,61,780333,161,2,1,467,23,2155901,3,Yes,No,Retired,Postgraduate,Phone,Jun,Single,No,1,0
03000878,37,906487,177,1,7,361,15,600889,5,No,No,Professional,Graduate,Phone,Nov,Other,No,5,1
03000879,65,762270,97,11,8,193,14,1424476,1,Yes,No,Retired,School,Email,Mar,Single,Yes,5,0
03000880,51,656648,154,2,2,510,13,600071,7,No,No,Business,School,Phone,Jun,Single,Yes,5,0
03000881,35,777458,94,3,10,464,13,2493420,7,No,Yes,Business,Graduate,Branch,Nov,Single,No,3,0
03000882,34,442450,137,8,0,105,18,446240,6,Yes,No,Business,Graduate,Email,Mar,Other,Yes,2,0
03000883,65,163653,97,12,5,172,14,1173862,6,No,No,Professional,Graduate,Email,Mar,Other,Yes,6,0
03000884,48,841193,55,4,8,209,13,440359,3,No,No,Professional,Graduate,Branch,Jun,Single,Yes,1,1
03000885,32,36906,111,12,6,474,24,753176,8,No,Yes,Business,School,Phone,Mar,Married,No,12,0
03000886,63,1051196,157,1,7,342,9,1770654,7,No,Yes,Professional,School,Email,Sep,Other,No,11,0
03000887,36,1101772,101,1,9,396,16,1850018,2,No,No,Retired,School,Branch,Mar,Single,No,1,1
03000888,30,574783,117,12,9,496,1,1358278,2,Yes,Yes,Service,Graduate,Email,Jan,Other,Yes,9,1
03000889,58,1061273,37,12,3,622,12,2788296,6,Yes,No,Professional,Graduate,Phone,Nov,Married,Yes,4,1
03000890,45,577820,6,5,3,604,25,2391572,2,Yes,Yes,Business,Postgraduate,Branch,Jun,Other,No,9,0
03000891,33,831372,149,5,2,128,9,1929340,5,Yes,Yes,Business,Graduate,Phone,Jan,Other,No,0,1
03000892,63,11210,84,11,5,608,12,2095194,3,No,No,Professional,Graduate,Email,Sep,Other,No,8,1
03000893,46,742033,95,12,10,361,13,614378,2,No,No,Retired,Postgraduate,Phone,Sep,Other,No,4,1
03000894,26,15337,65,10,0,136,13,1278284,6,Yes,No,Retired,Graduate,Phone,Mar,Married,Yes,12,0
03000895,40,667403,89,4,4,67,4,2540685,2,No,No,Professional,Graduate,Phone,Nov,Married,Yes,4,0
03000896,30,180228,137,2,0,285,0,608902,5,No,Yes,Business,Postgraduate,Branch,Jun,Other,Yes,2,0
03000897,41,1090663,166,11,3,502,12,1640319,1,No,No,Service,Postgraduate,Branch,Jan,Other,No,7,0
03000898,52,595175,156,3,5,488,1,1285088,7,Yes,No,Business,School,Phone,Jan,Married,No,3,1
03000899,25,1012948,78,10,3,215,5,2658998,1,Yes,No,Professional,Graduate,Phone,Mar,Other,Yes,8,1
03000900,49,165374,92,12,5,245,3,2856599,6,Yes,Yes,Business,School,Branch,Sep,Other,No,8,1
03000901,45,838705,165,8,2,573,24,1296909,6,Yes,No,Service,Postgraduate,Branch,Mar,Other,Yes,11,1
03000902,46,260745,68,6,3,346,6,887355,1,Yes,Yes,Professional,School,Email,Jan,Other,Yes,5,0
03000903,26,1036232,38,4,3,118,7,616163,2,Yes,Yes,Service,Graduate,Branch,Sep,Single,No,3,1
03000904,41,875353,4,7,5,68,11,998652,1,Yes,Yes,Retired,Graduate,Email,Sep,Married,Yes,4,1
03000905,46,1047068,115,7,9,329,0,1108469,0,No,No,Service,School,Branch,Jan,Married,No,8,1
03000906,34,871031,36,6,2,452,18,516411,6,No,No,Service,Postgraduate,Email,Nov,Single,Yes,0,0
03000907,53,1077450,174,11,8,460,10,1324547,2,No,No,Retired,School,Phone,Jan,Other,No,10,1
03000908,36,729425,125,8,4,254,8,1875680,4,Yes,No,Retired,Postgraduate,Branch,Sep,Single,No,0,0
03000909,47,736680,16,3,5,544,18,1832248,3,No,No,Professional,Graduate,Email,Mar,Married,Yes,11,1
03000910,28,531292,85,3,1,382,23,2996359,0,Yes,No,Professional,School,Branch,Nov,Married,Yes,12,0
03000911,33,740799,158,4,4,27,17,2431928,2,Yes,Yes,Professional,School,Email,Nov,Single,No,6,0
03000912,44,92183,46,4,10,566,7,1789424,8,Yes,No,Retired,School,Phone,Nov,Single,Yes,11,1
03000913,67,154749,168,2,3,414,24,2184006,1,Yes,No,Retired,Postgraduate,Email,Nov,Other,Yes,1,1
03000914,45,800904,16,9,0,305,9,2996956,4,Yes,Yes,Professional,Graduate,Phone,Nov,Married,Yes,7,0
03000915,32,517331,80,10,4,568,21,2864725,1,Yes,Yes,Service,School,Branch,Nov,Single,Yes,3,1
03000916,55,249244,55,9,5,363,3,1226717,0,No,No,Service,Postgraduate,Phone,Nov,Married,No,2,0
03000917,21,1090727,62,1,7,606,13,1051027,0,Yes,No,Business,School,Email,Sep,Single,Yes,2,1
03000918,33,100587,109,5,6,46,20,2245324,2,No,No,Business,Graduate,Branch,Jan,Other,No,0,0
03000919,28,484992,159,5,8,557,0,343504,5,No,No,Professional,Graduate,Email,Jan,Married,No,7,0
03000920,24,455517,60,9,10,145,23,922180,5,Yes,Yes,Retired,School,Phone,Sep,Single,No,0,0
03000921,68,902354,44,5,1,333,19,2011505,1,Yes,No,Retired,School,Email,Sep,Married,Yes,9,1
03000922,33,927984,130,8,10,552,22,2740554,4,No,No,Service,Graduate,Branch,Mar,Married,Yes,1,1
03000923,64,124182,151,3,8,425,14,369918,5,Yes,Yes,Service,Postgraduate,Phone,Jun,Single,Yes,12,1
03000924,63,1029884,84,12,7,525,9,1104504,5,No,Yes,Business,Graduate,Branch,Sep,Single,Yes,2,1
03000925,25,955828,65,6,5,622,11,286329,5,Yes,Yes,Business,School,Phone,Sep,Other,Yes,9,1
03000926,55,941656,119,12,4,611,20,2426013,5,No,No,Retired,Postgraduate,Email,Jan,Single,No,4,0
03000927,52,978544,112,3,7,540,19,1033636,2,No,Yes,Professional,Postgraduate,Phone,Sep,Married,Yes,5,1
03000928,51,548204,170,11,8,108,22,309689,8,No,Yes,Business,Postgraduate,Branch,Jan,Single,Yes,11,0
03000929,31,763343,116,6,5,148,12,783129,2,No,No,Business,School,Email,Nov,Married,No,1,0
03000930,61,7944,143,11,7,81,4,1921694,4,No,Yes,Professional,Postgraduate,Email,Nov,Married,Yes,2,0
03000931,48,442006,94,6,3,572,17,2546624,8,No,Yes,Service,Postgraduate,Phone,Jun,Married,Yes,0,1
03000932,40,265972,81,10,8,335,22,1928482,1,Yes,Yes,Retired,Postgraduate,Email,Jan,Single,Yes,5,1
03000933,53,508776,102,3,9,176,5,1217632,2,No,No,Retired,School,Phone,Jan,Single,No,11,1
03000934,60,858335,142,1,5,166,7,2070057,6,No,No,Retired,School,Email,Jan,Single,No,7,1
03000935,57,690404,39,2,2,481,2,2071938,3,Yes,No,Professional,Graduate,Phone,Sep,Other,No,11,0
03000936,28,992389,40,4,0,216,19,1903266,8,Yes,No,Service,Postgraduate,Branch,Sep,Married,No,9,1
03000937,63,943966,109,6,4,66,18,714048,8,No,No,Business,School,Email,Sep,Other,No,9,1
03000938,61,27186,156,12,5,267,0,851870,1,No,Yes,Service,Postgraduate,Email,Sep,Married,Yes,1,1
03000939,23,1110555,170,4,3,136,8,1596177,3,Yes,No,Professional,School,Branch,Jan,Single,Yes,10,0
03000940,54,1116036,8,3,0,648,25,2866738,7,Yes,No,Service,Graduate,Phone,Sep,Married,No,1,1
03000941,65,394424,107,10,7,409,6,460382,6,Yes,No,Professional,Graduate,Phone,Nov,Single,No,8,0
03000942,63,650998,67,5,4,581,1,1562553,8,No,Yes,Business,Graduate,Phone,Sep,Married,Yes,6,1
03000943,54,65540,98,11,1,612,9,1619882,7,Yes,No,Service,Graduate,Branch,Sep,Single,Yes,7,0
03000944,68,644492,54,6,6,214,18,1302705,3,Yes,No,Retired,Postgraduate,Branch,Nov,Married,No,10,0
03000945,22,45054,177,8,10,153,3,2037071,3,No,No,Business,School,Branch,Mar,Married,No,3,0
03000946,59,464396,150,5,0,49,3,1391393,7,Yes,Yes,Professional,Postgraduate,Branch,Mar,Single,No,10,0
03000947,34,748989,63,5,0,468,24,2676434,8,Yes,Yes,Business,Graduate,Phone,Nov,Other,No,0,0
03000948,55,20010,120,2,0,502,1,800067,8,No,Yes,Retired,School,Email,Jun,Other,No,10,0
03000949,37,916657,28,1,1,300,2,845102,0,Yes,Yes,Business,Graduate,Branch,Sep,Other,Yes,11,0
03000950,69,756624,58,6,2,478,23,1425984,0,Yes,No,Service,Postgraduate,Email,Nov,Single,Yes,6,1
03000951,47,530399,135,8,6,48,0,2728011,6,Yes,No,Retired,Postgraduate,Email,Mar,Single,Yes,5,0
03000952,21,794476,68,5,7,512,19,1055362,7,No,Yes,Business,Graduate,Email,Nov,Single,Yes,8,1
03000953,54,70034,104,10,5,328,16,1746858,0,No,No,Professional,Postgraduate,Phone,Jun,Married,No,1,0
03000954,51,892982,23,11,0,383,6,687197,8,No,Yes,Retired,Graduate,Phone,Jan,Other,No,1,0
03000955,29,754656,38,10,7,392,0,2177093,4,No,No,Professional,Postgraduate,Phone,Nov,Other,Yes,7,1
03000956,44,552982,144,7,3,529,14,670929,6,Yes,No,Professional,Graduate,Phone,Jan,Married,No,2,1
03000957,59,953073,109,11,9,310,5,2889138,8,Yes,Yes,Business,Postgraduate,Phone,Jun,Married,Yes,12,1
03000958,28,273672,179,2,2,384,0,592763,7,Yes,Yes,Retired,Postgraduate,Phone,Sep,Married,Yes,9,0
03000959,57,512291,134,11,10,606,17,1780118,7,Yes,Yes,Service,School,Branch,Jan,Married,No,10,1
03000960,41,1035078,24,1,6,338,17,1282531,7,Yes,No,Retired,School,Email,Sep,Single,Yes,7,1
03000961,42,213065,74,11,3,352,10,574760,4,Yes,No,Professional,Postgraduate,Branch,Jun,Married,No,1,1
03000962,33,16297,91,10,5,171,1,1583065,3,No,Yes,Service,School,Email,Mar,Single,No,8,1
03000963,28,44787,150,1,8,444,5,1619593,6,No,No,Professional,Postgraduate,Branch,Mar,Single,Yes,4,1
03000964,44,869056,21,2,3,526,10,2094436,5,Yes,No,Service,Graduate,Email,Nov,Married,No,6,0
03000965,49,615003,171,4,2,317,3,1942777,5,Yes,Yes,Business,Postgraduate,Email,Sep,Married,No,1,0
03000966,50,682816,122,12,5,601,7,316797,4,Yes,No,Service,Postgraduate,Email,Jun,Other,Yes,7,1
03000967,23,510471,9,11,7,153,6,1588401,6,No,No,Business,Postgraduate,Phone,Jan,Other,No,8,1
03000968,31,976905,47,11,8,251,10,279892,3,Yes,No,Service,Postgraduate,Phone,Jan,Married,No,1,1
03000969,39,1129242,31,1,3,220,2,2966571,0,Yes,No,Professional,Postgraduate,Branch,Mar,Other,Yes,1,1
03000970,69,1027737,104,1,5,533,19,1372542,4,Yes,Yes,Service,Postgraduate,Phone,Mar,Other,No,1,1
03000971,62,1038332,102,6,1,632,2,661559,7,Yes,No,Service,Graduate,Phone,Jun,Other,Yes,2,1
03000972,53,1175512,75,3,1,467,3,2912705,2,No,Yes,Service,School,Branch,Mar,Other,No,2,0
03000973,49,422563,72,11,3,505,6,2376893,7,Yes,Yes,Service,Postgraduate,Phone,Jan,Married,No,2,0
03000974,62,1157942,47,2,4,151,1,2826980,2,No,Yes,Business,Graduate,Email,Jan,Other,No,8,1
03000975,65,371553,60,4,8,258,1,2719260,0,No,No,Retired,Postgraduate,Email,Mar,Other,Yes,9,0
