dispute_id,customer_age,disputed_amount_inr,days_to_report,merchant_refund_attempts,transaction_age_days,device_seen_before,otp_verified,merchant_risk_score,prior_disputes_12m,transaction_type,merchant_category,card_network,authentication_method,evidence_submitted,merchant_response,customer_tenure_months,transaction_country,account_segment,dispute_upheld
07000677,61,127154,77,4,50,Yes,Yes,60,2,Card purchase,Travel,Mastercard,Biometric,No,Pending,76,International,Standard,0
07000678,38,31514,94,1,55,Yes,Yes,95,1,Transfer,Fuel,Mastercard,None,No,Pending,50,India,Premium,0
07000679,57,172139,137,5,30,Yes,Yes,23,0,Transfer,Electronics,Mastercard,OTP,No,Agreed,74,International,Premium,0
07000680,57,9333,78,5,31,No,Yes,53,3,ATM,Fuel,RuPay,PIN,Yes,Rejected,11,International,Premium,1
07000681,50,73110,179,4,40,No,No,70,1,ATM,Fuel,Mastercard,OTP,No,Agreed,62,International,Premium,0
07000682,37,34602,143,5,62,Yes,Yes,84,0,Card purchase,Travel,RuPay,None,No,Rejected,55,International,Premium,0
07000683,42,164099,87,2,66,No,No,43,2,Transfer,Grocery,Visa,None,Yes,Rejected,7,International,Premium,1
07000684,30,89815,70,3,38,Yes,No,7,4,ATM,Dining,Visa,None,Yes,Pending,59,International,Standard,1
07000685,45,121446,101,1,25,Yes,No,24,3,ATM,Electronics,Mastercard,PIN,Yes,Pending,45,India,Premium,0
07000686,69,128747,45,0,56,Yes,No,94,5,Transfer,Grocery,Visa,None,Yes,Agreed,25,International,Premium,1
07000687,60,119957,93,3,30,Yes,No,87,3,ATM,Dining,RuPay,Biometric,Yes,Agreed,22,International,Standard,0
07000688,22,90209,162,1,39,No,No,57,5,Card purchase,Electronics,RuPay,None,Yes,Pending,50,International,Standard,1
07000689,33,151077,108,1,68,No,Yes,86,1,Card purchase,Grocery,Visa,OTP,No,Rejected,76,International,Premium,1
07000690,58,74745,112,5,60,Yes,No,61,4,ATM,Fuel,RuPay,OTP,Yes,Pending,56,International,Premium,1
07000691,53,153209,106,0,42,No,Yes,58,2,Transfer,Fuel,Mastercard,PIN,Yes,Rejected,34,International,Standard,1
07000692,42,125964,122,4,50,Yes,No,51,2,Card purchase,Fuel,Visa,OTP,No,Pending,39,International,Standard,0
07000693,30,66818,53,3,44,Yes,Yes,12,1,ATM,Grocery,Mastercard,None,No,Pending,53,International,Premium,0
07000694,44,21521,144,3,27,Yes,No,45,4,ATM,Electronics,Mastercard,Biometric,No,Pending,80,International,Premium,0
07000695,49,16973,149,5,62,Yes,No,91,1,ATM,Grocery,Mastercard,Biometric,Yes,Agreed,34,International,Standard,1
07000696,52,34423,44,3,64,No,No,60,0,Card purchase,Fuel,Mastercard,PIN,No,Agreed,71,India,Premium,0
07000697,50,102669,68,4,21,Yes,No,74,2,Transfer,Grocery,RuPay,Biometric,Yes,Agreed,32,India,Premium,1
07000698,32,157924,74,1,39,No,Yes,13,1,Card purchase,Grocery,Mastercard,PIN,Yes,Agreed,44,India,Premium,0
07000699,39,125668,166,0,57,No,Yes,49,3,Card purchase,Grocery,Visa,None,Yes,Rejected,6,International,Premium,0
07000700,34,148300,44,4,63,No,No,90,4,ATM,Electronics,Visa,Biometric,No,Agreed,70,India,Premium,1
07000701,42,119740,144,0,60,No,No,91,4,Transfer,Fuel,Visa,OTP,Yes,Agreed,42,International,Premium,1
07000702,62,113230,32,2,46,Yes,Yes,68,1,ATM,Fuel,RuPay,Biometric,No,Pending,35,India,Premium,0
07000703,65,45937,22,3,53,Yes,Yes,20,1,Card purchase,Travel,Visa,None,Yes,Rejected,22,India,Premium,1
07000704,58,80070,30,2,32,Yes,Yes,66,5,Transfer,Grocery,Mastercard,None,No,Rejected,52,International,Standard,1
07000705,37,51197,160,5,23,No,Yes,81,4,Card purchase,Fuel,RuPay,PIN,No,Pending,57,India,Premium,1
07000706,58,177144,31,3,58,Yes,No,92,3,Transfer,Dining,Mastercard,OTP,No,Pending,71,International,Standard,0
07000707,34,40796,16,1,69,No,Yes,33,5,ATM,Fuel,Visa,PIN,Yes,Pending,54,International,Standard,1
07000708,21,108394,146,4,59,No,No,70,4,ATM,Grocery,Mastercard,None,No,Agreed,21,India,Premium,0
07000709,51,16170,130,5,54,Yes,Yes,36,4,Transfer,Fuel,Visa,None,Yes,Agreed,16,India,Premium,1
07000710,42,76930,169,0,29,No,No,57,3,Transfer,Fuel,Visa,OTP,No,Agreed,15,India,Standard,1
07000711,25,24949,95,4,47,No,No,48,1,Transfer,Dining,RuPay,PIN,Yes,Pending,31,International,Standard,1
07000712,48,105082,20,2,50,Yes,No,72,5,ATM,Electronics,Mastercard,PIN,Yes,Agreed,13,International,Premium,1
07000713,33,8553,133,1,27,Yes,No,26,1,Transfer,Travel,RuPay,Biometric,No,Agreed,52,International,Premium,0
07000714,34,65095,82,2,53,No,Yes,47,2,ATM,Grocery,RuPay,Biometric,Yes,Agreed,8,International,Standard,1
07000715,23,105065,127,4,58,No,No,28,1,Transfer,Electronics,Visa,OTP,Yes,Pending,39,International,Premium,0
07000716,65,131367,174,1,30,No,No,52,5,Card purchase,Fuel,Visa,PIN,No,Agreed,19,International,Standard,1
07000717,39,727,112,3,23,Yes,No,92,4,ATM,Dining,RuPay,PIN,Yes,Rejected,53,International,Standard,1
07000718,65,53614,145,0,46,No,No,23,1,Transfer,Electronics,Mastercard,Biometric,Yes,Rejected,9,India,Standard,1
07000719,67,112434,132,3,69,No,No,34,3,Card purchase,Dining,Visa,None,Yes,Agreed,33,India,Standard,0
07000720,51,147125,23,3,45,Yes,No,37,2,ATM,Electronics,RuPay,None,Yes,Pending,45,India,Premium,1
07000721,22,46005,131,2,41,Yes,Yes,95,3,ATM,Travel,Visa,Biometric,No,Rejected,40,India,Premium,0
07000722,51,113523,89,0,48,Yes,Yes,87,3,ATM,Travel,RuPay,None,No,Pending,13,India,Standard,0
07000723,22,163230,126,3,29,Yes,No,92,4,Transfer,Fuel,Mastercard,Biometric,No,Rejected,58,International,Standard,1
07000724,45,164645,123,0,69,Yes,Yes,55,3,ATM,Travel,RuPay,PIN,No,Pending,53,International,Standard,0
07000725,65,84682,178,1,29,Yes,Yes,54,4,Transfer,Electronics,Mastercard,None,No,Rejected,51,International,Premium,1
07000726,57,159040,19,2,61,Yes,Yes,10,2,ATM,Fuel,Visa,OTP,Yes,Pending,54,India,Standard,1
07000727,68,135948,70,5,37,Yes,No,62,5,Card purchase,Fuel,Mastercard,None,No,Agreed,15,India,Standard,1
07000728,22,100281,29,3,42,Yes,Yes,91,0,ATM,Electronics,RuPay,PIN,Yes,Rejected,44,India,Premium,1
07000729,50,27357,71,3,43,No,No,44,4,Transfer,Fuel,Visa,None,Yes,Agreed,12,India,Standard,0
07000730,36,126651,84,4,42,Yes,Yes,20,4,Transfer,Dining,RuPay,OTP,No,Pending,24,International,Standard,0
07000731,40,176496,135,3,54,Yes,No,10,1,ATM,Grocery,Mastercard,PIN,Yes,Pending,42,International,Premium,0
07000732,37,71527,26,0,52,No,No,50,4,Transfer,Travel,RuPay,PIN,No,Pending,5,International,Premium,1
07000733,23,46129,67,5,45,Yes,No,25,1,Transfer,Dining,RuPay,PIN,Yes,Agreed,66,India,Standard,0
07000734,48,117880,27,0,36,Yes,Yes,6,1,Card purchase,Grocery,Mastercard,Biometric,No,Rejected,62,India,Standard,0
07000735,63,65601,24,3,69,No,No,48,5,Transfer,Grocery,Visa,None,Yes,Rejected,58,India,Premium,1
07000736,31,104086,99,0,60,Yes,Yes,33,2,ATM,Travel,Visa,OTP,Yes,Pending,59,India,Standard,0
07000737,66,174853,15,0,60,Yes,Yes,27,2,ATM,Fuel,Visa,PIN,Yes,Agreed,19,International,Premium,0
07000738,69,12141,147,4,68,Yes,No,49,4,Card purchase,Travel,RuPay,PIN,Yes,Rejected,29,India,Premium,1
07000739,41,161504,139,1,64,Yes,Yes,91,5,Transfer,Fuel,RuPay,PIN,No,Rejected,2,India,Premium,0
07000740,35,112300,21,4,59,Yes,No,5,3,Card purchase,Fuel,Visa,Biometric,Yes,Rejected,61,India,Premium,0
07000741,26,103254,179,2,25,No,Yes,83,2,Transfer,Dining,Mastercard,OTP,Yes,Rejected,78,India,Standard,1
07000742,27,27519,72,4,28,Yes,No,73,2,Transfer,Electronics,Visa,OTP,Yes,Rejected,67,International,Premium,1
07000743,58,22438,139,5,65,No,Yes,47,5,ATM,Electronics,Mastercard,PIN,No,Agreed,5,International,Premium,1
07000744,66,67699,14,3,25,No,No,27,1,ATM,Grocery,RuPay,OTP,No,Agreed,17,India,Standard,1
07000745,51,117348,174,2,39,Yes,Yes,8,2,Card purchase,Dining,Visa,OTP,No,Agreed,29,International,Premium,0
07000746,26,96220,43,1,51,No,Yes,61,1,Card purchase,Fuel,RuPay,Biometric,No,Agreed,27,India,Premium,0
07000747,39,76921,129,5,37,No,Yes,60,4,Card purchase,Electronics,RuPay,OTP,No,Agreed,43,International,Premium,1
07000748,32,29670,100,4,55,Yes,Yes,79,0,ATM,Electronics,Mastercard,PIN,Yes,Agreed,53,India,Premium,0
07000749,48,140942,90,1,24,No,No,49,5,ATM,Travel,Mastercard,Biometric,No,Rejected,32,International,Standard,0
07000750,65,21444,133,3,24,No,Yes,13,2,Card purchase,Travel,Visa,None,No,Agreed,84,International,Premium,1
07000751,54,101742,32,5,57,Yes,No,22,1,ATM,Electronics,Mastercard,Biometric,Yes,Pending,43,India,Standard,1
07000752,36,163268,121,3,66,Yes,Yes,48,3,ATM,Grocery,Visa,OTP,No,Agreed,52,International,Standard,1
07000753,24,10976,106,4,52,No,No,51,0,Card purchase,Dining,RuPay,None,Yes,Agreed,7,India,Premium,1
07000754,22,150184,72,2,48,No,No,44,5,ATM,Grocery,Mastercard,PIN,Yes,Agreed,33,India,Standard,0
07000755,50,36831,151,5,61,Yes,No,25,3,ATM,Travel,Visa,PIN,Yes,Agreed,66,India,Premium,0
07000756,62,17855,92,2,60,Yes,No,36,4,ATM,Travel,RuPay,None,Yes,Rejected,76,India,Standard,0
07000757,52,10301,139,0,68,Yes,No,6,2,ATM,Dining,Visa,None,Yes,Rejected,18,International,Premium,0
07000758,22,153491,83,1,47,Yes,Yes,39,2,ATM,Travel,Visa,None,No,Agreed,14,India,Premium,0
07000759,35,14233,177,1,51,No,Yes,64,1,Card purchase,Electronics,Visa,None,Yes,Agreed,81,India,Standard,1
07000760,31,103610,150,2,45,No,Yes,87,4,ATM,Electronics,Mastercard,OTP,No,Agreed,24,India,Premium,1
07000761,54,22165,85,2,22,No,No,82,2,ATM,Fuel,Mastercard,None,No,Rejected,24,International,Premium,1
07000762,33,152543,163,4,23,Yes,Yes,65,1,Card purchase,Fuel,Mastercard,None,Yes,Agreed,15,International,Standard,1
07000763,42,40625,122,1,42,No,Yes,92,2,ATM,Grocery,Visa,Biometric,Yes,Rejected,46,International,Standard,1
07000764,60,46869,79,0,36,No,Yes,31,1,Card purchase,Dining,Mastercard,PIN,Yes,Pending,12,International,Standard,1
07000765,26,82975,4,5,37,Yes,No,77,3,Transfer,Dining,Visa,OTP,No,Rejected,44,India,Standard,1
07000766,39,106567,7,1,27,No,No,15,5,Transfer,Travel,Mastercard,None,No,Pending,7,India,Premium,0
07000767,35,49150,156,2,51,No,No,25,2,ATM,Travel,Mastercard,Biometric,No,Rejected,50,India,Standard,0
07000768,65,15733,93,1,69,No,Yes,32,3,ATM,Grocery,RuPay,PIN,Yes,Rejected,47,International,Premium,0
07000769,54,19716,35,0,47,Yes,Yes,65,4,Card purchase,Grocery,Mastercard,PIN,No,Pending,63,International,Standard,0
07000770,58,59924,98,0,45,Yes,Yes,65,4,ATM,Fuel,Mastercard,OTP,No,Pending,81,India,Premium,1
07000771,67,65650,152,4,61,No,No,67,0,ATM,Fuel,Mastercard,OTP,No,Pending,23,India,Premium,0
07000772,35,177688,157,0,39,No,Yes,23,5,Card purchase,Travel,Mastercard,PIN,No,Pending,69,International,Premium,0
07000773,33,147181,168,3,63,Yes,No,62,1,ATM,Travel,Visa,None,Yes,Pending,20,International,Standard,0
07000774,32,13681,136,2,27,No,Yes,64,1,ATM,Electronics,Mastercard,PIN,Yes,Pending,12,International,Standard,1
07000775,35,31027,163,2,53,No,Yes,9,2,Card purchase,Fuel,RuPay,OTP,No,Agreed,84,International,Standard,0
07000776,25,159409,152,3,51,Yes,Yes,37,1,Card purchase,Dining,Visa,None,No,Rejected,30,India,Premium,0
07000777,21,67687,158,3,51,No,Yes,70,2,Card purchase,Electronics,RuPay,PIN,Yes,Agreed,61,International,Standard,1
07000778,29,146785,176,3,49,Yes,Yes,59,1,ATM,Dining,RuPay,PIN,Yes,Agreed,53,India,Premium,1
07000779,54,87811,164,3,21,No,Yes,64,3,Card purchase,Dining,RuPay,PIN,Yes,Pending,79,India,Standard,1
07000780,60,153762,139,2,66,No,No,70,0,ATM,Dining,Mastercard,OTP,No,Pending,50,International,Premium,0
07000781,63,16644,98,2,55,Yes,No,49,4,Card purchase,Dining,RuPay,OTP,Yes,Rejected,43,International,Premium,0
07000782,32,18586,68,5,53,Yes,No,52,1,Card purchase,Grocery,RuPay,None,Yes,Agreed,1,India,Standard,0
07000783,23,66060,97,0,36,No,No,51,5,Transfer,Electronics,RuPay,OTP,Yes,Agreed,79,India,Standard,1
07000784,39,94626,180,5,52,Yes,No,54,2,Card purchase,Electronics,RuPay,None,Yes,Pending,77,International,Premium,0
07000785,59,25098,28,0,58,No,No,71,0,Card purchase,Dining,RuPay,None,Yes,Agreed,74,India,Premium,1
07000786,23,40513,9,2,34,Yes,No,31,0,ATM,Fuel,Visa,None,Yes,Agreed,48,International,Standard,0
07000787,59,138613,60,2,45,Yes,No,50,1,Card purchase,Grocery,RuPay,PIN,Yes,Rejected,60,India,Premium,1
07000788,36,94709,54,2,36,No,No,75,2,Card purchase,Travel,Visa,PIN,No,Agreed,49,India,Premium,1
07000789,37,103746,16,3,24,No,Yes,71,2,Card purchase,Dining,RuPay,PIN,Yes,Pending,1,International,Standard,0
07000790,27,5798,101,2,58,No,No,8,3,ATM,Fuel,RuPay,OTP,No,Pending,70,India,Standard,0
07000791,59,16709,69,5,66,Yes,Yes,82,3,Card purchase,Electronics,Mastercard,Biometric,No,Rejected,23,India,Standard,1
07000792,56,145051,165,0,22,Yes,Yes,64,3,ATM,Travel,RuPay,PIN,No,Pending,7,International,Premium,1
07000793,31,174891,88,2,57,No,No,91,4,ATM,Grocery,Visa,OTP,Yes,Agreed,15,International,Premium,1
07000794,48,115899,61,3,54,Yes,No,63,0,Card purchase,Grocery,RuPay,Biometric,Yes,Pending,70,India,Standard,1
07000795,60,49085,151,0,21,No,No,36,4,Transfer,Fuel,Visa,Biometric,Yes,Pending,22,India,Premium,0
07000796,44,40115,140,1,35,No,No,67,3,Transfer,Electronics,Mastercard,OTP,No,Rejected,9,International,Standard,0
07000797,51,166765,48,3,62,Yes,No,44,0,Transfer,Fuel,Mastercard,PIN,No,Agreed,67,International,Standard,1
07000798,58,159687,54,3,60,No,No,58,0,Transfer,Electronics,RuPay,Biometric,Yes,Agreed,33,International,Standard,1
07000799,38,109458,14,0,35,No,No,13,0,ATM,Fuel,Visa,Biometric,Yes,Pending,51,India,Standard,1
07000800,27,133203,88,4,63,No,Yes,35,1,Transfer,Electronics,Mastercard,Biometric,No,Rejected,12,India,Standard,0
07000801,65,115062,57,5,36,No,Yes,77,2,Card purchase,Electronics,Mastercard,OTP,Yes,Pending,59,India,Standard,1
07000802,46,48286,7,5,63,Yes,No,17,2,Card purchase,Electronics,Visa,PIN,No,Pending,73,International,Premium,0
07000803,57,129629,125,3,67,Yes,No,44,4,Card purchase,Grocery,Visa,OTP,Yes,Pending,49,International,Premium,1
07000804,54,68740,43,2,28,No,No,14,4,Card purchase,Electronics,Visa,Biometric,No,Agreed,70,India,Premium,0
07000805,39,66020,36,1,55,Yes,No,18,2,ATM,Travel,Visa,OTP,Yes,Rejected,56,India,Standard,0
07000806,69,54580,117,4,47,Yes,No,84,2,Transfer,Electronics,Mastercard,Biometric,Yes,Agreed,81,International,Premium,1
07000807,35,79073,86,1,23,No,No,6,1,Card purchase,Grocery,Visa,None,Yes,Rejected,83,India,Standard,0
07000808,38,85977,143,4,52,No,Yes,67,3,Transfer,Dining,Mastercard,PIN,Yes,Pending,21,India,Standard,0
07000809,22,129198,59,5,60,No,No,50,5,Transfer,Electronics,RuPay,OTP,No,Pending,45,International,Standard,0
07000810,36,122901,70,0,49,No,Yes,87,0,Transfer,Dining,RuPay,Biometric,Yes,Agreed,12,International,Standard,1
07000811,25,19078,164,3,67,No,Yes,8,2,ATM,Fuel,Mastercard,PIN,No,Agreed,25,International,Premium,0
07000812,50,76986,78,1,46,No,No,32,0,Transfer,Fuel,Mastercard,Biometric,No,Agreed,74,India,Standard,0
07000813,52,144651,48,4,43,Yes,No,89,1,ATM,Electronics,Visa,None,No,Pending,22,India,Premium,1
07000814,36,14512,122,5,58,No,Yes,11,2,Transfer,Travel,Mastercard,OTP,Yes,Rejected,11,India,Standard,1
07000815,39,146373,57,3,65,Yes,Yes,79,5,ATM,Electronics,RuPay,OTP,Yes,Rejected,77,India,Premium,1
07000816,25,160149,0,4,43,Yes,No,16,2,ATM,Fuel,Visa,Biometric,No,Agreed,27,India,Standard,1
07000817,38,91035,135,3,38,No,No,9,4,Card purchase,Fuel,Visa,None,Yes,Rejected,60,International,Standard,0
07000818,26,129231,5,0,56,No,Yes,29,2,ATM,Electronics,Mastercard,None,Yes,Rejected,29,International,Premium,1
07000819,55,156053,102,0,59,Yes,No,56,0,ATM,Grocery,Visa,Biometric,No,Agreed,13,International,Premium,0
07000820,33,132584,115,0,47,No,No,90,3,Transfer,Grocery,RuPay,Biometric,No,Pending,48,International,Standard,1
07000821,26,41267,18,1,43,Yes,No,21,4,Card purchase,Grocery,Visa,OTP,No,Rejected,56,International,Premium,0
07000822,25,46883,168,0,36,No,Yes,95,4,Card purchase,Travel,Mastercard,Biometric,No,Pending,54,India,Premium,1
07000823,53,150453,118,1,44,Yes,Yes,87,3,Transfer,Grocery,Mastercard,Biometric,Yes,Agreed,66,India,Premium,1
07000824,26,74535,74,1,65,Yes,Yes,34,3,Card purchase,Travel,RuPay,None,Yes,Pending,76,International,Standard,0
07000825,22,133707,107,4,57,Yes,Yes,84,1,Transfer,Grocery,Visa,Biometric,Yes,Pending,9,India,Premium,0
07000826,67,55872,155,1,43,Yes,No,46,4,ATM,Electronics,RuPay,Biometric,No,Agreed,69,International,Premium,0
07000827,33,28096,13,5,24,Yes,Yes,60,3,Card purchase,Dining,RuPay,None,No,Pending,48,India,Premium,1
07000828,50,47160,47,4,64,Yes,No,44,0,ATM,Travel,Visa,Biometric,No,Pending,67,India,Standard,0
07000829,33,65460,114,4,50,No,No,71,2,Card purchase,Fuel,RuPay,PIN,No,Rejected,62,International,Premium,1
07000830,67,131471,27,4,50,No,No,82,1,Transfer,Fuel,Mastercard,None,Yes,Agreed,71,India,Standard,1
07000831,41,20718,52,2,27,No,Yes,52,4,ATM,Travel,RuPay,None,No,Rejected,59,India,Standard,1
07000832,52,110338,121,5,34,Yes,Yes,12,4,Transfer,Electronics,Mastercard,OTP,No,Agreed,0,International,Standard,0
07000833,36,172575,41,2,54,No,No,73,0,Card purchase,Dining,RuPay,PIN,Yes,Rejected,53,India,Standard,0
07000834,21,137938,34,2,39,No,Yes,85,4,ATM,Fuel,RuPay,Biometric,No,Agreed,43,India,Premium,1
07000835,26,167284,45,2,66,No,No,77,1,ATM,Dining,Visa,PIN,No,Pending,38,India,Premium,0
07000836,27,48071,90,1,22,No,No,30,0,Transfer,Grocery,RuPay,PIN,No,Pending,66,International,Premium,0
07000837,50,13722,63,5,29,Yes,No,57,5,Transfer,Electronics,Mastercard,None,Yes,Pending,52,International,Standard,1
07000838,66,15598,138,0,22,Yes,No,43,3,ATM,Dining,RuPay,None,No,Rejected,48,International,Premium,0
07000839,52,147462,114,5,22,No,Yes,48,1,ATM,Dining,Visa,PIN,No,Rejected,16,International,Premium,1
07000840,22,48568,47,5,63,Yes,No,89,2,ATM,Fuel,Mastercard,None,No,Pending,30,International,Premium,1
07000841,36,71705,122,3,33,Yes,No,20,2,ATM,Grocery,Mastercard,PIN,Yes,Rejected,34,India,Premium,0
07000842,65,104749,152,2,62,No,Yes,35,1,ATM,Electronics,Visa,None,Yes,Pending,11,International,Premium,0
07000843,55,165857,160,5,30,No,Yes,95,0,ATM,Dining,RuPay,Biometric,Yes,Agreed,19,International,Standard,1
07000844,59,120630,140,4,44,Yes,No,38,5,ATM,Grocery,RuPay,Biometric,Yes,Pending,74,India,Standard,0
07000845,38,137135,166,1,35,No,No,32,1,Card purchase,Dining,Visa,OTP,No,Pending,9,International,Standard,0
07000846,29,56708,118,4,36,No,Yes,29,2,Transfer,Electronics,Mastercard,None,Yes,Pending,52,International,Premium,1
07000847,30,169677,36,4,34,Yes,No,71,1,ATM,Travel,Visa,OTP,Yes,Pending,67,International,Premium,0
07000848,61,28064,165,2,57,No,No,6,4,Transfer,Grocery,RuPay,None,Yes,Pending,42,India,Premium,1
07000849,57,88085,161,1,53,Yes,No,72,3,ATM,Grocery,Visa,None,No,Agreed,76,International,Premium,0
07000850,31,33767,149,2,49,Yes,No,46,5,ATM,Travel,RuPay,Biometric,No,Pending,40,India,Standard,0
07000851,62,123032,147,2,67,No,Yes,9,5,Card purchase,Travel,Mastercard,OTP,Yes,Pending,71,International,Premium,1
07000852,65,66189,138,0,28,No,Yes,82,3,Transfer,Electronics,Visa,OTP,Yes,Pending,42,International,Premium,1
07000853,56,138064,110,3,25,Yes,Yes,65,1,Transfer,Electronics,Mastercard,Biometric,No,Pending,44,India,Standard,0
07000854,27,8898,114,2,65,Yes,No,95,2,Transfer,Electronics,Mastercard,OTP,No,Rejected,14,International,Standard,0
07000855,50,49860,50,4,33,No,No,77,4,Transfer,Fuel,Visa,PIN,No,Rejected,39,International,Premium,0
07000856,60,157611,49,3,39,No,Yes,67,5,Transfer,Electronics,Visa,Biometric,Yes,Rejected,82,India,Standard,1
07000857,30,114641,29,3,55,Yes,No,95,0,ATM,Travel,Visa,OTP,No,Pending,37,International,Standard,0
07000858,41,146353,132,1,26,No,No,22,5,Transfer,Electronics,Visa,Biometric,No,Rejected,49,India,Standard,0
07000859,41,94075,116,3,56,Yes,No,33,0,Card purchase,Travel,Visa,None,Yes,Agreed,8,India,Standard,1
07000860,59,2179,117,5,53,No,No,76,4,Transfer,Fuel,Mastercard,None,No,Pending,49,International,Premium,0
07000861,58,113104,39,4,62,Yes,Yes,61,3,ATM,Grocery,Mastercard,OTP,Yes,Agreed,67,International,Standard,1
07000862,60,107344,23,4,28,No,Yes,75,0,Card purchase,Grocery,Mastercard,OTP,No,Pending,5,International,Standard,1
07000863,47,73628,180,3,57,No,No,31,2,Transfer,Grocery,RuPay,None,Yes,Rejected,7,International,Premium,1
07000864,46,18501,161,4,37,Yes,No,74,2,ATM,Grocery,RuPay,Biometric,No,Rejected,67,International,Standard,0
07000865,28,16290,56,3,64,No,Yes,58,4,Transfer,Electronics,Mastercard,Biometric,No,Pending,38,International,Premium,1
07000866,32,134650,28,5,69,No,No,83,2,Transfer,Fuel,RuPay,Biometric,Yes,Rejected,80,International,Standard,1
07000867,59,89433,139,2,65,Yes,No,10,3,ATM,Grocery,Mastercard,None,Yes,Pending,11,International,Standard,0
07000868,36,36789,38,2,50,Yes,Yes,81,3,Card purchase,Fuel,Mastercard,Biometric,No,Rejected,17,International,Premium,1
07000869,36,113536,128,3,41,No,Yes,65,0,ATM,Electronics,RuPay,Biometric,Yes,Pending,38,International,Premium,1
07000870,69,82068,33,5,42,No,No,31,5,Transfer,Grocery,RuPay,Biometric,No,Pending,27,India,Standard,1
07000871,21,40352,68,2,66,Yes,Yes,66,0,Card purchase,Travel,Visa,PIN,Yes,Rejected,62,India,Standard,1
07000872,44,30599,38,1,68,No,No,72,4,Transfer,Fuel,Mastercard,PIN,Yes,Pending,64,India,Standard,1
07000873,57,119767,85,2,49,Yes,No,67,2,ATM,Travel,Mastercard,Biometric,Yes,Agreed,55,India,Standard,1
07000874,34,97128,69,0,33,Yes,Yes,90,5,ATM,Fuel,Visa,OTP,No,Rejected,72,India,Premium,1
07000875,54,148218,121,5,50,Yes,No,51,3,Card purchase,Dining,RuPay,Biometric,No,Agreed,62,India,Standard,0
07000876,33,168389,177,5,37,Yes,Yes,51,1,ATM,Dining,Mastercard,Biometric,No,Rejected,23,International,Premium,0
07000877,39,153603,121,0,61,No,Yes,59,1,Transfer,Fuel,RuPay,PIN,No,Rejected,43,International,Premium,1
07000878,41,43447,145,2,65,Yes,Yes,14,4,ATM,Electronics,RuPay,PIN,No,Rejected,64,International,Standard,0
07000879,68,66196,124,1,32,No,Yes,95,1,Transfer,Fuel,Mastercard,Biometric,No,Rejected,33,India,Premium,1
07000880,43,144545,119,2,34,Yes,Yes,19,4,Card purchase,Grocery,RuPay,OTP,Yes,Agreed,22,India,Standard,1
07000881,52,116952,48,1,57,Yes,No,52,0,ATM,Fuel,Mastercard,OTP,No,Rejected,28,India,Premium,0
07000882,39,124253,133,3,48,Yes,Yes,95,4,Transfer,Grocery,Visa,OTP,No,Pending,22,India,Standard,0
07000883,45,97122,79,3,27,No,Yes,18,3,Card purchase,Dining,RuPay,None,Yes,Rejected,34,International,Standard,0
07000884,54,33731,89,2,66,Yes,Yes,36,0,ATM,Dining,Mastercard,OTP,No,Rejected,78,India,Standard,0
07000885,60,170948,126,1,37,No,No,33,5,Card purchase,Electronics,Mastercard,PIN,No,Agreed,67,India,Standard,0
07000886,41,98481,14,0,68,Yes,No,6,3,Card purchase,Dining,RuPay,PIN,Yes,Agreed,69,India,Standard,0
07000887,66,53809,49,3,44,No,No,87,2,ATM,Electronics,Visa,None,No,Rejected,13,India,Standard,1
07000888,36,32883,112,4,25,No,Yes,31,3,Card purchase,Travel,RuPay,None,No,Agreed,52,India,Premium,0
07000889,50,52566,105,5,32,No,No,83,4,ATM,Dining,Visa,None,No,Agreed,28,International,Standard,0
07000890,54,31527,97,2,25,Yes,No,12,2,Transfer,Dining,Mastercard,PIN,No,Pending,5,India,Standard,0
07000891,23,59173,179,0,37,No,Yes,44,1,Card purchase,Grocery,Visa,Biometric,Yes,Pending,58,International,Premium,1
07000892,33,74619,142,4,63,No,No,80,3,Transfer,Dining,Mastercard,OTP,Yes,Rejected,74,India,Premium,1
07000893,53,13411,2,4,60,Yes,No,30,4,Transfer,Electronics,Visa,Biometric,Yes,Pending,10,India,Premium,1
07000894,53,100282,64,2,67,No,No,37,1,Card purchase,Fuel,Visa,OTP,No,Rejected,39,International,Premium,0
07000895,24,135067,13,3,30,No,No,5,5,ATM,Grocery,Visa,Biometric,Yes,Agreed,1,India,Premium,0
07000896,67,99005,76,0,68,No,No,57,4,Transfer,Fuel,Visa,Biometric,Yes,Rejected,34,India,Standard,1
07000897,63,30176,11,5,64,No,Yes,28,0,ATM,Grocery,Visa,OTP,Yes,Agreed,25,International,Standard,1
07000898,34,72131,167,3,54,Yes,Yes,93,0,ATM,Fuel,Mastercard,Biometric,No,Agreed,10,International,Premium,1
07000899,23,114615,46,5,32,Yes,No,43,0,Card purchase,Dining,Mastercard,PIN,Yes,Rejected,5,India,Premium,1
07000900,31,124252,60,4,47,No,No,82,5,ATM,Fuel,Visa,Biometric,No,Agreed,75,India,Standard,1
07000901,29,109868,62,5,59,Yes,Yes,43,1,Card purchase,Electronics,Visa,None,Yes,Agreed,31,International,Premium,1
07000902,56,17787,93,3,40,Yes,Yes,8,2,ATM,Electronics,RuPay,OTP,Yes,Rejected,2,India,Standard,0
07000903,38,142621,177,2,49,No,No,44,5,Transfer,Grocery,Visa,PIN,Yes,Pending,83,International,Standard,0
