application_id,applicant_age,annual_income_inr,loan_amount_inr,loan_term_months,credit_score,existing_emis_inr,employment_years,missed_payments_12m,credit_utilization_pct,savings_balance_inr,property_owner,employment_type,loan_purpose,residence_type,education_level,dependents,previous_loans,channel,default_next_12m
01000686,44,1932655,281480,67,745,25491,3,4,84,202254,Yes,Self-employed,Home improvement,Family,Graduate,3,6,Online,0
01000687,61,1462138,720740,61,564,68692,20,3,32,462265,No,Self-employed,Home improvement,Owned,Postgraduate,5,6,Agent,0
01000688,35,749323,1669859,74,743,1758,10,7,61,495995,No,Self-employed,Personal,Rented,School,0,5,Online,1
01000689,69,1240929,3140920,34,503,20636,10,6,35,916575,Yes,Self-employed,Home improvement,Owned,Graduate,5,2,Agent,1
01000690,48,700800,3246807,46,817,8394,5,3,70,1192088,Yes,Contract,Education,Owned,Graduate,2,7,Agent,0
01000691,61,1060677,358931,72,665,56380,5,4,66,77301,Yes,Self-employed,Vehicle,Rented,Graduate,2,5,Online,0
01000692,44,602576,2589100,36,780,29312,9,4,30,145479,Yes,Contract,Vehicle,Rented,Postgraduate,3,2,Branch,1
01000693,40,2093254,2866558,75,821,60514,1,7,23,343349,No,Contract,Home improvement,Rented,Graduate,0,10,Online,1
01000694,37,887371,1277136,45,663,2719,3,6,86,401323,Yes,Self-employed,Education,Rented,Postgraduate,3,9,Branch,0
01000695,63,2544558,1136795,55,519,49148,2,1,73,454556,No,Salaried,Personal,Owned,Graduate,3,5,Branch,0
01000696,31,2703719,1558258,25,569,30782,17,2,64,343191,Yes,Salaried,Vehicle,Rented,Graduate,4,5,Agent,1
01000697,42,2655970,2959156,37,564,65799,0,3,41,916788,No,Contract,Home improvement,Owned,School,4,4,Online,0
01000698,33,764919,3445202,54,701,20703,25,4,29,408153,No,Contract,Education,Family,Postgraduate,0,6,Branch,1
01000699,57,454792,1887818,45,824,65237,15,1,30,578817,Yes,Contract,Personal,Owned,Graduate,5,1,Branch,1
01000700,30,2945007,2550515,11,706,51651,11,5,73,210520,Yes,Contract,Home improvement,Rented,Graduate,2,1,Agent,1
01000701,46,1154456,201125,84,506,73669,23,1,45,459483,Yes,Self-employed,Vehicle,Owned,Graduate,5,9,Online,0
01000702,26,277188,2195295,33,485,57374,12,1,84,300904,Yes,Salaried,Home improvement,Owned,School,2,0,Branch,1
01000703,61,1385692,682130,11,837,62456,11,1,61,1087913,Yes,Salaried,Personal,Family,School,2,5,Online,0
01000704,58,688509,2987858,40,635,62272,19,1,90,452978,No,Contract,Vehicle,Family,School,0,10,Branch,1
01000705,26,2126897,1802805,23,625,51534,9,4,14,832074,No,Contract,Education,Owned,Postgraduate,5,10,Online,1
01000706,64,1585874,2274370,24,823,71326,9,4,78,1035020,Yes,Contract,Vehicle,Rented,Graduate,5,6,Online,1
01000707,51,2390383,2208746,5,754,3244,16,6,48,728547,Yes,Self-employed,Home improvement,Owned,School,2,3,Online,1
01000708,28,2993250,3316109,16,818,65910,25,2,8,140647,Yes,Contract,Personal,Owned,School,5,10,Agent,1
01000709,50,1306705,2493445,65,757,40495,19,4,81,1008123,Yes,Contract,Vehicle,Family,School,3,1,Branch,1
01000710,51,2542319,761533,41,750,32714,8,1,74,556610,Yes,Contract,Home improvement,Rented,Graduate,0,0,Branch,0
01000711,32,2892288,2550212,42,713,46266,6,1,43,511715,No,Contract,Education,Rented,Graduate,4,8,Branch,1
01000712,23,1973230,1627391,31,589,46532,18,3,75,666040,Yes,Salaried,Vehicle,Rented,Postgraduate,2,7,Online,1
01000713,39,296155,399516,73,556,25508,9,7,93,236786,No,Self-employed,Education,Owned,Graduate,1,6,Agent,1
01000714,63,1496864,1701015,61,758,15141,19,2,5,768900,Yes,Contract,Vehicle,Rented,Postgraduate,3,0,Branch,0
01000715,23,2340049,2585774,50,630,16027,11,2,9,177761,Yes,Self-employed,Vehicle,Rented,School,0,1,Agent,1
01000716,53,626604,1247218,37,765,20600,9,7,25,689159,No,Contract,Vehicle,Owned,School,5,0,Agent,0
01000717,24,1392425,610917,20,770,24306,9,1,7,187970,Yes,Contract,Education,Rented,Postgraduate,0,1,Agent,0
01000718,46,2222466,2317569,49,603,10095,2,2,4,821205,Yes,Self-employed,Education,Rented,Postgraduate,4,4,Branch,0
01000719,40,2661447,346358,9,671,16097,25,2,89,877164,No,Contract,Vehicle,Family,Graduate,5,4,Online,1
01000720,45,1563441,209689,67,840,36004,20,6,17,1105145,Yes,Self-employed,Home improvement,Rented,Postgraduate,3,5,Agent,1
01000721,52,1675406,778796,27,664,61715,23,1,80,503437,Yes,Self-employed,Education,Family,Graduate,1,10,Branch,1
01000722,38,1406571,2283613,73,600,34597,16,6,15,1186140,Yes,Salaried,Personal,Rented,Postgraduate,4,6,Agent,0
01000723,21,2498081,3484417,41,657,5710,19,7,60,581557,No,Self-employed,Education,Family,Graduate,2,9,Online,1
01000724,56,2266158,1428405,23,840,27992,13,7,12,332937,No,Self-employed,Education,Owned,School,3,6,Online,0
01000725,63,2762149,141488,67,620,72888,3,0,81,228885,Yes,Salaried,Education,Owned,Graduate,4,2,Branch,0
01000726,37,2704176,2442651,20,630,21282,19,1,41,451732,No,Self-employed,Vehicle,Family,School,1,4,Branch,0
01000727,69,2060536,3403303,81,630,36828,23,0,94,461478,No,Contract,Education,Rented,School,1,7,Branch,0
01000728,64,1700191,2614752,45,766,67950,1,0,65,1091846,No,Contract,Home improvement,Owned,School,4,10,Agent,0
01000729,60,1434108,2857746,13,490,71140,19,2,56,769855,No,Self-employed,Personal,Family,Postgraduate,2,8,Branch,0
01000730,55,1782510,3190918,10,739,55766,11,1,90,1178710,Yes,Contract,Personal,Rented,Postgraduate,1,9,Agent,1
01000731,63,861648,3159075,36,491,34656,16,1,5,700221,Yes,Salaried,Home improvement,Owned,School,4,4,Online,0
01000732,23,1084234,2212246,8,571,4204,10,0,73,227371,No,Self-employed,Education,Rented,Graduate,0,3,Online,1
01000733,34,1218000,2942586,19,710,50090,1,3,45,727651,Yes,Contract,Personal,Owned,Graduate,3,10,Branch,0
01000734,57,546571,2969531,21,556,3215,0,2,34,848430,No,Salaried,Vehicle,Family,School,3,2,Agent,1
01000735,37,839334,2155337,6,833,22199,22,3,60,25009,Yes,Self-employed,Vehicle,Rented,School,5,4,Branch,1
01000736,55,1674449,2736490,27,509,17687,25,1,4,587328,Yes,Salaried,Personal,Rented,Postgraduate,1,0,Agent,0
01000737,65,1550796,450186,17,565,28369,9,4,27,763584,Yes,Self-employed,Home improvement,Family,School,0,3,Branch,0
01000738,37,1216483,326786,75,612,29091,4,4,40,956586,No,Contract,Home improvement,Owned,Graduate,3,0,Online,0
01000739,28,1144379,2368441,73,701,70118,24,2,10,250074,No,Self-employed,Personal,Owned,Graduate,4,10,Online,1
01000740,66,2314230,1305327,1,844,47436,11,4,5,302846,Yes,Self-employed,Home improvement,Owned,Graduate,0,10,Branch,1
01000741,56,1981588,2875185,5,639,17117,12,5,68,683851,Yes,Self-employed,Home improvement,Rented,Graduate,2,4,Agent,1
01000742,30,2589232,2924436,0,723,39978,13,0,90,523384,No,Contract,Vehicle,Family,Graduate,3,1,Branch,0
01000743,62,1049571,1053601,75,540,27730,21,7,68,523507,No,Self-employed,Vehicle,Rented,Postgraduate,5,0,Agent,0
01000744,48,1854270,420900,12,534,61637,11,3,80,834602,Yes,Contract,Education,Rented,Graduate,1,2,Online,1
01000745,63,1308309,665575,32,615,55862,22,6,85,343654,No,Self-employed,Personal,Rented,Postgraduate,0,3,Agent,1
01000746,44,1761288,2725749,59,721,10565,19,7,83,662582,No,Salaried,Personal,Owned,Postgraduate,4,0,Online,1
01000747,51,482464,1045018,36,638,39709,24,0,53,556686,No,Salaried,Education,Rented,Graduate,3,10,Agent,0
01000748,62,270113,1642383,9,841,64197,14,3,77,194899,Yes,Contract,Vehicle,Owned,School,1,7,Branch,0
01000749,64,2415061,697013,28,752,58586,11,4,12,1079418,Yes,Self-employed,Education,Owned,Graduate,4,10,Online,0
01000750,25,1370043,1238407,45,525,24019,8,4,26,93263,Yes,Self-employed,Personal,Family,Graduate,1,1,Branch,0
01000751,66,1044287,2495188,18,786,38588,21,1,8,451982,Yes,Contract,Education,Family,Graduate,0,1,Online,1
01000752,40,1015131,524346,9,554,73080,8,7,92,757305,Yes,Self-employed,Personal,Owned,Postgraduate,1,2,Agent,0
01000753,42,1028295,1941066,15,646,35653,8,6,50,188914,Yes,Salaried,Vehicle,Owned,Graduate,4,6,Branch,1
01000754,54,749101,432943,24,628,10478,4,1,8,1076403,No,Salaried,Education,Family,Postgraduate,5,4,Agent,0
01000755,59,1816153,495387,77,771,4026,15,1,43,36609,No,Contract,Personal,Owned,School,1,7,Agent,0
01000756,36,1059661,2034025,29,564,40108,18,2,50,1134340,No,Self-employed,Vehicle,Rented,School,4,6,Online,1
01000757,30,2044275,2764304,38,658,11387,14,5,22,898603,Yes,Contract,Personal,Family,School,4,8,Agent,0
01000758,23,1785281,408645,13,815,68758,0,5,4,407729,No,Salaried,Education,Family,Graduate,1,5,Online,0
01000759,35,1973839,3350022,48,806,28890,0,5,5,672849,Yes,Contract,Education,Rented,Graduate,5,9,Branch,0
01000760,47,1521026,181673,81,803,65013,16,0,34,1191848,No,Salaried,Home improvement,Family,School,5,4,Branch,0
01000761,34,289326,1941477,58,554,62295,8,5,10,116216,No,Contract,Personal,Owned,School,3,2,Agent,0
01000762,55,2093283,402598,6,633,38902,4,3,42,354414,No,Salaried,Personal,Rented,Graduate,3,3,Agent,0
01000763,36,2064147,1388270,8,506,5500,20,0,61,927914,Yes,Contract,Personal,Owned,Graduate,2,8,Online,1
01000764,28,728144,735412,48,511,71665,10,5,12,1028835,Yes,Salaried,Vehicle,Rented,School,2,1,Branch,1
01000765,22,1982947,2607879,51,704,71177,6,2,10,269427,Yes,Self-employed,Personal,Family,School,4,6,Branch,0
01000766,32,1352510,2805586,19,731,41344,21,5,11,879825,No,Self-employed,Education,Rented,Graduate,4,8,Agent,1
01000767,62,1304104,950740,10,765,40660,20,0,10,484949,Yes,Self-employed,Education,Family,Postgraduate,5,7,Agent,1
01000768,45,1429812,2867312,24,576,64334,6,7,64,371904,Yes,Self-employed,Personal,Family,Graduate,3,9,Agent,1
01000769,33,2980336,3051722,78,725,19213,5,2,28,1090527,Yes,Contract,Vehicle,Family,School,2,4,Online,1
01000770,68,1006554,3315140,38,732,59034,23,7,80,725074,No,Self-employed,Personal,Rented,School,3,6,Branch,1
01000771,25,2148894,2386572,49,781,35688,6,3,87,605122,No,Self-employed,Home improvement,Family,Postgraduate,4,0,Agent,1
01000772,28,1892117,2955205,64,710,51953,0,5,89,959106,No,Self-employed,Vehicle,Family,Postgraduate,1,1,Branch,1
01000773,29,642593,1191790,58,834,18342,2,5,32,400322,Yes,Self-employed,Education,Rented,Postgraduate,2,3,Branch,1
01000774,38,2619071,2859252,74,809,48272,8,6,30,607503,No,Contract,Education,Owned,Postgraduate,0,8,Online,1
01000775,38,2941220,2798323,60,548,3760,3,4,84,517777,No,Contract,Vehicle,Family,Graduate,5,8,Online,1
01000776,36,2836534,3180125,61,816,67409,2,4,84,491699,No,Salaried,Education,Rented,Graduate,3,9,Agent,1
01000777,36,2598103,2544181,39,765,34971,0,1,73,790169,Yes,Salaried,Personal,Rented,Postgraduate,0,8,Online,1
01000778,35,2519624,799506,13,808,68829,2,1,31,1056739,Yes,Contract,Education,Family,Graduate,4,8,Agent,0
01000779,40,1499674,3188374,64,534,21769,25,4,27,444381,Yes,Self-employed,Vehicle,Rented,School,2,1,Branch,1
01000780,63,2099959,2088331,36,685,70970,18,1,46,300729,No,Contract,Vehicle,Rented,Graduate,3,2,Agent,0
01000781,63,1174371,1915297,82,744,8405,12,0,32,1177138,No,Self-employed,Personal,Rented,Postgraduate,1,2,Online,0
01000782,61,704309,2142081,48,730,44314,17,1,86,107246,No,Salaried,Vehicle,Owned,Graduate,5,0,Agent,0
01000783,57,1843193,2997346,69,692,24909,18,2,9,346532,Yes,Contract,Home improvement,Family,Postgraduate,1,3,Online,0
01000784,54,926609,1716878,1,838,31472,18,7,23,379378,Yes,Self-employed,Personal,Owned,Graduate,1,2,Branch,1
01000785,62,990977,1543140,69,500,48458,6,1,64,701184,Yes,Salaried,Vehicle,Owned,Graduate,3,5,Agent,0
01000786,50,2460669,1952541,1,551,50989,2,6,48,623919,No,Contract,Home improvement,Rented,Graduate,4,1,Agent,0
01000787,30,2292835,1076857,22,822,63752,8,0,45,580328,No,Salaried,Home improvement,Owned,Postgraduate,3,6,Online,0
01000788,52,458234,1236915,57,760,28683,4,4,16,475065,No,Contract,Personal,Owned,School,5,8,Online,0
01000789,29,1985957,753795,68,528,60237,18,5,53,274979,No,Salaried,Education,Rented,Postgraduate,5,9,Branch,1
01000790,21,2562529,1594959,24,566,28350,9,5,40,843646,Yes,Salaried,Vehicle,Rented,Graduate,5,4,Online,0
01000791,48,1476117,1176210,11,709,20557,9,2,67,90820,No,Salaried,Personal,Owned,Postgraduate,2,4,Agent,1
01000792,40,1146323,793334,66,723,20092,21,1,26,299129,No,Salaried,Education,Family,School,1,8,Online,1
01000793,58,2484146,1630930,7,794,23785,1,0,5,25012,No,Contract,Home improvement,Owned,School,0,0,Agent,0
01000794,47,2084220,1702368,31,692,28446,18,6,66,1020028,No,Self-employed,Home improvement,Owned,Postgraduate,4,5,Agent,0
01000795,52,2665912,117951,23,746,22632,19,0,18,737518,No,Salaried,Vehicle,Rented,Graduate,4,3,Branch,0
01000796,35,2201894,3111080,33,737,39336,6,1,53,181989,Yes,Salaried,Education,Rented,School,5,9,Agent,1
01000797,33,2992828,1541300,52,621,67249,22,1,12,833621,No,Contract,Home improvement,Owned,Graduate,0,1,Agent,0
01000798,53,2745365,170531,52,662,53380,4,1,74,865437,Yes,Self-employed,Vehicle,Rented,Graduate,4,10,Online,0
01000799,35,724946,3165042,52,644,59553,21,0,54,655687,Yes,Contract,Education,Owned,School,1,1,Branch,1
01000800,44,1267747,3085507,58,614,74577,16,4,27,814989,No,Contract,Personal,Family,Graduate,3,0,Branch,1
01000801,46,2167680,2311958,1,561,36564,1,0,85,6001,Yes,Self-employed,Home improvement,Family,Graduate,2,8,Online,0
01000802,64,818972,685837,8,506,47980,17,1,10,601974,No,Contract,Personal,Owned,School,4,0,Branch,0
01000803,63,1069648,1429326,24,618,55530,6,7,62,539258,No,Salaried,Home improvement,Owned,School,5,1,Branch,0
01000804,42,752164,1194686,4,520,39191,7,3,72,710875,Yes,Self-employed,Personal,Family,Postgraduate,0,1,Branch,0
01000805,42,2453216,1512161,5,671,73261,15,0,85,456708,Yes,Contract,Vehicle,Rented,Graduate,5,5,Branch,1
01000806,62,2255276,1207250,10,630,47155,4,2,42,769590,No,Salaried,Home improvement,Owned,School,4,10,Online,0
01000807,21,1024961,2975155,52,638,37918,21,1,46,948578,No,Self-employed,Personal,Rented,School,3,5,Online,1
01000808,35,779666,2901250,18,638,71083,7,7,8,947266,Yes,Self-employed,Education,Rented,Postgraduate,3,3,Agent,1
01000809,42,566816,1742838,2,700,27942,11,4,33,449155,Yes,Self-employed,Vehicle,Family,Postgraduate,3,1,Agent,1
01000810,35,1572707,2491187,13,569,47311,21,4,48,876280,No,Contract,Education,Family,Postgraduate,3,10,Agent,1
01000811,58,2535651,2866221,5,786,66181,21,0,20,869062,Yes,Self-employed,Home improvement,Rented,Graduate,3,8,Online,0
01000812,22,2012804,2913114,56,810,28944,3,7,58,837905,No,Salaried,Home improvement,Rented,Graduate,1,10,Agent,1
01000813,36,2276207,2924638,79,812,4315,12,2,14,87386,Yes,Contract,Home improvement,Rented,Postgraduate,2,8,Online,0
01000814,39,2368024,140023,84,758,7345,2,4,82,796344,Yes,Contract,Personal,Owned,Postgraduate,5,0,Agent,1
01000815,30,2287969,1176843,2,808,71889,14,1,78,180376,Yes,Contract,Personal,Owned,School,2,0,Agent,1
01000816,29,829808,3132905,65,663,46491,14,7,41,1154994,Yes,Self-employed,Home improvement,Owned,School,3,9,Agent,1
01000817,25,998987,1858027,36,747,16155,23,7,67,202306,Yes,Contract,Education,Rented,Graduate,5,5,Online,1
01000818,68,353818,2750864,73,513,35625,3,7,56,867208,No,Self-employed,Home improvement,Owned,Graduate,5,4,Agent,0
01000819,65,953344,1164560,9,818,46800,13,6,60,1024770,Yes,Salaried,Home improvement,Rented,Graduate,2,10,Branch,0
01000820,69,2036932,323350,24,572,47794,18,1,82,855907,No,Self-employed,Education,Rented,Postgraduate,0,3,Online,0
01000821,46,2340588,1668448,17,830,47743,12,0,52,226763,No,Contract,Home improvement,Family,Postgraduate,2,10,Online,0
01000822,59,519682,2849239,14,651,25161,3,0,19,235102,Yes,Self-employed,Vehicle,Family,Graduate,1,5,Online,1
01000823,44,404701,3216262,41,774,53402,6,1,79,480445,No,Salaried,Home improvement,Owned,Postgraduate,5,8,Online,1
01000824,42,670769,1707786,47,790,12905,22,3,27,475730,No,Salaried,Personal,Family,School,0,0,Branch,1
01000825,39,814458,2336972,53,484,33118,20,4,93,784594,No,Self-employed,Personal,Family,School,4,6,Branch,1
01000826,33,1111971,1619326,64,795,52041,16,0,26,686957,Yes,Self-employed,Personal,Owned,Postgraduate,5,1,Agent,1
01000827,29,2545656,1312210,58,670,47077,19,1,5,494427,Yes,Salaried,Education,Owned,Postgraduate,2,9,Online,1
01000828,55,1509853,1209576,3,842,31722,16,2,91,138477,No,Contract,Vehicle,Family,Graduate,0,4,Agent,1
01000829,53,2909765,874535,71,760,27530,4,3,89,303207,Yes,Salaried,Vehicle,Owned,Graduate,0,4,Online,0
01000830,66,1248246,2076750,11,822,65477,3,4,12,1127838,Yes,Salaried,Vehicle,Rented,School,0,7,Branch,0
01000831,60,2135907,3163873,72,793,14028,4,0,5,171378,Yes,Self-employed,Personal,Owned,School,5,5,Online,0
01000832,44,1831385,849380,37,811,46356,15,3,45,424056,Yes,Self-employed,Education,Owned,School,1,4,Branch,1
01000833,66,2752440,3352452,7,681,35028,8,4,37,525406,No,Salaried,Vehicle,Rented,School,2,6,Agent,0
01000834,50,382268,3078197,30,755,73026,6,1,46,974900,Yes,Contract,Vehicle,Rented,Graduate,1,5,Agent,1
01000835,52,418198,1497354,74,828,26502,23,7,74,736803,Yes,Self-employed,Home improvement,Family,Graduate,1,2,Branch,1
01000836,50,1299581,2435364,6,760,62692,22,1,28,316613,No,Salaried,Personal,Rented,School,4,5,Agent,0
01000837,46,2532315,3474258,44,482,12968,3,1,13,247250,No,Contract,Vehicle,Rented,Graduate,1,9,Online,0
01000838,24,2382178,1622577,18,651,67100,18,7,87,1042871,Yes,Salaried,Education,Rented,Postgraduate,0,5,Online,1
01000839,23,2816122,2584455,69,521,15080,16,4,47,382840,Yes,Salaried,Education,Family,Graduate,1,0,Branch,0
01000840,52,2082521,1610662,57,548,17059,8,4,5,777279,Yes,Salaried,Home improvement,Owned,Graduate,0,0,Branch,0
01000841,35,1763656,2982331,24,772,1818,4,0,30,901022,Yes,Salaried,Home improvement,Family,Postgraduate,1,8,Agent,0
01000842,35,2784495,368387,70,629,20378,5,6,48,304680,Yes,Contract,Education,Rented,School,3,7,Branch,0
01000843,62,1492566,337170,74,788,7590,11,3,90,372881,Yes,Salaried,Home improvement,Family,School,3,8,Online,1
01000844,47,1545110,1779783,28,646,68555,24,6,77,255753,No,Contract,Vehicle,Family,Graduate,4,3,Branch,0
01000845,43,2135559,1666676,8,761,16766,12,6,81,54276,No,Contract,Personal,Owned,Graduate,0,4,Agent,1
01000846,43,782121,834111,5,705,17064,13,0,28,1162402,No,Contract,Education,Owned,Postgraduate,3,0,Branch,0
01000847,21,1835587,3121527,17,645,9118,20,1,50,65281,No,Self-employed,Home improvement,Rented,Postgraduate,2,2,Agent,1
01000848,33,2551485,3204970,77,675,15843,8,7,17,368521,No,Contract,Personal,Family,School,3,3,Branch,1
01000849,40,2890313,3045055,51,495,10611,3,2,51,432645,No,Contract,Education,Family,Graduate,1,5,Online,0
01000850,21,729904,1905387,57,541,27908,24,1,12,1049129,No,Self-employed,Personal,Family,Graduate,0,6,Online,1
01000851,60,941297,1327598,12,537,52307,24,7,50,809247,Yes,Salaried,Education,Family,Graduate,2,10,Branch,0
01000852,32,2502719,3290147,66,680,6746,14,0,69,338900,Yes,Self-employed,Personal,Rented,School,1,10,Branch,1
01000853,38,2576758,2009978,22,497,61348,25,0,57,429206,Yes,Contract,Vehicle,Owned,Graduate,2,1,Branch,1
01000854,48,1648566,2709457,60,616,1977,17,7,42,819000,Yes,Salaried,Education,Owned,School,5,7,Branch,1
01000855,39,2481806,2025664,51,556,49081,16,6,84,364071,No,Self-employed,Vehicle,Rented,School,5,7,Branch,0
01000856,56,2044948,1038103,56,674,27491,11,7,27,864979,Yes,Salaried,Personal,Owned,School,2,5,Online,0
01000857,36,1080671,2982578,70,758,60788,1,6,15,459508,Yes,Salaried,Education,Family,Postgraduate,1,4,Branch,0
01000858,42,2147189,1938219,57,845,70841,14,1,4,1111195,Yes,Salaried,Home improvement,Owned,School,2,4,Online,1
01000859,53,2856755,1070791,71,745,67182,4,5,80,201439,Yes,Salaried,Vehicle,Owned,Postgraduate,5,6,Online,0
01000860,47,2428412,365461,3,685,31884,8,7,72,588328,Yes,Salaried,Personal,Owned,Postgraduate,0,9,Online,0
01000861,23,1589212,1614852,74,535,7090,17,3,15,969754,Yes,Contract,Home improvement,Family,Postgraduate,0,10,Online,1
01000862,65,557495,2033424,39,829,23702,11,0,6,1169576,No,Contract,Personal,Family,Postgraduate,5,1,Branch,1
01000863,54,2423712,257563,62,803,74150,16,5,17,346463,Yes,Self-employed,Education,Rented,Postgraduate,4,3,Agent,1
01000864,66,2486717,1307281,43,684,57053,22,7,10,819494,No,Salaried,Vehicle,Owned,Graduate,1,1,Branch,1
01000865,69,1320095,1995813,72,542,35112,21,4,69,704121,Yes,Contract,Education,Family,Graduate,4,9,Online,1
01000866,24,1684803,788863,37,706,49475,2,1,63,1153060,No,Contract,Personal,Owned,Graduate,2,4,Online,1
01000867,22,2681729,547562,71,772,46747,25,0,15,434323,No,Self-employed,Vehicle,Owned,Graduate,0,3,Agent,0
01000868,46,2399739,3070553,18,704,25325,25,0,84,812107,Yes,Contract,Personal,Family,Postgraduate,3,8,Online,1
01000869,53,2998241,304659,21,817,48596,1,6,58,757810,Yes,Salaried,Home improvement,Family,Graduate,0,1,Agent,1
01000870,56,1238222,2034249,60,666,25052,18,6,34,345363,Yes,Self-employed,Personal,Rented,Graduate,1,4,Agent,0
01000871,43,382538,519072,79,513,58131,21,4,95,491149,No,Self-employed,Personal,Rented,Graduate,0,6,Agent,1
01000872,40,1792556,2112816,21,802,58424,10,3,28,1080636,Yes,Salaried,Education,Family,Graduate,5,9,Branch,0
01000873,29,270330,943675,12,815,7928,18,4,56,572508,No,Salaried,Home improvement,Family,School,3,8,Agent,0
01000874,39,1054980,2083056,33,515,11977,17,4,74,233535,No,Salaried,Education,Rented,Graduate,2,7,Online,1
01000875,68,1315892,839155,47,587,50998,7,1,57,517094,No,Salaried,Vehicle,Rented,Graduate,2,6,Online,0
01000876,38,2684363,1123365,72,786,31099,18,4,41,499882,Yes,Salaried,Vehicle,Owned,Postgraduate,4,7,Agent,0
01000877,58,1017882,2430529,24,763,12874,17,7,52,216318,No,Contract,Home improvement,Owned,Graduate,3,6,Branch,1
01000878,23,2688856,1463557,36,715,52921,11,4,75,344781,Yes,Self-employed,Personal,Owned,Postgraduate,2,3,Agent,0
01000879,35,1235749,273417,16,813,463,17,1,67,1185802,No,Contract,Vehicle,Rented,School,2,3,Agent,1
01000880,26,2669890,3075339,52,746,62569,11,5,90,808424,Yes,Contract,Vehicle,Owned,School,3,3,Agent,1
01000881,47,669649,996552,12,700,70315,21,2,35,185263,No,Salaried,Education,Family,Graduate,4,10,Online,1
01000882,29,2071051,2511598,54,728,13714,24,3,34,590486,No,Self-employed,Personal,Family,School,5,6,Online,1
01000883,51,504719,2777770,36,809,25011,9,1,49,1093414,Yes,Contract,Vehicle,Rented,Graduate,4,7,Online,1
01000884,40,2049387,321156,21,763,32016,3,2,30,969489,Yes,Self-employed,Home improvement,Rented,Graduate,4,2,Online,0
01000885,42,301580,2211312,23,617,17981,2,0,88,584577,Yes,Self-employed,Vehicle,Family,School,0,1,Branch,0
01000886,51,735781,2997723,72,658,27899,25,0,77,407014,Yes,Salaried,Personal,Owned,Graduate,1,1,Agent,0
01000887,42,2673424,1469178,11,508,33057,21,6,27,155718,No,Salaried,Home improvement,Rented,Graduate,2,1,Online,1
01000888,64,873969,1628671,35,677,61181,0,6,45,582570,No,Self-employed,Home improvement,Rented,Postgraduate,3,9,Branch,0
01000889,30,2968888,1293604,64,525,16428,23,6,85,559984,Yes,Self-employed,Education,Rented,School,2,8,Online,1
01000890,45,2378826,3443388,82,573,64214,15,2,12,1046683,Yes,Salaried,Home improvement,Owned,Postgraduate,0,1,Online,1
01000891,50,700456,3486229,83,568,49038,6,5,56,21671,Yes,Contract,Education,Family,Postgraduate,2,0,Branch,1
01000892,52,2317685,3093997,7,771,33247,18,4,43,788582,Yes,Self-employed,Home improvement,Family,Postgraduate,2,1,Branch,0
01000893,24,2184685,2741611,57,787,18056,18,3,58,621964,Yes,Self-employed,Personal,Owned,Postgraduate,1,5,Branch,1
01000894,33,749510,2246908,15,532,39718,5,6,50,462832,No,Self-employed,Personal,Owned,Graduate,4,5,Branch,1
01000895,58,1078626,1354607,30,693,33913,20,3,51,186437,No,Salaried,Home improvement,Rented,Graduate,4,2,Agent,1
01000896,48,1865238,523213,43,758,69791,20,1,59,65712,No,Self-employed,Home improvement,Rented,Graduate,2,1,Branch,0
01000897,67,2722084,1945211,7,491,20481,6,0,21,1451,Yes,Self-employed,Personal,Rented,Graduate,2,2,Agent,0
01000898,51,638115,1567241,24,702,69928,16,5,30,779408,No,Salaried,Home improvement,Family,Graduate,2,2,Agent,0
01000899,49,2274459,3133681,41,682,52348,17,7,23,828010,Yes,Contract,Education,Family,Postgraduate,2,6,Online,1
01000900,21,2493075,1992836,26,794,43837,4,6,87,565228,Yes,Self-employed,Personal,Rented,Graduate,5,9,Online,0
01000901,69,1064864,1333920,24,725,64061,6,6,22,314033,Yes,Contract,Personal,Family,Postgraduate,3,3,Branch,0
01000902,29,762057,592355,44,678,12014,7,3,37,376912,No,Self-employed,Education,Owned,Graduate,5,0,Agent,0
01000903,48,766955,1348041,56,785,30917,8,0,14,1043866,Yes,Contract,Personal,Owned,Postgraduate,5,7,Branch,1
01000904,58,2729134,1883018,53,695,24084,16,5,27,529990,No,Salaried,Home improvement,Rented,Postgraduate,4,8,Branch,1
01000905,26,1528031,101241,76,519,70025,19,5,47,437228,No,Contract,Personal,Rented,Postgraduate,0,3,Online,0
01000906,23,1865545,1905519,62,706,1637,13,0,76,858179,Yes,Contract,Vehicle,Family,School,1,8,Agent,0
01000907,46,2382505,3157720,28,644,68861,0,6,70,620712,Yes,Salaried,Home improvement,Family,Graduate,4,10,Agent,0
01000908,22,1110142,345743,40,714,61343,22,5,11,911961,Yes,Salaried,Education,Family,Postgraduate,0,8,Online,0
01000909,54,1163739,2317073,76,650,6286,23,0,64,230915,No,Self-employed,Personal,Rented,Graduate,3,6,Agent,0
01000910,28,2637512,1270993,1,791,29891,12,4,11,164413,Yes,Contract,Vehicle,Rented,Postgraduate,4,5,Agent,1
01000911,66,1840608,2367280,16,526,72221,5,2,90,1012042,No,Self-employed,Home improvement,Rented,Postgraduate,3,5,Agent,0
01000912,28,2179382,923290,51,704,35698,10,2,64,674021,Yes,Contract,Education,Rented,School,3,4,Branch,1
01000913,23,1713664,2229760,15,595,70804,5,5,80,121287,Yes,Contract,Home improvement,Rented,School,0,5,Agent,1
