offer_id,customer_age,monthly_income_inr,bank_tenure_years,dependents,monthly_spend_inr,life_cover_existing_inr,savings_balance_inr,products_held,last_offer_response_score,home_owner,marital_status,occupation_group,contact_channel,policy_type,risk_appetite,branch_visits_6m,app_sessions_30d,recent_life_event,accepted_offer
06000739,34,2217239,21,2,104256,1958640,1079911,5,46,No,Single,Business,Email,Accident,Medium,5,31,No,0
06000740,65,2259787,13,1,32612,1812358,241778,3,47,No,Single,Professional,App,Accident,High,1,6,No,1
06000741,39,2941279,4,0,116140,1015569,638240,2,71,Yes,Other,Professional,Email,Life,Medium,9,11,Yes,1
06000742,35,675591,6,1,10610,1831914,59546,4,53,Yes,Other,Salaried,Phone,Health,Medium,1,2,No,0
06000743,37,500178,0,1,111751,2674388,675307,5,56,No,Single,Salaried,Phone,Accident,High,0,11,No,0
06000744,64,2329919,18,0,91918,2380162,131753,4,30,No,Married,Professional,App,Health,Medium,1,9,Yes,0
06000745,40,729825,15,5,118674,4152356,1028044,5,36,Yes,Married,Salaried,App,Life,Medium,0,47,Yes,0
06000746,24,663912,15,5,66862,4359402,953054,1,27,No,Other,Salaried,Email,Accident,Medium,2,12,Yes,1
06000747,41,1053139,12,5,133333,3319217,888672,1,53,Yes,Single,Business,Phone,Health,Medium,7,32,No,0
06000748,52,2704720,19,4,38391,375019,904044,6,53,No,Single,Professional,Email,Accident,High,11,48,Yes,1
06000749,34,624288,6,2,164937,4450519,496730,2,39,No,Other,Professional,Email,Life,Low,2,19,Yes,0
06000750,49,1313764,8,2,74778,1437538,883502,6,86,Yes,Married,Business,Email,Health,Medium,2,12,Yes,0
06000751,54,2476721,10,0,57610,3255424,812519,5,44,No,Single,Business,Email,Health,High,3,6,Yes,0
06000752,29,2703491,6,4,62589,4160942,777790,4,50,No,Other,Salaried,Phone,Life,Low,6,2,Yes,0
06000753,53,550059,0,3,11914,4300109,164047,2,32,No,Other,Business,App,Life,High,1,54,No,0
06000754,60,2683163,3,2,71268,3073379,357800,6,74,Yes,Other,Professional,App,Accident,High,4,31,Yes,1
06000755,38,1576076,13,0,115353,1595562,919456,3,43,No,Other,Business,Email,Health,Medium,10,45,Yes,0
06000756,59,1487753,9,2,142946,836187,1025241,3,61,No,Married,Professional,App,Accident,Low,1,2,No,1
06000757,53,2358925,23,0,47164,3888032,95429,3,80,Yes,Single,Professional,Phone,Accident,Medium,12,54,Yes,1
06000758,32,663723,18,3,140936,4061766,685091,4,80,Yes,Single,Professional,Phone,Life,Medium,5,28,Yes,1
06000759,47,1428828,6,0,164310,534089,651545,6,76,Yes,Other,Professional,App,Life,Low,6,31,No,0
06000760,62,1498714,1,0,38707,1187242,331528,6,26,No,Married,Salaried,Phone,Accident,High,3,24,No,1
06000761,34,2175402,5,2,85894,770161,792438,3,93,No,Single,Business,Email,Life,Medium,8,49,Yes,1
06000762,55,1820647,19,0,171137,809452,862609,2,77,Yes,Other,Business,Phone,Accident,High,10,20,Yes,1
06000763,47,2101420,18,1,172161,4316105,1132287,5,85,Yes,Other,Business,Email,Life,High,11,23,No,0
06000764,56,1902826,25,5,31041,2268106,1023864,4,43,No,Single,Professional,Phone,Health,High,2,17,Yes,0
06000765,36,2443505,14,0,140079,2050224,764203,6,89,Yes,Other,Business,Phone,Life,Medium,6,6,No,1
06000766,34,2053950,2,5,74991,4130681,134513,2,23,Yes,Married,Business,Email,Accident,Medium,3,1,Yes,0
06000767,39,452210,2,2,22785,4358145,1107137,5,41,Yes,Single,Business,Phone,Life,Low,4,16,Yes,1
06000768,35,1527281,0,4,39699,2488481,74485,4,80,No,Other,Salaried,Phone,Life,Low,9,31,Yes,1
06000769,23,371125,8,5,37691,1567569,623927,5,68,Yes,Married,Professional,Phone,Accident,Medium,3,40,No,1
06000770,50,2463748,8,5,142663,442264,219374,3,74,No,Married,Business,Email,Life,High,3,41,Yes,0
06000771,50,1917245,17,1,69201,1016271,1111836,4,41,No,Married,Professional,Email,Life,Medium,9,26,Yes,1
06000772,58,1922582,13,3,90867,1806099,330970,4,30,No,Single,Business,Email,Accident,High,9,36,No,0
06000773,52,1510252,4,0,84728,1612597,145288,4,27,Yes,Other,Salaried,App,Accident,Medium,10,55,Yes,0
06000774,58,2426555,12,0,158688,1517843,595821,5,56,Yes,Married,Salaried,App,Life,Medium,2,35,No,0
06000775,53,2579808,7,0,75824,222211,414224,4,37,Yes,Other,Business,Email,Health,High,10,5,No,1
06000776,59,2342411,17,1,137191,3558820,1089320,5,95,Yes,Other,Professional,Email,Life,Low,12,32,Yes,1
06000777,21,1974299,17,5,142444,3106460,87624,2,92,Yes,Married,Professional,Email,Health,High,12,19,No,1
06000778,69,2364886,12,4,143328,1930329,864010,6,28,No,Married,Salaried,App,Health,Medium,8,6,Yes,1
06000779,27,2706915,0,5,141466,449292,1128239,6,56,No,Single,Professional,App,Health,Low,1,15,No,1
06000780,21,2683715,21,5,169802,1363085,1051513,2,59,No,Other,Salaried,App,Health,High,3,12,No,1
06000781,46,1752500,15,4,147405,2219779,930791,1,47,No,Married,Salaried,Phone,Health,High,4,32,No,1
06000782,43,2274498,18,1,60211,301928,671683,6,66,Yes,Single,Business,Email,Health,Low,8,13,Yes,1
06000783,45,2457802,15,2,154372,563322,801940,4,93,No,Other,Salaried,Email,Accident,Low,12,43,No,0
06000784,29,1723266,19,4,11251,3298866,1043746,6,52,No,Single,Salaried,App,Accident,Medium,8,22,Yes,1
06000785,59,542464,19,4,72214,327627,336708,1,34,No,Married,Professional,Email,Health,Low,9,22,Yes,1
06000786,29,2628421,9,0,35484,4480417,762962,1,68,No,Married,Salaried,Phone,Accident,High,8,46,Yes,1
06000787,25,1683957,23,2,14306,4308563,213684,1,20,Yes,Single,Business,App,Life,High,10,8,No,0
06000788,31,1862668,2,4,124202,2451761,55562,4,86,Yes,Other,Salaried,App,Life,Low,3,34,Yes,1
06000789,33,268123,24,5,73353,2767988,960723,4,28,No,Married,Professional,Email,Accident,High,11,18,Yes,1
06000790,48,1619726,4,2,179204,540489,545567,4,68,No,Married,Salaried,Email,Health,Low,11,2,No,0
06000791,46,2695183,13,1,55761,2308551,200598,4,41,Yes,Other,Business,Phone,Accident,High,3,2,Yes,1
06000792,43,1433032,16,3,175214,4273284,816614,4,45,Yes,Other,Salaried,App,Accident,Low,11,2,Yes,0
06000793,28,2009060,15,1,123381,2874540,284250,5,91,No,Other,Professional,Phone,Accident,High,5,52,No,0
06000794,46,2508756,22,5,175961,2330749,856435,5,57,No,Other,Professional,Phone,Life,Medium,7,44,No,1
06000795,46,2462934,8,2,110022,2797044,545669,3,53,Yes,Other,Business,Phone,Health,Medium,3,7,No,0
06000796,32,1528379,10,3,68726,1806871,782949,1,72,No,Married,Business,App,Health,Medium,9,47,No,0
06000797,43,2155302,5,0,17810,2053295,593504,3,59,No,Married,Salaried,Phone,Accident,Low,0,6,Yes,1
06000798,45,2961828,0,3,155812,2375808,1029830,2,53,Yes,Single,Salaried,Email,Health,High,6,18,No,1
06000799,51,1080157,12,2,35834,2278876,144669,2,89,Yes,Other,Salaried,App,Health,Low,12,53,No,0
06000800,57,2066422,21,1,71269,2179884,547093,1,26,No,Other,Salaried,Phone,Life,Low,10,32,Yes,0
06000801,69,731397,8,5,143931,4285281,562286,5,95,No,Married,Professional,App,Accident,Low,0,51,Yes,0
06000802,25,1876708,22,4,131339,1851689,27106,3,69,No,Single,Professional,App,Life,Medium,4,50,No,1
06000803,64,1714672,16,5,64334,1553452,475498,3,88,No,Single,Salaried,Phone,Health,High,2,52,Yes,1
06000804,27,1898311,0,3,94748,966698,1146372,1,40,No,Other,Salaried,App,Life,Medium,9,35,No,0
06000805,54,2763123,21,4,115553,3464302,29926,4,90,Yes,Other,Business,App,Life,Medium,2,46,No,1
06000806,32,2258382,13,5,172064,4138450,78972,1,49,Yes,Single,Salaried,Email,Health,Medium,9,8,No,1
06000807,61,2154912,11,5,103325,3032343,1039002,4,58,No,Other,Business,App,Life,High,5,49,Yes,1
06000808,67,1930438,9,5,41525,1406820,916468,5,27,No,Married,Professional,Email,Health,High,4,3,No,0
06000809,51,613073,19,0,76229,1061980,1157658,6,38,Yes,Other,Business,App,Health,Low,9,10,No,0
06000810,53,770435,24,2,30410,2598191,274982,6,72,Yes,Other,Professional,Email,Health,High,0,20,Yes,1
06000811,33,1185900,1,2,25748,3668403,1175637,2,76,No,Other,Professional,Email,Health,Low,12,54,Yes,1
06000812,57,2296084,15,1,53153,3379820,240314,3,25,No,Married,Professional,App,Health,High,9,38,Yes,0
06000813,31,2355336,19,2,155343,2084975,938346,3,79,Yes,Married,Salaried,App,Health,Low,10,6,No,0
06000814,53,2140631,21,4,95291,1229421,731755,1,84,Yes,Married,Salaried,Phone,Accident,High,6,51,No,0
06000815,59,1181830,14,0,12949,4261746,651774,2,45,No,Other,Professional,Email,Life,High,7,7,Yes,0
06000816,30,2302704,4,1,147338,4417463,759599,2,55,Yes,Other,Business,Email,Accident,Medium,7,25,Yes,0
06000817,68,874053,7,3,117768,2783550,665988,4,62,Yes,Single,Business,Phone,Life,Medium,11,3,No,0
06000818,27,784093,20,1,150304,1340774,773186,2,77,Yes,Single,Business,Phone,Health,High,5,38,Yes,1
06000819,36,1925004,25,2,15177,4408029,421257,3,30,Yes,Married,Business,Phone,Health,Medium,12,30,No,1
06000820,21,2736239,8,4,162914,519823,1131174,1,68,Yes,Other,Professional,App,Health,Medium,11,6,No,1
06000821,30,2483053,12,2,9767,1151513,260761,4,49,No,Married,Professional,App,Accident,Low,11,15,Yes,0
06000822,38,1874972,13,4,116879,2741646,219504,2,34,Yes,Single,Business,Phone,Life,Medium,6,35,No,0
06000823,45,2220194,23,2,87927,2593516,1106921,2,66,No,Married,Professional,Email,Accident,Low,11,46,Yes,0
06000824,24,1586620,21,4,18959,2331342,1086705,4,39,Yes,Married,Professional,App,Accident,Low,6,29,No,0
06000825,44,1568711,25,1,25583,2492899,228348,2,71,No,Other,Professional,Email,Accident,High,9,9,Yes,1
06000826,31,2373054,8,1,96907,3356089,564532,6,67,No,Other,Business,Email,Health,Low,0,5,No,1
06000827,44,1201772,22,2,136578,2925361,126501,5,49,Yes,Other,Business,Phone,Accident,Low,12,0,No,1
06000828,54,2451480,13,4,8656,3332778,1076404,4,89,Yes,Single,Salaried,Email,Accident,High,6,4,No,1
06000829,52,665029,6,3,171269,2849580,197330,1,86,Yes,Married,Salaried,Phone,Accident,Low,6,11,Yes,0
06000830,59,1568240,10,5,16570,2436988,117723,6,34,Yes,Married,Business,Phone,Life,Medium,6,48,No,0
06000831,53,459326,8,4,111302,3888428,699979,3,82,Yes,Married,Business,Phone,Life,Medium,9,32,Yes,1
06000832,33,2813750,1,3,178531,3058945,1040346,2,90,No,Single,Business,Phone,Accident,High,10,10,Yes,1
06000833,69,802706,17,1,173926,3834248,917429,2,57,No,Married,Professional,Phone,Life,High,7,30,No,0
06000834,54,2344814,21,2,11476,2128963,340840,5,63,No,Married,Business,Phone,Health,High,5,49,Yes,0
06000835,32,2263959,4,4,143643,1373467,488426,2,27,Yes,Other,Business,Phone,Accident,Medium,5,24,No,0
06000836,49,1386182,21,1,100737,2261545,1116110,1,76,Yes,Other,Professional,Phone,Life,High,11,53,No,0
06000837,29,1542493,10,3,58086,1007773,1128869,3,91,No,Other,Salaried,Email,Accident,High,3,13,Yes,1
06000838,39,2493240,22,0,72959,282151,615045,5,85,No,Other,Salaried,Email,Health,High,1,6,No,1
06000839,59,1040803,10,0,82650,1994396,481578,1,82,No,Other,Business,Email,Health,Medium,10,47,Yes,0
06000840,51,2291604,18,5,58423,3722881,631751,5,93,No,Married,Professional,App,Accident,High,0,45,Yes,1
06000841,60,1500417,19,2,154393,4133808,525687,1,44,No,Married,Salaried,Phone,Life,High,1,15,No,0
06000842,37,2370299,3,3,132386,430972,766250,3,81,No,Married,Professional,Phone,Life,Low,8,35,Yes,1
06000843,42,2278513,22,0,40681,655673,1149994,1,80,No,Married,Salaried,Email,Accident,Low,12,39,Yes,0
06000844,34,1558569,23,1,169195,3046625,745186,2,50,Yes,Other,Professional,App,Accident,High,7,40,Yes,0
06000845,48,799850,24,1,18766,2150702,1141185,4,67,Yes,Married,Salaried,App,Life,Medium,0,6,Yes,1
06000846,54,2342313,25,4,91972,449001,1001375,3,94,Yes,Other,Business,Email,Health,Low,2,1,No,1
06000847,64,1379762,20,1,60712,2349658,901273,5,94,Yes,Other,Salaried,App,Accident,Low,1,34,No,1
06000848,56,2774167,2,1,115944,2250198,500657,1,52,Yes,Other,Salaried,App,Life,Low,4,53,Yes,0
06000849,40,440067,19,5,25143,3202563,7229,5,40,Yes,Married,Salaried,App,Accident,Medium,6,11,No,1
06000850,21,1645322,0,2,122245,486086,998829,1,21,No,Married,Professional,App,Life,Medium,12,15,Yes,1
06000851,60,2008948,8,1,59127,263039,678679,3,42,No,Other,Salaried,Email,Accident,Low,8,0,Yes,0
06000852,37,1167428,11,1,125520,3548774,872127,3,89,Yes,Married,Salaried,Phone,Health,High,8,18,Yes,0
06000853,43,627763,16,3,85101,3506892,136750,3,31,Yes,Married,Business,Phone,Accident,High,4,48,No,0
06000854,23,1529511,20,5,149474,930599,757520,1,60,No,Single,Business,Phone,Health,Medium,8,28,No,1
06000855,51,680364,24,3,54996,1205006,559174,5,58,No,Other,Professional,Phone,Accident,Low,11,9,No,1
06000856,22,863653,11,5,13813,3546042,901385,5,46,No,Single,Professional,Email,Health,Low,1,19,No,0
06000857,50,1138660,20,3,59898,4334076,293973,5,89,No,Married,Professional,App,Life,Medium,10,32,Yes,1
06000858,50,1045852,25,1,119722,1909026,604896,4,94,Yes,Married,Salaried,Email,Accident,High,10,44,Yes,1
06000859,48,1657378,18,1,54893,4218272,844647,2,24,Yes,Single,Salaried,Phone,Health,Medium,0,42,No,0
06000860,50,2484010,13,3,137269,3893359,970165,1,33,Yes,Married,Salaried,App,Life,Medium,0,55,Yes,1
06000861,32,1057405,25,3,61862,1296687,1140613,1,95,No,Other,Professional,App,Health,Medium,2,54,No,0
06000862,33,1975051,16,5,129458,3881866,1012314,4,28,Yes,Single,Business,Email,Life,Low,0,43,Yes,0
06000863,45,576905,14,1,62215,4215832,850939,1,53,Yes,Single,Salaried,App,Life,High,10,1,Yes,0
06000864,50,867660,11,1,146781,2760862,48012,6,61,No,Single,Salaried,Email,Life,High,3,17,Yes,0
06000865,55,345739,9,4,109620,1858224,646636,2,62,Yes,Other,Business,Phone,Accident,High,7,29,No,0
06000866,38,758264,19,5,151911,1968231,907234,2,47,No,Single,Business,Email,Accident,Low,9,49,Yes,1
06000867,67,498114,1,0,74548,2495452,1129423,2,43,No,Other,Salaried,App,Accident,Medium,11,49,Yes,0
06000868,35,2451826,13,1,146322,507822,51515,1,31,Yes,Other,Professional,App,Accident,High,2,29,No,1
06000869,28,2203549,18,3,175002,135262,189836,4,94,No,Single,Professional,App,Accident,Low,10,17,Yes,1
06000870,38,1302109,6,3,152291,2053250,1147608,3,62,No,Married,Business,Email,Life,High,10,31,No,0
06000871,59,1615519,4,0,102310,3416415,1086951,6,37,No,Single,Business,Phone,Health,Low,1,42,Yes,1
06000872,35,700273,4,0,169403,1842377,374457,3,48,Yes,Single,Salaried,Phone,Accident,Medium,9,43,No,0
06000873,39,1297189,17,2,149174,4070198,226754,2,55,Yes,Single,Salaried,Email,Health,Medium,12,53,No,0
06000874,42,1360289,0,2,60697,1212764,653844,5,49,Yes,Single,Business,App,Health,High,7,5,No,0
06000875,23,2802476,4,0,54686,344452,135362,1,74,Yes,Other,Salaried,Email,Accident,Medium,9,7,No,0
06000876,44,1061566,17,3,177059,3776666,395485,1,29,No,Married,Salaried,Phone,Life,High,7,6,No,0
06000877,53,1073076,6,4,36880,493211,596805,5,58,Yes,Married,Salaried,App,Health,Low,10,52,No,0
06000878,22,2833527,7,5,9071,3453471,97380,2,32,No,Married,Business,Email,Health,High,8,51,Yes,1
06000879,32,1752042,2,2,99484,260342,1095670,3,63,No,Other,Professional,Phone,Accident,Medium,6,34,Yes,1
06000880,32,1001347,25,4,140233,2076017,113354,1,44,Yes,Married,Business,App,Life,Low,8,50,No,1
06000881,41,1992060,14,5,52289,3884622,1188507,4,54,No,Other,Business,Phone,Life,High,9,32,Yes,0
06000882,68,2007898,2,4,159787,3892330,395348,4,81,No,Married,Salaried,Phone,Life,Low,11,39,Yes,0
06000883,59,781325,0,5,16844,677985,518794,4,93,No,Single,Professional,Phone,Life,High,2,40,No,0
06000884,67,538360,9,5,171435,2734306,1194893,6,89,No,Single,Business,Phone,Accident,High,4,51,Yes,0
06000885,65,487653,18,0,42989,1098041,1062664,4,34,No,Other,Professional,Phone,Accident,High,7,2,No,0
06000886,34,2032604,14,0,49490,480336,502328,6,23,No,Single,Business,App,Life,Low,0,4,Yes,1
06000887,61,2811768,2,4,171583,1675589,199588,5,25,Yes,Married,Salaried,Phone,Accident,Low,2,15,Yes,0
06000888,33,2027402,12,4,175967,577159,172337,5,64,Yes,Single,Business,Email,Health,Low,10,40,No,1
06000889,26,2874260,3,0,103304,3198048,450802,1,60,Yes,Married,Salaried,Email,Accident,Medium,7,40,No,0
06000890,29,637940,3,1,62650,861942,1143586,5,86,Yes,Married,Business,App,Health,High,3,15,Yes,1
06000891,24,1604946,7,2,94923,1703628,623855,6,43,Yes,Married,Salaried,Email,Accident,Medium,10,16,No,1
06000892,42,434281,24,3,63677,3739439,177502,6,70,No,Married,Business,App,Life,Medium,5,21,No,1
06000893,61,557756,11,5,50137,4321854,1109530,4,25,Yes,Other,Professional,App,Life,Medium,9,21,Yes,0
06000894,60,2272892,21,1,23481,3940406,333718,6,55,Yes,Other,Business,Phone,Accident,Medium,11,7,No,0
06000895,43,1583981,19,3,166319,2808693,224284,2,72,Yes,Other,Professional,Email,Health,Medium,0,49,Yes,1
06000896,46,322791,19,3,76564,1651783,124727,4,59,No,Single,Business,Phone,Accident,Low,1,15,No,0
06000897,61,2886588,13,5,155120,2787596,692503,1,23,Yes,Married,Professional,App,Life,Medium,3,34,Yes,0
06000898,48,1222183,14,4,93092,836765,908867,3,60,Yes,Other,Business,Phone,Health,High,12,12,Yes,1
06000899,63,845186,1,5,35965,2472714,1152236,2,91,No,Single,Salaried,Phone,Life,High,0,45,No,0
06000900,48,1753087,21,2,74012,506393,1137713,5,93,No,Single,Salaried,Phone,Life,High,12,30,Yes,1
06000901,52,2531831,5,4,18477,83420,343962,4,42,No,Married,Professional,Email,Health,Low,6,9,Yes,1
06000902,69,456774,4,0,114974,132040,2455,1,56,No,Married,Professional,Phone,Accident,High,10,6,Yes,0
06000903,41,352425,12,0,49058,4192472,632255,4,56,No,Married,Professional,Phone,Life,Low,4,44,Yes,0
06000904,22,1934138,24,1,136196,918000,314516,2,36,Yes,Married,Professional,Email,Life,Low,2,24,Yes,1
06000905,49,2743265,8,1,155326,1008859,886704,4,41,No,Other,Professional,Email,Life,Medium,4,47,No,0
06000906,36,2650587,6,3,95424,4154602,444700,5,40,Yes,Married,Business,Phone,Health,Medium,7,53,No,0
06000907,21,2284829,9,3,35209,3891995,941817,4,45,Yes,Single,Salaried,Phone,Life,High,10,40,Yes,1
06000908,52,2503978,0,4,59166,985483,206356,6,84,No,Married,Professional,App,Life,Medium,0,5,No,1
06000909,36,360285,2,5,51284,4367521,912410,5,24,No,Other,Professional,App,Life,Medium,7,50,No,0
06000910,50,2456923,17,0,150344,3929743,265021,1,80,Yes,Single,Professional,App,Health,Low,3,30,No,0
06000911,24,2369062,19,1,50454,29933,898323,5,43,No,Single,Business,Email,Health,Medium,6,45,Yes,1
06000912,41,2231161,23,3,126818,918188,132118,2,75,No,Other,Business,Email,Life,Low,11,24,Yes,1
06000913,54,2339902,6,4,27947,758091,885178,4,41,No,Married,Salaried,App,Life,Medium,6,55,Yes,0
06000914,64,1276892,19,1,132025,3199122,477154,2,50,No,Other,Professional,Phone,Accident,Low,3,26,Yes,1
06000915,55,1471041,10,4,128556,3843223,639110,1,24,Yes,Single,Salaried,App,Life,Medium,8,48,Yes,0
06000916,49,2339850,25,1,26753,2710375,368051,5,93,Yes,Married,Professional,Phone,Health,High,2,50,No,0
06000917,52,2184729,22,2,69821,250508,600847,3,80,No,Single,Professional,Email,Health,Low,10,2,No,1
06000918,22,1592204,20,0,65390,4109479,392168,1,45,No,Married,Business,Phone,Health,High,3,4,Yes,0
06000919,41,1899361,7,2,25323,147578,849763,3,26,Yes,Other,Professional,Phone,Accident,Low,0,29,No,1
06000920,68,2262623,8,5,45849,1481709,341427,6,80,Yes,Married,Salaried,App,Life,High,3,44,Yes,1
06000921,62,1340325,2,1,19767,1153112,83627,1,90,No,Married,Salaried,App,Health,High,4,8,No,1
06000922,21,2069189,13,3,23132,3683054,728256,4,87,Yes,Married,Professional,App,Life,Medium,6,54,No,1
06000923,31,829793,12,3,155139,1842762,1105174,5,88,No,Other,Professional,App,Accident,Low,10,14,Yes,1
06000924,60,1442908,17,2,23997,1724453,242661,3,66,No,Other,Salaried,Email,Accident,Medium,1,43,Yes,1
06000925,60,1301484,17,0,108631,1444557,2260,2,47,No,Married,Salaried,Email,Health,Medium,8,36,No,1
06000926,67,606144,23,3,44913,2684746,673875,6,86,No,Married,Business,Email,Life,Medium,12,22,No,1
06000927,65,2048714,10,0,113875,2367391,759554,1,31,Yes,Single,Business,App,Accident,Low,3,12,No,1
06000928,48,2201338,9,0,144868,1576402,101389,3,56,No,Other,Business,Phone,Life,Low,12,32,No,0
06000929,47,1939547,9,5,114463,4224883,339677,4,28,Yes,Married,Salaried,Phone,Health,High,12,47,No,1
06000930,33,700933,16,3,36785,3071255,435823,3,53,Yes,Married,Professional,Email,Life,Medium,1,6,No,1
06000931,49,1896131,25,4,52598,298182,443477,6,87,Yes,Married,Business,App,Life,Medium,6,28,No,1
06000932,61,660650,6,4,20639,4139153,444840,5,46,Yes,Other,Professional,Email,Life,High,8,21,No,1
06000933,35,2911715,7,3,151199,1718795,1105277,2,61,No,Other,Business,App,Life,Low,3,29,No,0
06000934,64,255669,19,2,148125,2861315,450208,5,56,Yes,Married,Professional,Email,Accident,High,3,30,No,0
06000935,52,1301105,10,5,131559,2181805,395266,5,30,No,Other,Salaried,Phone,Health,High,0,7,No,1
06000936,66,1043394,16,0,42876,2572496,1069114,1,69,No,Married,Professional,Phone,Life,Medium,6,28,Yes,1
06000937,35,1786026,2,5,163882,2174676,960627,4,89,No,Single,Salaried,Phone,Life,Low,6,16,Yes,1
06000938,49,1387384,18,1,26308,2599757,611650,4,79,No,Married,Business,Email,Accident,Medium,6,30,No,1
06000939,62,546544,22,2,55412,3973798,1115583,3,32,No,Single,Professional,Phone,Accident,Low,12,23,Yes,1
06000940,26,1552998,13,2,9403,4236796,814530,4,71,No,Other,Professional,Phone,Accident,High,12,53,No,1
06000941,33,2105647,21,5,39607,958063,1060959,4,83,No,Other,Salaried,Email,Health,High,8,51,Yes,1
06000942,48,2733155,14,1,137250,946666,39376,6,31,Yes,Married,Business,App,Life,Low,0,7,No,0
06000943,40,2579560,15,3,20362,3393273,415031,5,44,No,Other,Business,Email,Accident,High,1,44,No,0
06000944,67,486378,7,5,124962,679990,151808,5,65,No,Other,Professional,App,Accident,High,6,24,Yes,1
06000945,67,1124546,24,4,24250,2224393,685471,6,30,No,Married,Professional,Phone,Life,High,7,29,No,0
06000946,63,1120996,6,5,165863,1681912,613162,3,28,No,Single,Business,App,Accident,High,2,38,No,0
06000947,55,1643628,16,3,72733,1900792,903087,1,40,Yes,Other,Salaried,Email,Accident,Medium,4,0,No,0
06000948,54,1134546,21,2,112265,2573777,3667,6,28,Yes,Married,Salaried,Email,Life,Low,4,2,No,0
06000949,41,1138559,14,1,60007,2075277,569483,5,63,Yes,Single,Salaried,Email,Life,Low,5,9,No,0
06000950,30,1220607,19,1,102168,2148987,1098549,6,27,No,Married,Professional,Email,Accident,Medium,11,53,Yes,1
06000951,45,2177567,6,5,159180,2818417,764841,3,43,No,Married,Business,App,Accident,Medium,7,21,Yes,1
06000952,50,827314,17,4,111366,1089749,919717,2,52,No,Other,Salaried,Phone,Accident,High,9,23,No,0
06000953,50,2020186,16,1,63042,273324,1011323,3,54,Yes,Other,Salaried,App,Accident,Low,2,49,No,0
06000954,68,567714,21,5,33387,449964,1082864,4,53,Yes,Married,Professional,Email,Life,Low,5,7,No,1
06000955,59,2545959,21,2,118590,4230130,764619,3,87,Yes,Married,Business,App,Accident,Low,0,36,Yes,0
06000956,56,1318580,13,5,156529,3659013,1095453,2,57,No,Other,Salaried,App,Health,Medium,12,27,No,0
06000957,48,2879180,6,1,34345,495142,468933,5,85,Yes,Married,Professional,Email,Life,High,9,55,Yes,0
06000958,61,1862497,11,3,159620,1463195,157235,5,65,No,Married,Salaried,Phone,Health,Low,9,13,No,1
06000959,64,1983503,12,5,34880,2638081,52854,5,45,Yes,Other,Professional,Phone,Health,Medium,9,41,No,1
06000960,42,2720273,22,1,79754,645163,233764,3,29,Yes,Other,Business,Phone,Accident,High,12,6,Yes,0
06000961,47,1209877,8,2,52475,2269547,913257,6,71,No,Single,Professional,Email,Life,Low,0,23,No,0
06000962,35,455305,23,1,81215,1950832,522443,3,46,Yes,Single,Business,App,Life,High,9,19,Yes,0
06000963,47,1809900,2,1,7434,3186369,1108123,1,42,Yes,Married,Salaried,Phone,Accident,Low,0,6,No,0
06000964,61,580123,21,0,141055,3632655,1128130,6,44,No,Single,Business,Email,Life,High,7,55,No,1
06000965,26,1187375,0,3,178574,3797747,248102,3,79,No,Married,Professional,App,Health,Low,4,22,Yes,1
06000966,69,2465930,17,1,80245,294261,99315,5,66,No,Married,Business,Phone,Accident,Low,2,41,No,0
06000967,62,419444,2,2,70106,2913324,777021,2,83,Yes,Other,Business,App,Life,Medium,10,54,No,0
06000968,49,1266895,4,4,134436,3360654,232494,2,23,Yes,Other,Salaried,App,Health,High,6,13,Yes,1
06000969,45,1184247,9,3,172320,1388545,614622,6,42,Yes,Single,Professional,Phone,Health,Medium,8,25,No,1
06000970,58,1833317,12,2,167434,878621,319043,5,35,Yes,Other,Salaried,App,Life,Medium,9,26,No,1
06000971,44,2742618,13,4,6012,1360903,410554,5,21,No,Other,Professional,Email,Accident,Medium,1,54,Yes,1
06000972,68,2962085,24,0,13920,3998050,34969,5,29,Yes,Married,Salaried,Email,Health,High,5,22,No,0
06000973,47,1085278,13,5,65307,2253676,1056021,4,72,Yes,Married,Professional,Phone,Accident,Low,2,25,No,1
06000974,26,2993991,22,2,87153,3820807,183165,4,57,Yes,Other,Professional,Phone,Health,Medium,0,49,No,0
06000975,41,1948406,7,5,59633,4495767,154171,2,81,Yes,Other,Business,Phone,Accident,Low,3,33,No,0
06000976,32,1194942,11,4,99365,3191229,263261,2,24,Yes,Married,Professional,App,Life,Low,0,16,No,0
06000977,58,2529288,16,3,151634,692581,851567,4,37,No,Single,Business,Phone,Health,High,1,16,Yes,1
06000978,68,1509471,20,5,6377,1397152,535163,1,67,No,Married,Professional,Phone,Accident,High,2,37,No,0
06000979,29,1564713,6,2,22939,3529717,1164708,4,36,Yes,Married,Professional,App,Accident,Low,11,24,No,1
06000980,46,844653,23,2,161452,2152179,813114,1,93,Yes,Married,Salaried,Email,Accident,Low,4,41,No,1
06000981,52,893699,18,2,24056,3311431,720295,6,50,Yes,Single,Salaried,Email,Accident,Low,1,41,Yes,1
06000982,31,286964,15,0,90756,3804890,1062726,4,39,No,Single,Professional,Phone,Accident,Medium,0,25,No,0
06000983,64,268648,8,1,111822,1592674,471030,6,50,Yes,Single,Business,App,Health,High,3,53,No,1
06000984,53,502711,9,4,143778,294457,742976,5,58,No,Other,Professional,Phone,Life,Medium,8,42,Yes,1
06000985,30,2478592,13,1,40118,4022882,309946,1,57,No,Single,Business,Email,Life,Medium,2,23,No,0
