mortgage_application_id,applicant_age,gross_income_inr,property_value_inr,down_payment_inr,requested_mortgage_inr,credit_score,debt_to_income_pct,employment_years,recent_delinquencies,property_type,employment_category,coapplicant,property_city_tier,existing_mortgage,documentation_complete,savings_inr,loan_term_years,property_usage,preapproved
05000643,24,1887777,10960999,106233,68,512,73,19,2,Independent house,Self-employed,Yes,Tier 3,No,No,1511915,20,Investment,0
05000644,27,2811381,2074847,784520,24,789,61,14,9,Apartment,Self-employed,No,Tier 1,No,No,1135075,25,Investment,1
05000645,56,2524100,13006697,1361538,30,591,20,6,5,Apartment,Self-employed,No,Tier 3,No,Yes,541220,6,Investment,0
05000646,68,1441805,2807764,5296775,54,508,29,11,7,Plot,Self-employed,No,Tier 3,Yes,No,754933,20,Self occupied,1
05000647,64,1112956,13585270,1569030,23,496,32,5,0,Apartment,Self-employed,Yes,Tier 2,No,Yes,392547,8,Self occupied,0
05000648,30,1693439,17807882,2494246,24,589,40,3,3,Apartment,Salaried,No,Tier 1,No,Yes,1054301,13,Self occupied,1
05000649,54,2505708,11657715,4365804,49,686,90,14,4,Independent house,Salaried,No,Tier 3,Yes,No,296636,14,Investment,1
05000650,38,2503766,2605380,423476,31,616,46,0,9,Plot,Salaried,No,Tier 2,No,No,356334,3,Self occupied,0
05000651,63,1251280,10581427,4913945,43,499,52,7,7,Apartment,Self-employed,No,Tier 1,Yes,Yes,1148102,25,Investment,1
05000652,51,2187448,3765247,2408814,45,543,24,19,3,Plot,Business,No,Tier 2,No,Yes,890069,9,Self occupied,0
05000653,21,883442,3375543,3583071,66,481,51,9,10,Apartment,Self-employed,No,Tier 3,Yes,No,142977,25,Investment,0
05000654,31,1191405,10885459,4363592,43,802,76,7,0,Independent house,Business,No,Tier 3,No,No,426900,7,Investment,1
05000655,54,1925922,13284390,2029249,54,626,10,16,8,Independent house,Salaried,Yes,Tier 3,Yes,Yes,1636483,21,Investment,1
05000656,32,2085353,11107874,4062984,31,488,9,23,6,Independent house,Salaried,Yes,Tier 1,No,No,544910,20,Self occupied,0
05000657,21,1047601,2478322,4633573,67,720,18,4,4,Independent house,Business,No,Tier 1,No,Yes,700422,1,Self occupied,0
05000658,59,571107,10016726,353307,21,759,47,25,10,Apartment,Business,Yes,Tier 1,No,Yes,76122,21,Self occupied,0
05000659,21,2863453,16398956,4384333,37,715,87,13,7,Plot,Business,No,Tier 3,Yes,No,342202,12,Self occupied,0
05000660,31,1140512,10413706,3685872,62,611,34,4,10,Plot,Business,Yes,Tier 3,Yes,Yes,1351357,16,Self occupied,0
05000661,34,837951,6362028,4961716,24,739,62,3,4,Independent house,Self-employed,No,Tier 2,No,Yes,461326,25,Self occupied,0
05000662,58,873281,13558542,1962746,59,717,87,4,3,Plot,Self-employed,No,Tier 3,No,No,643972,16,Self occupied,1
05000663,52,734691,15811246,667267,40,812,58,20,6,Independent house,Self-employed,Yes,Tier 2,No,No,1776657,3,Investment,1
05000664,36,1773591,16264618,432389,36,491,83,13,1,Plot,Salaried,No,Tier 2,No,Yes,1032136,13,Self occupied,1
05000665,34,339703,6588582,3222631,47,689,47,2,0,Apartment,Self-employed,No,Tier 2,No,No,1181484,25,Self occupied,0
05000666,57,1607664,14693244,5008416,26,646,68,9,9,Plot,Business,No,Tier 1,Yes,No,375864,24,Investment,0
05000667,41,1958652,16760692,3406288,43,581,25,13,7,Independent house,Self-employed,Yes,Tier 2,No,No,708530,9,Self occupied,1
05000668,39,996733,7625897,699760,52,622,11,21,3,Apartment,Business,Yes,Tier 1,Yes,Yes,330904,24,Investment,0
05000669,48,2377033,10076174,805866,33,751,18,19,10,Apartment,Business,No,Tier 3,Yes,Yes,34586,18,Self occupied,0
05000670,41,990363,10208352,824568,62,775,19,13,5,Plot,Business,Yes,Tier 3,Yes,Yes,1703461,25,Investment,1
05000671,40,1950253,1718885,4388623,31,792,9,1,4,Apartment,Business,Yes,Tier 3,No,No,592414,16,Investment,0
05000672,27,2642773,7663872,3883169,27,769,57,9,9,Apartment,Salaried,No,Tier 1,Yes,Yes,939754,2,Self occupied,0
05000673,28,2353924,15236233,964924,41,491,10,23,4,Plot,Self-employed,No,Tier 1,Yes,Yes,1173419,21,Self occupied,0
05000674,40,2377741,3254919,4458622,62,665,80,11,8,Plot,Salaried,No,Tier 1,Yes,Yes,434612,11,Self occupied,0
05000675,45,2416751,12447812,2400526,49,691,69,6,4,Plot,Salaried,No,Tier 2,Yes,No,447708,1,Investment,1
05000676,27,2490422,7642659,3133063,60,499,67,16,8,Independent house,Salaried,Yes,Tier 2,No,Yes,618994,1,Investment,1
05000677,43,2488261,7540669,2782595,63,746,10,4,5,Independent house,Salaried,No,Tier 2,Yes,No,1591331,25,Investment,0
05000678,23,437813,10760093,5956016,39,704,18,25,10,Apartment,Business,No,Tier 2,Yes,Yes,49172,3,Investment,0
05000679,46,1749499,17853227,2783802,35,850,22,4,0,Independent house,Salaried,No,Tier 2,No,No,1123994,2,Investment,1
05000680,40,1914510,9557204,4084011,35,680,41,13,4,Apartment,Business,Yes,Tier 3,Yes,Yes,869099,6,Investment,0
05000681,27,404815,8187178,884897,47,712,77,19,8,Independent house,Salaried,Yes,Tier 2,Yes,Yes,1442175,2,Self occupied,1
05000682,24,881366,15457439,5686129,55,746,84,11,0,Apartment,Business,No,Tier 2,No,Yes,221810,8,Investment,1
05000683,22,2693768,10668981,2025074,65,838,65,20,2,Apartment,Business,No,Tier 1,Yes,No,1612085,21,Self occupied,1
05000684,51,2264397,4196370,1149024,28,775,91,17,4,Independent house,Self-employed,No,Tier 2,Yes,Yes,1222739,15,Self occupied,1
05000685,48,2227058,16913032,1870197,67,623,5,11,2,Apartment,Salaried,No,Tier 1,No,Yes,235236,14,Self occupied,1
05000686,60,2208150,9044232,5919008,37,719,94,11,2,Plot,Salaried,Yes,Tier 3,No,No,485423,2,Investment,0
05000687,64,2852266,17798373,1526656,26,622,57,15,4,Independent house,Salaried,Yes,Tier 1,Yes,Yes,1539548,0,Investment,1
05000688,33,2571954,13047797,2976581,59,691,16,0,8,Plot,Self-employed,No,Tier 3,No,Yes,689783,1,Investment,0
05000689,25,2720193,7274288,4352825,44,822,36,8,0,Independent house,Self-employed,Yes,Tier 1,No,Yes,560536,22,Investment,0
05000690,51,896838,8683240,1581873,35,660,77,2,2,Independent house,Self-employed,Yes,Tier 2,No,No,1567363,4,Investment,1
05000691,54,2347533,3011691,4073906,64,666,70,12,4,Plot,Self-employed,No,Tier 3,No,No,484225,9,Self occupied,1
05000692,23,2435077,2762153,4505159,65,589,28,13,0,Independent house,Salaried,Yes,Tier 1,Yes,Yes,591469,23,Investment,1
05000693,53,2061584,11981621,2956005,31,543,67,24,10,Apartment,Salaried,No,Tier 2,No,Yes,644257,2,Self occupied,1
05000694,51,1381186,10694092,3407844,47,587,76,11,2,Independent house,Salaried,Yes,Tier 2,No,Yes,1664561,3,Self occupied,0
05000695,48,416301,16289318,2504192,32,628,19,20,2,Plot,Business,Yes,Tier 3,No,Yes,1373315,6,Investment,1
05000696,43,1041789,9424187,1315258,30,780,13,3,4,Plot,Business,Yes,Tier 2,Yes,Yes,1425236,17,Self occupied,0
05000697,29,951051,6480803,5898343,39,715,15,11,8,Independent house,Self-employed,No,Tier 1,No,No,1022008,24,Investment,0
05000698,50,2354381,4742059,2198761,49,566,48,20,0,Independent house,Business,No,Tier 1,No,No,1034886,17,Investment,1
05000699,33,1206167,2531161,1194840,40,788,89,4,7,Apartment,Salaried,Yes,Tier 1,No,No,1530993,0,Investment,1
05000700,58,2700348,1930138,5573384,69,800,10,4,3,Independent house,Business,Yes,Tier 3,No,No,1503783,24,Investment,1
05000701,29,2643087,8542018,2538177,59,672,89,7,5,Plot,Business,Yes,Tier 2,No,Yes,1569340,15,Investment,0
05000702,67,954564,9261451,5252796,28,735,4,2,4,Apartment,Salaried,No,Tier 1,Yes,Yes,898221,15,Self occupied,0
05000703,27,2387534,13860529,4712416,54,515,27,10,0,Independent house,Salaried,No,Tier 3,No,Yes,1689455,3,Investment,0
05000704,60,2654244,10721640,2149204,49,727,20,2,5,Apartment,Business,Yes,Tier 2,Yes,No,490911,13,Investment,0
05000705,46,1157039,6340698,1827561,69,821,25,22,3,Apartment,Self-employed,Yes,Tier 2,No,Yes,907192,20,Investment,0
05000706,37,1206417,4216411,5867974,59,771,88,25,5,Apartment,Self-employed,Yes,Tier 1,No,Yes,877419,15,Investment,1
05000707,54,623731,10630414,1864228,50,594,84,13,9,Independent house,Salaried,No,Tier 3,Yes,No,1695609,9,Self occupied,0
05000708,68,2701046,8474904,3309596,40,739,16,9,2,Plot,Business,No,Tier 2,No,Yes,1414319,22,Investment,0
05000709,66,2330345,14702352,4364611,44,625,66,18,2,Plot,Salaried,No,Tier 3,Yes,No,1593714,22,Investment,1
05000710,54,1583182,17148864,1057655,39,633,27,20,9,Apartment,Business,No,Tier 1,Yes,No,683078,16,Self occupied,0
05000711,34,576982,2934832,453086,26,564,95,7,6,Plot,Business,No,Tier 2,Yes,No,1002285,5,Investment,1
05000712,48,1223666,2621881,4831848,49,557,85,25,1,Independent house,Self-employed,Yes,Tier 3,No,Yes,1394220,10,Investment,1
05000713,45,2121359,5809468,2047106,40,828,44,8,4,Plot,Self-employed,Yes,Tier 3,Yes,No,1127666,4,Self occupied,0
05000714,38,367455,12333058,2549527,31,528,27,19,0,Independent house,Self-employed,No,Tier 2,No,No,1528510,1,Investment,0
05000715,36,470760,12522354,1509378,64,754,44,11,6,Independent house,Business,Yes,Tier 3,No,No,296178,0,Self occupied,0
05000716,51,2655333,10850289,1172372,64,557,14,8,2,Independent house,Self-employed,No,Tier 2,No,Yes,540331,15,Investment,0
05000717,39,1962961,10914131,5057489,46,618,19,14,0,Apartment,Business,Yes,Tier 3,Yes,No,1125375,19,Investment,0
05000718,46,853508,7823113,5999826,24,491,42,3,9,Independent house,Business,Yes,Tier 3,Yes,No,237188,20,Self occupied,0
05000719,28,790090,4696213,5472006,55,533,15,16,4,Apartment,Self-employed,No,Tier 3,Yes,No,1022741,22,Self occupied,0
05000720,43,1638920,2154483,1375703,37,588,92,3,0,Apartment,Salaried,No,Tier 1,Yes,No,932918,5,Investment,1
05000721,68,2191073,7397005,5246467,48,485,70,17,4,Plot,Business,Yes,Tier 2,Yes,No,440933,24,Investment,1
05000722,64,999633,1833992,3800598,50,687,67,17,10,Apartment,Self-employed,No,Tier 1,Yes,No,488673,1,Self occupied,1
05000723,55,2974044,13046168,3199925,29,824,59,0,9,Plot,Salaried,Yes,Tier 1,Yes,Yes,1583429,22,Investment,1
05000724,63,2363374,16136381,5383113,29,794,40,4,7,Apartment,Business,No,Tier 2,No,Yes,457715,12,Self occupied,0
05000725,41,1096520,11506045,3831179,39,757,11,24,3,Plot,Self-employed,No,Tier 1,Yes,Yes,23893,20,Investment,1
05000726,66,2987455,15112124,330482,54,613,21,0,1,Plot,Salaried,No,Tier 1,No,No,1436453,20,Investment,1
05000727,52,440182,7156456,558136,29,539,65,4,0,Independent house,Business,No,Tier 3,Yes,No,744184,10,Investment,0
05000728,38,994836,17279053,2193488,38,775,51,10,7,Plot,Salaried,No,Tier 1,Yes,No,788660,16,Self occupied,0
05000729,41,2737365,13128230,3326483,23,637,71,19,3,Apartment,Business,Yes,Tier 3,Yes,No,692822,16,Investment,1
05000730,26,1698293,3321599,5814770,28,823,48,6,2,Independent house,Business,No,Tier 1,No,No,1688339,15,Investment,0
05000731,28,2851129,16450991,491037,58,728,67,17,0,Apartment,Salaried,Yes,Tier 2,Yes,No,303879,13,Self occupied,0
05000732,28,2684404,17268843,259983,40,656,84,12,8,Apartment,Salaried,Yes,Tier 2,No,Yes,991437,11,Investment,1
05000733,64,2428748,9170359,2299135,41,850,20,14,1,Independent house,Self-employed,No,Tier 1,Yes,No,1284027,10,Self occupied,0
05000734,61,2747996,5761081,206761,44,734,57,13,5,Apartment,Business,No,Tier 1,No,Yes,1553675,11,Self occupied,0
05000735,43,2762079,11686297,218683,27,660,91,23,2,Plot,Salaried,Yes,Tier 3,Yes,Yes,490515,8,Self occupied,0
05000736,51,777444,4003618,1125793,36,669,56,24,7,Independent house,Business,No,Tier 2,No,Yes,334276,18,Self occupied,1
05000737,59,491571,2701556,3479341,24,807,72,11,4,Plot,Business,Yes,Tier 1,No,No,1743785,3,Investment,1
05000738,39,1023837,13137514,108417,58,705,68,3,5,Independent house,Self-employed,No,Tier 3,No,Yes,58842,9,Self occupied,1
05000739,38,442354,14570409,5274938,69,830,87,4,8,Plot,Business,Yes,Tier 3,Yes,Yes,680886,7,Self occupied,1
05000740,64,2037944,6552433,4000170,34,668,22,2,2,Plot,Salaried,Yes,Tier 3,Yes,No,558656,24,Investment,0
05000741,52,894049,4887897,4398257,55,780,31,15,3,Independent house,Business,No,Tier 1,Yes,No,646392,10,Self occupied,1
05000742,37,1136525,6607451,595377,43,748,81,8,9,Independent house,Salaried,No,Tier 1,No,Yes,680736,9,Self occupied,0
05000743,22,1417004,2532335,4489642,26,650,14,19,6,Plot,Self-employed,Yes,Tier 3,No,Yes,469563,6,Investment,0
05000744,64,930230,6938083,1527462,64,510,28,0,9,Apartment,Self-employed,No,Tier 1,Yes,Yes,1363054,3,Self occupied,1
05000745,68,2430491,4025971,2347612,52,725,38,21,2,Apartment,Self-employed,No,Tier 2,Yes,Yes,1469898,7,Self occupied,1
05000746,40,1681279,9627970,2491812,63,798,27,24,5,Independent house,Business,No,Tier 2,Yes,No,818623,6,Investment,0
05000747,44,2453646,12955845,1082246,58,563,10,18,5,Independent house,Business,Yes,Tier 1,No,Yes,519380,10,Self occupied,1
05000748,56,2624510,12981223,968293,48,642,50,3,5,Independent house,Business,Yes,Tier 2,Yes,Yes,140523,4,Investment,1
05000749,65,2509268,2425746,1984571,34,717,42,5,7,Independent house,Business,No,Tier 1,Yes,No,164063,17,Self occupied,1
05000750,40,1213601,8734360,3776431,51,649,74,20,6,Apartment,Self-employed,No,Tier 2,No,Yes,714849,24,Self occupied,0
05000751,64,2079348,6923844,965695,66,717,64,15,0,Apartment,Self-employed,No,Tier 3,No,Yes,1706154,23,Self occupied,1
05000752,25,2468547,11546818,657531,22,631,29,23,6,Apartment,Salaried,No,Tier 1,No,No,1733658,0,Self occupied,0
05000753,54,2551125,8033885,4084631,35,501,27,17,4,Plot,Salaried,Yes,Tier 2,Yes,Yes,1071425,22,Investment,1
05000754,25,1640290,4348656,2582499,42,480,36,18,3,Apartment,Business,No,Tier 1,Yes,No,1103072,18,Self occupied,0
05000755,41,2175660,11852657,3766809,46,769,57,12,1,Apartment,Salaried,Yes,Tier 1,No,Yes,544830,15,Investment,1
05000756,33,1653193,12843923,2089943,68,751,29,9,1,Apartment,Salaried,Yes,Tier 2,Yes,Yes,279492,22,Investment,1
05000757,67,1178242,13902221,4225526,21,737,71,12,8,Plot,Salaried,Yes,Tier 2,No,No,1466756,20,Investment,0
05000758,22,2316869,12758332,2462030,42,637,57,18,3,Independent house,Salaried,No,Tier 2,Yes,Yes,397540,5,Self occupied,1
05000759,51,683044,9770700,2498195,68,516,22,9,7,Plot,Salaried,No,Tier 2,No,Yes,785016,12,Investment,0
05000760,37,833058,3074935,4854776,42,672,5,25,5,Independent house,Salaried,Yes,Tier 3,Yes,No,16982,9,Self occupied,0
05000761,33,357133,2413964,2455435,68,684,78,20,8,Plot,Self-employed,Yes,Tier 1,Yes,No,1096491,8,Investment,0
05000762,67,1072716,5879522,5362142,35,751,88,12,2,Plot,Business,No,Tier 1,Yes,Yes,700740,3,Self occupied,0
05000763,55,1420333,4361018,3668713,60,675,21,19,10,Independent house,Self-employed,Yes,Tier 2,Yes,Yes,1743053,6,Investment,0
05000764,52,410713,8876019,5072691,27,718,47,24,7,Plot,Business,Yes,Tier 3,Yes,Yes,806824,14,Self occupied,1
05000765,29,2516976,5347040,1120573,50,699,23,20,1,Independent house,Self-employed,No,Tier 3,Yes,No,1004128,14,Self occupied,0
05000766,69,1579527,15335046,2254027,23,510,84,1,0,Independent house,Salaried,Yes,Tier 2,Yes,Yes,1298852,20,Self occupied,1
05000767,57,643575,16762770,4394860,52,629,40,12,3,Apartment,Business,Yes,Tier 2,No,Yes,1088305,21,Investment,0
05000768,67,1183501,11255394,2116160,65,610,16,20,3,Independent house,Salaried,No,Tier 2,No,No,853721,19,Investment,1
05000769,59,582965,2800060,1796754,54,812,91,25,1,Plot,Salaried,Yes,Tier 3,No,No,1192784,9,Self occupied,1
05000770,27,982400,8079429,1321348,69,761,65,10,6,Independent house,Business,Yes,Tier 2,Yes,No,1676823,14,Investment,1
05000771,31,1926236,15262966,3208983,40,545,76,12,4,Apartment,Salaried,No,Tier 1,Yes,Yes,145110,21,Self occupied,0
05000772,25,1280766,15665579,1812806,34,664,41,11,9,Independent house,Salaried,Yes,Tier 1,Yes,No,1249725,25,Self occupied,0
05000773,63,2569589,15159784,3641357,62,661,75,9,6,Apartment,Self-employed,No,Tier 1,Yes,No,1320780,12,Self occupied,1
05000774,50,2696037,3518932,1689159,60,607,84,9,9,Plot,Business,Yes,Tier 2,Yes,Yes,1786764,8,Self occupied,0
05000775,26,976710,1616550,2246405,61,678,6,3,9,Independent house,Business,No,Tier 3,Yes,No,1178834,15,Investment,0
05000776,47,573412,15465780,4125895,45,810,72,7,10,Independent house,Business,No,Tier 1,No,No,977150,8,Investment,0
05000777,56,1477400,17110252,1601706,67,620,92,17,3,Independent house,Business,No,Tier 2,Yes,No,1260513,24,Self occupied,1
05000778,57,1734755,12631730,2329004,50,743,78,16,10,Apartment,Self-employed,Yes,Tier 2,Yes,No,1526430,18,Self occupied,1
05000779,62,2145798,16754952,1066692,48,499,23,16,1,Plot,Salaried,No,Tier 1,No,No,682628,18,Self occupied,0
05000780,32,2141349,3656840,5439153,58,799,72,25,2,Independent house,Business,Yes,Tier 2,No,No,1675965,15,Investment,1
05000781,39,1348898,4986141,3138536,61,754,93,17,7,Independent house,Salaried,Yes,Tier 3,No,No,1371019,3,Investment,0
05000782,67,2328299,15647487,785288,24,845,21,4,2,Independent house,Salaried,Yes,Tier 3,Yes,Yes,787981,3,Self occupied,0
05000783,64,1649031,13498131,4799048,46,657,56,10,2,Independent house,Business,No,Tier 1,No,No,437158,7,Self occupied,1
05000784,52,1352013,2129902,5385508,60,609,13,13,1,Apartment,Business,No,Tier 3,Yes,Yes,1481066,6,Self occupied,0
05000785,65,2784875,2111241,2269408,61,509,6,5,4,Apartment,Salaried,Yes,Tier 1,No,Yes,203000,14,Self occupied,1
05000786,59,2844111,8171748,312100,60,807,41,5,8,Apartment,Business,No,Tier 1,Yes,No,1535634,23,Investment,1
05000787,58,1451586,11638337,1158809,31,779,59,22,5,Plot,Business,No,Tier 2,Yes,Yes,991791,21,Self occupied,0
05000788,32,1112910,6782581,529131,35,715,81,10,7,Independent house,Salaried,Yes,Tier 1,Yes,No,420839,15,Self occupied,1
05000789,35,2692584,8538199,660224,37,826,59,16,1,Plot,Salaried,Yes,Tier 3,No,Yes,1250994,14,Investment,1
05000790,30,1585414,7873933,1552041,29,639,27,22,2,Apartment,Salaried,No,Tier 1,Yes,Yes,1687497,8,Self occupied,0
05000791,34,386183,3132176,1716275,61,609,7,8,5,Independent house,Salaried,No,Tier 3,Yes,Yes,635078,7,Investment,0
05000792,53,1257230,2141197,2448186,30,775,87,24,10,Apartment,Business,No,Tier 3,Yes,No,50824,25,Investment,0
05000793,54,2229539,7091543,4276733,50,628,23,24,8,Apartment,Business,Yes,Tier 1,Yes,No,1746998,25,Investment,1
05000794,68,941050,10345158,873021,42,569,26,1,4,Independent house,Self-employed,No,Tier 2,Yes,Yes,1649824,18,Self occupied,1
05000795,56,583533,10488265,5089916,35,666,40,20,6,Apartment,Self-employed,Yes,Tier 1,Yes,No,35242,10,Self occupied,0
05000796,30,2145817,14157780,1492748,62,795,20,9,10,Plot,Self-employed,Yes,Tier 2,No,No,903141,23,Self occupied,1
05000797,55,520932,15191515,1558300,44,794,81,4,2,Plot,Self-employed,No,Tier 1,No,No,1471661,25,Investment,1
05000798,59,370206,3209321,4189630,68,734,78,21,0,Plot,Salaried,Yes,Tier 1,Yes,Yes,1173945,0,Self occupied,1
05000799,31,1178104,4894902,441341,35,518,78,2,7,Plot,Business,Yes,Tier 1,No,No,1626828,14,Self occupied,0
05000800,68,1595068,12608564,5751603,30,601,21,1,6,Independent house,Business,Yes,Tier 2,No,No,767829,16,Investment,0
05000801,26,1509659,5567300,371714,46,808,39,23,2,Apartment,Business,Yes,Tier 2,No,No,606543,11,Investment,1
05000802,23,2920598,5606468,1809666,29,482,60,1,2,Plot,Salaried,Yes,Tier 2,No,Yes,1103882,25,Self occupied,0
05000803,24,2888510,3976810,3322867,68,734,74,17,10,Independent house,Salaried,No,Tier 2,Yes,No,209684,8,Investment,1
05000804,41,1224966,4035997,5241920,38,731,73,18,1,Apartment,Self-employed,No,Tier 3,Yes,No,1263338,19,Investment,0
05000805,67,2195094,16874272,5807689,47,763,6,3,3,Apartment,Salaried,No,Tier 3,Yes,Yes,1519267,2,Investment,1
05000806,23,1904358,8820936,4565907,23,735,51,13,4,Plot,Salaried,Yes,Tier 3,No,No,1466018,0,Self occupied,0
05000807,66,423907,11348737,3346276,57,485,34,20,0,Plot,Self-employed,Yes,Tier 1,No,No,642063,18,Investment,0
05000808,31,1022614,2770674,4311543,30,621,32,5,4,Plot,Self-employed,Yes,Tier 2,Yes,Yes,521464,13,Self occupied,1
05000809,69,1225324,11063771,4960943,35,563,32,6,6,Plot,Salaried,Yes,Tier 2,No,No,731315,15,Investment,1
05000810,66,1071745,6058304,2184554,52,737,86,4,1,Apartment,Salaried,Yes,Tier 3,No,Yes,1535153,25,Investment,0
05000811,52,1476475,15751959,5171202,66,693,52,13,1,Apartment,Self-employed,Yes,Tier 3,No,No,261514,16,Self occupied,1
05000812,42,1244619,10713555,3967744,39,766,57,15,10,Plot,Salaried,No,Tier 3,Yes,Yes,583684,24,Self occupied,0
05000813,41,429955,3610198,3189572,36,708,90,12,6,Independent house,Salaried,Yes,Tier 3,Yes,No,240454,0,Investment,1
05000814,54,2700172,4641756,1133251,44,659,11,10,1,Plot,Business,Yes,Tier 1,Yes,Yes,665662,21,Self occupied,0
05000815,51,1434367,7429417,3664571,68,753,69,18,2,Independent house,Salaried,Yes,Tier 2,No,No,306641,4,Self occupied,1
05000816,66,2660091,6178671,4283509,56,513,41,15,3,Independent house,Salaried,No,Tier 3,Yes,No,907383,15,Investment,0
05000817,42,821055,17727648,3599294,52,502,66,18,6,Independent house,Salaried,Yes,Tier 1,No,No,348334,14,Investment,0
05000818,64,2790960,5694008,126851,33,641,52,19,5,Independent house,Business,Yes,Tier 2,Yes,Yes,688875,10,Self occupied,1
05000819,56,2082774,7165348,2021472,64,688,39,23,2,Independent house,Business,No,Tier 2,Yes,No,1006020,16,Investment,1
05000820,35,2042123,4246813,4138737,63,534,17,2,7,Apartment,Self-employed,Yes,Tier 3,No,Yes,571393,1,Self occupied,1
05000821,35,1961088,11429230,1418399,48,831,93,5,1,Plot,Business,Yes,Tier 1,No,Yes,558235,12,Investment,1
05000822,47,675827,5864898,1833113,31,661,11,20,7,Apartment,Business,No,Tier 3,Yes,No,1326213,23,Self occupied,1
05000823,25,1458533,4931767,4876552,51,566,82,20,1,Apartment,Salaried,No,Tier 3,Yes,No,1120127,2,Self occupied,0
05000824,30,719406,12934815,2686231,52,496,12,3,8,Plot,Business,No,Tier 3,No,Yes,756443,22,Self occupied,1
05000825,28,2155346,7228355,4309408,47,841,52,24,2,Independent house,Business,Yes,Tier 1,Yes,No,829075,13,Self occupied,0
05000826,35,2429423,11792705,1990158,60,524,32,18,6,Apartment,Self-employed,Yes,Tier 2,Yes,No,481758,1,Investment,0
05000827,68,329641,16118208,811941,48,526,88,14,4,Plot,Salaried,No,Tier 3,Yes,No,570158,18,Self occupied,0
05000828,44,635348,16247768,1162865,32,598,75,9,10,Apartment,Salaried,No,Tier 2,No,Yes,1482337,15,Self occupied,1
05000829,56,1759125,14341454,2758489,38,722,70,22,5,Apartment,Salaried,No,Tier 3,Yes,Yes,771096,24,Self occupied,1
05000830,36,2993487,17086390,5053264,50,782,28,7,8,Plot,Salaried,No,Tier 1,No,Yes,199237,14,Self occupied,0
05000831,31,2272025,10256405,4563504,64,816,83,7,6,Independent house,Self-employed,Yes,Tier 2,No,No,1267829,14,Self occupied,1
05000832,35,2008509,10323598,3621759,52,551,63,17,3,Apartment,Self-employed,No,Tier 1,No,Yes,402368,3,Investment,1
05000833,62,2106728,10372823,2587697,53,691,6,17,1,Plot,Business,Yes,Tier 2,No,Yes,905730,24,Self occupied,1
05000834,45,540031,15095242,2604284,29,710,60,14,2,Apartment,Self-employed,No,Tier 1,Yes,Yes,745394,13,Investment,1
05000835,30,2282556,12380417,2587550,22,794,14,25,2,Independent house,Salaried,No,Tier 2,Yes,Yes,419991,9,Self occupied,0
05000836,31,476072,10127277,2444617,61,546,27,21,2,Apartment,Salaried,Yes,Tier 1,No,No,1020329,6,Self occupied,1
05000837,27,2956432,10853643,1092425,23,520,72,7,8,Plot,Business,No,Tier 1,No,No,868248,2,Self occupied,1
05000838,58,2326251,13939957,1979366,39,850,66,3,4,Plot,Salaried,Yes,Tier 1,Yes,No,1443408,3,Self occupied,0
05000839,21,2313492,11882742,595877,28,669,26,13,2,Apartment,Business,No,Tier 2,Yes,Yes,423688,18,Self occupied,0
05000840,29,1705216,2826150,2892069,49,780,71,18,0,Independent house,Business,Yes,Tier 1,No,Yes,23114,1,Self occupied,0
05000841,30,660381,13806928,2819959,29,517,30,7,2,Independent house,Salaried,Yes,Tier 1,No,Yes,1508172,23,Self occupied,1
05000842,33,1914944,13075522,3583197,29,722,12,11,6,Independent house,Business,Yes,Tier 2,No,Yes,456305,14,Self occupied,0
05000843,58,2017234,9189059,4346055,29,509,6,14,8,Apartment,Business,Yes,Tier 1,Yes,Yes,1084237,19,Investment,0
05000844,35,611866,1864895,4064512,35,721,91,0,0,Apartment,Salaried,No,Tier 3,No,No,1508770,2,Investment,1
05000845,23,2043331,14157309,1096205,61,723,91,11,6,Plot,Business,No,Tier 1,No,Yes,671929,4,Self occupied,0
05000846,42,2431001,14187233,663666,30,728,88,7,6,Plot,Business,Yes,Tier 1,Yes,No,948027,7,Self occupied,1
05000847,37,2261498,7625407,5740755,69,655,87,18,4,Plot,Business,Yes,Tier 1,Yes,No,1712487,7,Self occupied,1
05000848,69,960664,5418100,4999188,55,715,44,21,7,Apartment,Salaried,Yes,Tier 1,No,No,866451,5,Self occupied,1
05000849,21,2384779,8508934,845408,27,770,93,5,0,Independent house,Self-employed,Yes,Tier 1,No,Yes,1640568,6,Self occupied,1
05000850,40,2126125,9565224,3461947,68,565,89,17,4,Plot,Salaried,No,Tier 2,Yes,Yes,336372,4,Self occupied,1
05000851,40,2614429,1593608,4121935,33,539,14,20,6,Independent house,Self-employed,No,Tier 1,Yes,No,1211866,15,Self occupied,0
05000852,46,1337980,6289792,2051206,54,749,75,0,6,Apartment,Salaried,No,Tier 3,No,Yes,1760055,19,Self occupied,0
05000853,32,1954854,6666470,4804363,55,557,69,3,2,Apartment,Self-employed,No,Tier 2,Yes,Yes,560861,12,Investment,0
05000854,67,2101257,14661935,5372954,51,566,77,1,7,Plot,Business,Yes,Tier 1,Yes,No,701935,20,Self occupied,1
05000855,41,2705316,14585861,3114563,48,783,11,24,10,Plot,Self-employed,No,Tier 3,Yes,Yes,101407,1,Investment,1
05000856,38,544879,14474728,4697709,37,490,52,8,3,Independent house,Self-employed,No,Tier 1,Yes,Yes,463347,8,Investment,1
05000857,46,631016,5849133,2322219,51,717,24,23,9,Apartment,Self-employed,No,Tier 2,No,Yes,124664,15,Investment,0
