business_application_id,business_age_years,annual_revenue_inr,annual_profit_inr,loan_requested_inr,owner_credit_score,existing_business_debt_inr,monthly_cashflow_inr,tax_filing_years,late_payments_12m,industry,business_type,collateral_type,region,employee_count,has_audited_statements,owner_experience_years,bank_relationship_years,exporter,approved
08000685,25,33462904,5028591,680420,615,3122307,309713,12,1,Retail,Proprietorship,Deposit,South,2,Yes,11,4,Yes,1
08000686,26,11670597,6745936,4094105,821,1432524,458474,17,3,Manufacturing,Partnership,None,North,6,Yes,24,21,Yes,1
08000687,53,28762078,1153349,7458281,573,556123,724754,16,5,Manufacturing,Partnership,Property,East,0,Yes,10,6,Yes,0
08000688,21,27822235,3401233,4911076,766,2754192,-37874,11,1,Agriculture,Private limited,Deposit,South,4,No,11,9,No,0
08000689,56,11590919,6791889,596390,813,848253,510779,8,3,Services,Partnership,Deposit,South,2,No,13,13,Yes,1
08000690,51,19733803,7467823,6188274,640,3025449,471211,13,4,Retail,Proprietorship,Property,South,5,No,23,3,Yes,1
08000691,48,21145078,318490,6890266,822,2349545,197575,10,0,Agriculture,Private limited,Deposit,West,0,No,6,15,Yes,1
08000692,45,8335595,1941557,3945784,676,91683,659660,3,7,Retail,Private limited,Deposit,North,1,Yes,5,4,No,1
08000693,54,7195251,7064519,1897826,845,366424,767080,21,5,Services,Proprietorship,Property,South,4,Yes,1,25,Yes,1
08000694,58,26834368,5548201,7250649,573,1512714,625120,20,0,Manufacturing,Proprietorship,Deposit,West,3,No,6,21,No,0
08000695,45,4444892,4716322,6338271,650,1451650,156882,17,3,Retail,Proprietorship,Property,East,1,No,5,3,No,1
08000696,57,34183543,4091773,3905242,515,1934355,589111,15,5,Retail,Partnership,Deposit,West,0,No,24,25,Yes,1
08000697,55,31438059,2147308,500722,671,3367874,614221,10,4,Manufacturing,Private limited,None,North,1,No,24,8,No,1
08000698,61,14798622,4461007,6768018,829,1918433,329977,8,1,Services,Proprietorship,None,East,4,No,18,16,Yes,1
08000699,58,9057801,2831902,7010569,693,3609005,227906,3,0,Manufacturing,Partnership,None,South,3,Yes,22,12,No,1
08000700,29,16789104,2924938,1680601,576,1190832,735637,16,1,Agriculture,Partnership,Deposit,South,5,No,25,21,Yes,0
08000701,21,4522451,3891892,724193,531,3071600,260090,16,5,Agriculture,Private limited,None,East,3,Yes,25,21,Yes,0
08000702,56,25053151,6916539,4011480,488,3410368,579926,22,6,Services,Proprietorship,None,West,1,No,15,20,No,1
08000703,63,9147309,1625878,6109308,724,1821240,739060,17,0,Retail,Private limited,None,South,1,No,8,3,No,0
08000704,39,5990569,3983124,1898708,608,485005,633198,18,2,Agriculture,Proprietorship,Deposit,West,6,Yes,12,10,Yes,1
08000705,36,27617721,5595623,3519293,525,261815,710096,23,6,Services,Private limited,None,North,5,Yes,22,18,Yes,0
08000706,51,26377717,6727837,2567928,664,2895296,708695,3,5,Services,Proprietorship,Deposit,East,4,No,17,5,Yes,1
08000707,54,14029524,3547140,7906683,703,1485649,41010,6,7,Manufacturing,Proprietorship,None,North,1,No,14,9,No,1
08000708,21,3321217,2735296,3301596,628,1313319,214419,24,7,Services,Proprietorship,Deposit,North,7,Yes,12,3,Yes,0
08000709,66,11939876,935923,5265870,703,762387,397984,4,7,Services,Proprietorship,None,West,0,No,22,6,No,0
08000710,29,26776541,4732521,2624171,746,290128,180466,6,2,Services,Proprietorship,Deposit,East,3,No,4,8,Yes,1
08000711,66,9204962,1380719,6366181,760,1702603,672082,8,4,Services,Private limited,Property,North,1,Yes,4,12,No,1
08000712,59,26976948,4141036,1217737,775,125828,132825,16,2,Manufacturing,Proprietorship,Property,South,3,Yes,13,17,No,0
08000713,35,30410564,2159980,969223,769,2093388,36211,15,0,Retail,Proprietorship,Deposit,East,5,Yes,13,5,Yes,0
08000714,46,20318305,3915775,2762426,618,3557001,220362,5,5,Services,Partnership,Property,South,1,No,19,6,Yes,0
08000715,67,24176585,2877651,4037996,737,458963,768645,9,1,Manufacturing,Proprietorship,Deposit,East,1,No,5,20,Yes,0
08000716,51,28470845,1893112,5045670,571,3061275,847032,11,1,Retail,Proprietorship,None,East,4,Yes,7,2,Yes,0
08000717,60,13170900,1921402,7846687,648,1111667,219876,22,2,Retail,Proprietorship,Property,North,6,No,16,6,No,0
08000718,52,28250074,7270761,4155091,497,2130397,821094,8,1,Agriculture,Proprietorship,Deposit,South,1,Yes,15,8,Yes,0
08000719,24,4579365,6136700,4411624,708,928314,451327,18,5,Services,Private limited,None,South,5,No,25,22,No,0
08000720,47,9618757,7631467,4807464,843,3337433,583056,8,3,Services,Private limited,None,South,2,No,22,5,No,1
08000721,56,23651496,343911,7893439,538,64586,382396,13,4,Services,Partnership,Property,West,3,Yes,16,19,No,0
08000722,65,6324760,3396023,7211158,777,2858490,10032,16,6,Services,Proprietorship,None,West,5,No,2,11,Yes,1
08000723,55,23748737,4491143,3353905,738,2168847,277661,17,5,Services,Private limited,Deposit,North,8,No,11,7,No,0
08000724,65,18399872,3608634,454378,711,1276352,524923,22,7,Retail,Proprietorship,None,South,8,No,0,23,Yes,1
08000725,60,17148035,7695211,6666539,799,1226574,134726,23,3,Retail,Partnership,Deposit,West,7,Yes,13,25,No,1
08000726,28,23641768,5974275,5844464,822,3694270,14310,11,6,Manufacturing,Private limited,Property,South,2,No,24,8,No,1
08000727,25,2649673,851081,5327818,788,1942323,71617,22,1,Retail,Partnership,None,West,1,No,12,13,No,0
08000728,47,26054238,-230062,2803595,793,3545519,637963,15,6,Retail,Proprietorship,Deposit,East,1,Yes,4,25,Yes,1
08000729,42,32748204,5051367,2461595,563,3428326,114972,23,3,Agriculture,Private limited,Deposit,South,6,Yes,11,23,No,0
08000730,60,23560022,4170310,7796663,676,900858,239915,21,6,Manufacturing,Partnership,Deposit,South,0,Yes,8,2,No,1
08000731,30,34313517,5705359,5221075,695,3022449,-5287,11,5,Manufacturing,Private limited,None,West,2,Yes,20,24,No,1
08000732,37,31504533,2248828,5144921,835,377098,197080,16,7,Agriculture,Proprietorship,Deposit,West,7,No,22,3,No,1
08000733,60,8698998,2528764,2366651,631,3405867,195067,2,7,Services,Proprietorship,Deposit,North,5,No,17,1,No,1
08000734,59,11099980,3110635,3474307,796,3030513,833610,5,6,Manufacturing,Private limited,Property,South,2,Yes,17,17,Yes,1
08000735,61,9146750,3948664,666969,617,2188639,-22029,19,2,Services,Private limited,Deposit,North,6,Yes,25,11,Yes,1
08000736,69,7876479,4303435,614326,767,989080,348665,23,7,Retail,Private limited,None,South,8,No,2,8,Yes,1
08000737,67,34243785,3257531,1187766,679,274415,388710,12,7,Retail,Partnership,None,North,4,Yes,8,24,No,1
08000738,47,34261584,5331612,3341087,812,1260001,-71229,11,1,Agriculture,Private limited,None,West,6,Yes,3,24,No,1
08000739,41,5113640,4685571,1219417,521,3299228,36345,3,4,Manufacturing,Proprietorship,Property,South,3,Yes,2,25,No,1
08000740,36,13311234,5903078,7308190,586,3111330,260038,12,4,Agriculture,Proprietorship,Deposit,West,8,No,21,4,No,0
08000741,21,11328034,4785813,6616181,481,1693405,691290,4,7,Services,Private limited,Property,East,0,Yes,24,13,Yes,0
08000742,52,12884803,-36578,1592356,488,2649865,832256,5,1,Manufacturing,Partnership,None,West,5,No,10,19,Yes,0
08000743,43,15967352,4967242,1748271,723,1921,449894,3,7,Services,Private limited,None,North,6,No,9,12,No,0
08000744,64,34046143,985887,7065820,735,3599019,69060,14,3,Manufacturing,Private limited,Deposit,North,3,Yes,1,1,Yes,1
08000745,45,14166703,4386575,3200978,529,3990568,406078,21,7,Manufacturing,Proprietorship,Deposit,West,5,Yes,22,2,Yes,1
08000746,40,26049051,3377841,3805911,624,2691856,-8709,0,1,Manufacturing,Proprietorship,Property,East,7,Yes,14,11,Yes,0
08000747,55,17657779,-100715,2288342,769,1587217,848928,6,4,Retail,Proprietorship,Property,South,6,Yes,23,17,No,1
08000748,60,4766567,7868848,4107980,741,1646226,528983,25,7,Manufacturing,Proprietorship,None,East,7,Yes,9,5,Yes,1
08000749,41,28472944,4086880,5163931,689,1986304,443090,21,1,Services,Proprietorship,Deposit,East,3,No,23,5,No,1
08000750,27,4307146,7417293,1909231,525,1144885,822957,8,7,Services,Proprietorship,Deposit,South,7,Yes,25,11,Yes,1
08000751,61,14165654,4688507,2904006,608,1689239,767949,15,3,Services,Private limited,Property,West,5,No,6,14,No,0
08000752,21,22653348,7684452,7822579,833,529278,537362,11,7,Manufacturing,Partnership,Deposit,West,2,Yes,21,1,Yes,1
08000753,46,9919909,6563373,6547630,673,3466311,319181,17,5,Services,Proprietorship,None,South,8,No,0,2,Yes,0
08000754,54,26817657,6877646,383514,835,343106,175105,8,0,Services,Private limited,None,West,0,No,4,22,No,1
08000755,33,7188221,7676260,7883746,816,623765,265838,5,3,Manufacturing,Proprietorship,Property,West,0,No,25,23,No,1
08000756,25,10192578,1064965,3082038,588,2295932,184635,11,6,Services,Private limited,Property,North,4,Yes,23,22,No,1
08000757,48,1859890,5030461,1332149,572,1706396,832887,15,2,Retail,Proprietorship,Deposit,East,8,Yes,14,10,Yes,0
08000758,62,15294015,5172111,7893652,671,324771,21255,0,4,Manufacturing,Proprietorship,None,South,7,No,17,1,Yes,0
08000759,67,32297482,3213434,6072621,612,1876748,284476,6,7,Manufacturing,Private limited,Deposit,North,1,Yes,3,0,No,0
08000760,68,23218638,404282,894839,599,1053332,309272,22,2,Manufacturing,Private limited,Property,North,6,Yes,15,19,Yes,0
08000761,41,30309503,1128332,838346,588,1152945,288448,16,4,Services,Proprietorship,Deposit,South,2,No,16,18,Yes,0
08000762,23,14269325,5059246,1399800,659,3155813,718176,4,3,Manufacturing,Private limited,None,West,7,No,10,18,Yes,1
08000763,28,27129279,4972423,5051916,546,641530,573560,12,7,Services,Proprietorship,None,South,4,No,10,24,No,0
08000764,40,29094396,573349,5117508,781,1376561,778736,10,4,Agriculture,Partnership,Deposit,South,5,Yes,21,13,Yes,1
08000765,34,34730339,5931882,6267817,823,3102292,221059,23,3,Manufacturing,Partnership,Deposit,East,1,Yes,12,22,Yes,1
08000766,35,12116926,3032022,4686922,608,546412,-49040,16,2,Manufacturing,Private limited,Property,South,1,Yes,23,2,No,0
08000767,53,28729687,6544331,5739393,535,2988283,771992,16,4,Manufacturing,Partnership,None,West,8,Yes,12,14,No,1
08000768,61,2977259,5179552,550847,772,740461,67830,13,5,Agriculture,Proprietorship,None,West,5,No,20,17,No,1
08000769,45,24961433,6190171,4717582,823,1174602,368437,18,0,Agriculture,Partnership,Deposit,South,8,Yes,20,15,Yes,1
08000770,45,29121098,799740,2155345,694,1424901,697052,1,6,Manufacturing,Partnership,None,North,1,Yes,12,11,No,1
08000771,64,33932581,4868228,1336207,746,717978,392420,8,2,Manufacturing,Proprietorship,None,North,6,No,0,6,No,1
08000772,59,7065527,2965799,6622356,793,1525462,279032,12,2,Retail,Private limited,Deposit,South,4,Yes,2,17,Yes,1
08000773,38,17481260,4701287,4142838,537,2870020,193949,17,5,Agriculture,Private limited,Deposit,West,8,No,25,8,Yes,1
08000774,39,7200139,2288922,717657,731,690868,63612,3,0,Manufacturing,Partnership,Deposit,East,6,Yes,5,12,Yes,0
08000775,41,16257223,5943127,2616176,544,2303563,571309,25,3,Manufacturing,Partnership,Deposit,North,2,Yes,7,15,No,0
08000776,51,6501121,2786703,6114530,505,554992,778444,5,3,Manufacturing,Proprietorship,Deposit,East,2,Yes,16,22,No,0
08000777,27,15478067,754908,7330658,537,1504685,9813,22,0,Retail,Partnership,None,West,7,Yes,3,6,Yes,0
08000778,50,6465572,1627654,4754762,825,3865889,812495,4,5,Manufacturing,Partnership,Deposit,North,5,Yes,14,11,No,1
08000779,60,34502322,2599913,5687314,808,359780,301263,18,5,Manufacturing,Proprietorship,Property,West,2,No,4,6,Yes,1
08000780,23,3389198,2409050,6648592,714,1984240,299512,17,7,Manufacturing,Proprietorship,None,North,8,Yes,16,6,No,1
08000781,55,10913144,6547721,4662020,524,3306880,112166,1,6,Agriculture,Private limited,Property,North,2,Yes,24,13,No,0
08000782,61,33259969,4347260,748258,510,3341924,-67361,15,5,Manufacturing,Proprietorship,None,East,4,No,21,12,Yes,0
08000783,67,15355894,3474302,7867051,802,1404745,181819,8,2,Manufacturing,Partnership,Property,West,3,No,8,12,No,1
08000784,56,29994695,1368527,3670233,702,1040814,205501,3,2,Retail,Partnership,None,South,1,Yes,12,12,No,0
08000785,57,34991913,826987,1326457,574,863973,-25798,8,5,Retail,Private limited,None,South,6,No,0,19,No,1
08000786,34,22731409,7489850,4495003,731,3908288,312854,7,7,Retail,Proprietorship,Deposit,North,0,No,17,8,No,1
08000787,36,15169311,6948326,4344585,665,3547625,465859,23,5,Agriculture,Proprietorship,Deposit,North,7,No,16,7,No,0
08000788,51,13973946,881023,1797927,737,1181204,141815,10,0,Services,Partnership,Property,East,2,No,21,25,Yes,0
08000789,32,25706385,67647,5750064,729,3058509,99428,12,6,Services,Private limited,Deposit,West,8,No,7,3,No,1
08000790,40,33991460,508377,2509809,710,1936389,798841,10,5,Agriculture,Partnership,Property,East,7,Yes,14,9,Yes,0
08000791,51,3327059,4192013,5392275,774,1934857,504219,1,2,Retail,Private limited,Property,North,8,Yes,24,17,No,1
08000792,28,3977266,2432719,5446956,481,2443229,284435,10,0,Services,Partnership,Property,North,1,Yes,22,8,No,0
08000793,54,28442398,7421039,4957259,635,3832787,795474,7,0,Manufacturing,Partnership,None,East,1,Yes,5,18,No,1
08000794,67,29323130,36144,7665101,662,2634138,159655,17,7,Agriculture,Partnership,Deposit,East,8,No,13,10,Yes,1
08000795,65,5580710,1675315,5511705,817,2434033,813141,11,4,Agriculture,Private limited,Property,South,2,Yes,14,1,No,1
08000796,26,4911459,475951,5012232,699,1434713,542845,17,4,Retail,Proprietorship,None,North,2,Yes,13,24,Yes,0
08000797,42,23893327,4092642,3954651,625,1203423,562069,11,6,Retail,Private limited,None,North,6,Yes,15,2,Yes,1
08000798,65,34758868,2578795,6896815,542,462029,268729,2,3,Manufacturing,Private limited,Deposit,West,3,No,3,9,Yes,0
08000799,50,6959548,2447948,1675694,808,574977,118949,10,4,Manufacturing,Proprietorship,None,West,8,No,6,7,Yes,1
08000800,57,15364047,2845167,3686399,752,552248,49099,13,3,Manufacturing,Partnership,Property,West,7,No,3,19,No,0
08000801,50,31158484,3268545,3652922,593,640356,454748,12,1,Manufacturing,Partnership,Deposit,North,1,Yes,10,22,Yes,0
08000802,47,15867543,6078581,4916592,759,3548674,803493,16,5,Agriculture,Private limited,Property,West,2,Yes,22,20,No,0
08000803,52,15168526,2447739,4093640,635,627528,780114,21,5,Services,Proprietorship,Deposit,West,3,Yes,10,6,No,1
08000804,36,10948937,3367548,5520788,495,2302802,450777,0,1,Agriculture,Private limited,Property,South,4,No,23,2,No,0
08000805,41,15950944,3476276,744074,501,2390493,694972,10,6,Manufacturing,Partnership,Deposit,West,1,No,16,3,Yes,0
08000806,54,3638620,601506,1003989,546,3443101,493522,15,3,Retail,Private limited,Deposit,North,3,Yes,6,10,No,1
08000807,67,33746292,3570838,954476,615,2661369,304072,5,2,Agriculture,Private limited,None,West,5,No,24,16,No,1
08000808,34,12337364,1528922,7350144,727,2001067,562463,11,5,Services,Private limited,Property,North,3,Yes,25,8,Yes,0
08000809,69,16965997,4671511,5732416,719,308751,742749,17,6,Services,Private limited,Property,North,1,No,19,16,Yes,1
08000810,51,34178935,35720,6440697,620,2954444,644217,5,6,Retail,Partnership,Property,South,4,Yes,8,25,No,0
08000811,46,23355827,1747629,4441528,643,2112909,676179,22,0,Services,Partnership,Deposit,East,5,No,7,21,Yes,0
08000812,69,6530797,4450614,5319576,726,3468805,747990,0,1,Manufacturing,Partnership,None,North,0,Yes,7,21,No,1
08000813,56,32321693,6365773,3693761,631,1198659,114022,6,3,Retail,Private limited,Deposit,East,0,Yes,24,21,Yes,1
08000814,27,33016779,6714822,4619834,622,3285037,125689,22,0,Agriculture,Proprietorship,None,South,8,No,10,20,No,0
08000815,55,23989860,2350137,5028513,594,2187039,400163,17,7,Manufacturing,Partnership,Deposit,East,3,Yes,17,16,Yes,0
08000816,65,33641997,7878445,6984933,653,2866912,827097,8,2,Retail,Partnership,Deposit,North,1,Yes,17,3,Yes,1
08000817,67,12487800,6290967,3458013,518,2137060,438402,22,1,Retail,Partnership,Deposit,North,2,No,18,13,Yes,1
08000818,28,25474674,1781268,7958293,484,402826,708174,23,4,Agriculture,Private limited,None,West,1,Yes,9,25,No,1
08000819,55,9552918,3786096,7938415,770,84456,320336,15,1,Agriculture,Partnership,None,East,3,No,17,14,No,1
08000820,29,31192265,5884182,6163839,715,1740051,209291,3,4,Agriculture,Private limited,Deposit,East,8,No,24,11,Yes,0
08000821,37,1446412,2255448,3923425,582,3597554,273668,13,4,Agriculture,Partnership,Deposit,North,5,No,6,15,No,1
08000822,33,21431109,2208155,6396788,488,2380580,567050,22,2,Agriculture,Proprietorship,None,East,6,No,2,5,Yes,0
08000823,69,15473418,4143034,6365801,786,45081,74854,3,3,Agriculture,Proprietorship,Property,West,4,No,5,6,Yes,0
08000824,59,28190697,7272168,7892210,622,3351646,519477,18,5,Agriculture,Proprietorship,Deposit,East,7,No,1,23,Yes,1
08000825,25,32584732,3681826,1596403,782,1676841,269512,25,4,Services,Proprietorship,Deposit,East,4,Yes,12,21,No,1
08000826,26,2649390,6896509,6131236,842,3502737,734954,8,3,Retail,Private limited,Property,South,4,No,6,12,No,0
08000827,67,32292301,6365537,5564326,591,1204108,230222,16,4,Retail,Partnership,Deposit,North,4,Yes,7,21,Yes,0
08000828,34,12273612,7159185,5269804,723,3274340,59345,15,4,Agriculture,Private limited,Deposit,East,7,No,18,19,No,0
08000829,33,15762116,6536099,6269001,829,2611952,627510,9,4,Services,Partnership,Deposit,North,5,Yes,23,6,No,0
08000830,69,17981778,5202233,3084480,640,434263,741476,24,0,Manufacturing,Proprietorship,None,South,4,Yes,2,15,Yes,1
08000831,46,17669158,4945686,5499014,790,1515123,736711,18,2,Services,Private limited,Property,East,3,Yes,25,20,Yes,0
08000832,50,15824315,1007804,6058253,788,1047254,481322,13,6,Manufacturing,Proprietorship,Deposit,South,5,Yes,13,5,Yes,1
08000833,28,10527443,7277442,5194160,574,3831347,47779,23,0,Retail,Private limited,None,West,4,No,23,14,No,0
08000834,31,18082612,6671547,5144012,564,164040,426782,7,5,Agriculture,Partnership,None,South,7,Yes,24,0,Yes,1
08000835,65,9326324,6295857,4797580,627,1272945,36546,6,5,Services,Partnership,Deposit,North,8,No,24,16,No,1
08000836,43,31271882,4089003,3311357,768,1392205,88140,11,4,Services,Partnership,Deposit,North,5,Yes,16,13,No,1
08000837,26,7175506,6382981,3047757,679,1820366,811034,0,7,Manufacturing,Partnership,Deposit,South,0,No,1,19,Yes,1
08000838,58,19487033,3829627,4500515,605,3910532,517722,0,2,Services,Partnership,None,West,6,Yes,17,23,Yes,1
08000839,68,26281569,2510347,579602,708,713551,-64328,5,1,Retail,Partnership,Property,East,8,No,7,19,No,1
08000840,63,28506425,762651,2580960,763,2836237,231076,23,5,Retail,Private limited,Deposit,West,6,No,23,24,No,1
08000841,25,34924235,6467932,5456625,773,2258960,508160,1,2,Manufacturing,Proprietorship,Property,North,4,Yes,16,20,No,0
08000842,42,16775430,1757905,7409775,800,2572148,46227,19,4,Agriculture,Proprietorship,Deposit,West,0,Yes,5,17,No,1
08000843,66,20382332,3978852,6012834,649,2993954,815200,7,7,Agriculture,Partnership,Deposit,East,4,No,18,9,No,1
08000844,65,11205926,2429216,5057148,626,3191831,479139,12,7,Agriculture,Private limited,None,West,4,No,14,17,No,1
08000845,34,29488832,6613618,4782062,729,20773,810781,22,0,Retail,Partnership,Property,West,1,No,20,1,Yes,0
08000846,64,14341463,2301528,6443384,767,808673,6791,18,4,Retail,Proprietorship,Deposit,South,3,Yes,24,7,No,1
08000847,45,10645689,5421186,5535401,619,1893836,470141,22,4,Services,Partnership,Property,South,6,No,2,8,No,0
08000848,53,6505339,4857503,2702646,641,1749067,172767,25,1,Manufacturing,Partnership,Property,North,1,No,8,9,No,0
08000849,42,10108770,3495025,3057612,719,3059038,23312,5,1,Manufacturing,Partnership,Deposit,North,8,No,4,20,No,0
08000850,68,11400794,3516424,1913883,643,353366,323640,25,2,Retail,Partnership,Property,West,8,No,17,20,Yes,1
08000851,46,28845352,1209667,2984802,769,1738292,197841,11,3,Agriculture,Partnership,Property,East,5,Yes,12,6,Yes,1
08000852,68,9182560,5389159,6011926,818,2411200,260636,12,4,Manufacturing,Proprietorship,Deposit,West,3,Yes,12,11,Yes,1
08000853,21,30798577,1184792,5631620,751,3556025,440410,14,4,Services,Proprietorship,None,East,4,Yes,12,24,Yes,0
08000854,52,5682514,1794238,6307245,655,3713566,420128,20,1,Manufacturing,Partnership,None,North,2,No,15,7,No,0
08000855,66,20124131,7002019,2942691,748,1580736,837132,23,1,Manufacturing,Private limited,None,North,6,No,14,9,Yes,1
08000856,48,27435490,4912710,2931088,631,3608203,371492,17,5,Services,Private limited,Deposit,North,8,No,20,14,Yes,0
08000857,38,9249383,6216696,5966920,771,2316017,379201,4,0,Agriculture,Private limited,Deposit,West,7,Yes,25,9,No,0
08000858,29,24056020,4215078,7521327,671,2046453,84959,17,2,Manufacturing,Proprietorship,Deposit,North,8,No,24,4,Yes,1
08000859,60,4578901,4776154,4004979,634,280057,120829,23,1,Retail,Private limited,None,South,0,No,15,22,Yes,0
08000860,24,29422287,5388600,4803983,777,1702110,765535,1,5,Manufacturing,Proprietorship,None,South,3,No,0,9,Yes,1
08000861,25,14854312,838091,6970217,685,2839527,262736,19,4,Services,Proprietorship,None,East,0,No,6,0,No,0
08000862,60,12774800,3046779,5992456,773,2184838,89205,14,6,Manufacturing,Proprietorship,None,South,4,No,3,20,No,0
08000863,44,20150929,5583245,5787114,816,30699,703168,16,7,Agriculture,Private limited,Deposit,East,6,No,10,10,Yes,1
08000864,40,11108748,1703191,6542886,762,1978157,565891,22,2,Agriculture,Private limited,Deposit,North,4,Yes,13,24,No,1
08000865,42,33314330,2875654,3826646,636,2473003,142304,1,7,Agriculture,Proprietorship,None,East,1,Yes,9,14,No,1
08000866,23,18852352,5886843,2063245,794,343780,17492,20,2,Retail,Partnership,Property,West,2,No,0,0,Yes,1
08000867,50,9341742,1121968,5504846,677,1872186,-41689,8,4,Retail,Proprietorship,None,West,8,No,4,14,Yes,0
08000868,56,21309801,1469861,2057968,488,1788061,434553,21,2,Services,Private limited,None,South,0,No,15,22,No,0
08000869,46,21375526,3377510,1624475,499,126865,131494,13,3,Services,Private limited,None,West,5,Yes,9,9,No,1
08000870,56,34580758,2507658,7913358,772,717219,674954,25,7,Manufacturing,Private limited,None,East,8,Yes,4,9,Yes,1
08000871,22,18702201,2780972,7742626,597,2309550,334057,4,1,Agriculture,Proprietorship,Deposit,East,3,No,21,5,No,0
08000872,44,6437259,6499789,7462439,713,2882213,554772,23,1,Manufacturing,Proprietorship,Deposit,South,5,Yes,6,10,Yes,0
08000873,56,12702278,3887181,6634335,503,3992383,418281,12,0,Agriculture,Partnership,Deposit,East,0,Yes,7,5,No,0
08000874,23,33982476,123057,5750857,641,3734211,654357,14,3,Manufacturing,Private limited,Deposit,South,8,No,13,25,Yes,0
08000875,30,12476941,4199703,5366756,819,1713334,339926,1,6,Retail,Partnership,None,East,2,Yes,15,10,No,1
08000876,21,17570495,3975623,1455472,645,1401994,767785,18,4,Retail,Proprietorship,Deposit,North,6,Yes,8,5,Yes,0
08000877,64,23917483,1874750,1028587,743,1608417,655118,20,0,Manufacturing,Partnership,Property,South,3,Yes,22,20,No,0
08000878,49,31485047,7542590,5190170,540,230490,-7963,18,2,Services,Partnership,Deposit,East,6,Yes,13,15,Yes,0
08000879,63,13560040,5947222,6328993,824,3903364,739506,11,6,Services,Private limited,Deposit,North,2,No,17,15,Yes,1
08000880,43,15030475,7789359,3783340,515,2755984,246924,9,0,Retail,Partnership,Deposit,South,4,No,5,21,Yes,0
08000881,28,8545424,5442855,3050512,633,2294602,-53591,15,2,Agriculture,Partnership,None,North,1,No,15,8,No,0
08000882,45,24409540,1998112,5374506,558,791380,249678,23,6,Manufacturing,Proprietorship,None,East,1,Yes,15,6,Yes,1
08000883,21,14572113,1771181,2946697,832,1274470,514316,5,4,Manufacturing,Partnership,Deposit,West,1,No,7,19,Yes,1
08000884,51,11293710,5975774,6408816,526,1157393,529593,9,4,Services,Proprietorship,None,South,3,No,2,3,No,1
08000885,57,10668834,3197828,6785748,833,1870884,-54114,15,3,Manufacturing,Proprietorship,Deposit,West,6,No,21,21,No,0
08000886,55,11754775,5204552,7453457,528,3316783,-59369,1,1,Services,Partnership,Property,West,2,No,13,24,Yes,0
08000887,46,28586235,3409005,2860813,578,119610,588434,15,4,Manufacturing,Private limited,None,South,6,No,5,1,No,1
08000888,42,30932269,1241402,727167,710,3315584,627476,22,5,Retail,Partnership,Property,North,6,No,25,25,No,1
08000889,28,3555640,-151655,5508930,524,150032,536842,16,0,Retail,Proprietorship,Property,North,1,No,6,23,No,0
08000890,64,4559587,7348080,4111641,648,3576958,64942,7,0,Services,Proprietorship,Deposit,West,7,Yes,11,21,No,1
08000891,48,12652504,6609387,5352780,779,2738876,570833,2,7,Agriculture,Partnership,None,South,5,No,0,7,Yes,1
08000892,21,19046772,-28384,5715292,676,2065849,785027,20,6,Agriculture,Partnership,None,East,3,Yes,17,15,No,0
08000893,25,20826024,2696516,1419694,701,1047069,350060,7,3,Agriculture,Partnership,Property,North,3,Yes,17,14,No,1
08000894,41,33554320,4617849,3251770,553,3416820,398146,15,4,Agriculture,Partnership,Property,East,8,No,23,20,No,1
08000895,30,13224665,4884316,4610250,634,3885485,821065,2,6,Manufacturing,Proprietorship,None,East,8,Yes,16,17,Yes,1
08000896,32,21433172,-70627,3127920,523,3256667,274452,12,6,Agriculture,Proprietorship,Deposit,East,0,No,5,11,Yes,0
08000897,65,31709243,5096021,4062225,717,319124,637663,0,0,Services,Private limited,Property,East,4,Yes,18,25,No,1
08000898,31,23025330,7106839,5130653,577,1595647,365244,7,4,Agriculture,Partnership,None,West,2,Yes,12,15,No,1
08000899,65,4140394,6692368,1540746,575,3202532,250048,9,0,Services,Private limited,None,West,1,No,15,18,Yes,1
08000900,38,10467612,6060384,2298742,699,3687775,749217,21,5,Manufacturing,Proprietorship,Property,East,0,No,25,5,Yes,0
08000901,62,7444750,6855667,808231,774,1057213,321942,23,7,Retail,Partnership,None,East,2,No,14,22,No,1
08000902,21,29576368,6159130,7067826,571,489209,814077,18,5,Manufacturing,Private limited,Deposit,East,3,No,5,5,No,1
08000903,22,14724731,5017463,3250609,651,3463620,-73758,16,1,Retail,Private limited,None,East,3,No,4,25,Yes,1
08000904,65,22310810,976018,6337158,490,1180659,159068,0,1,Agriculture,Private limited,Deposit,East,8,Yes,2,18,Yes,0
08000905,65,19277219,5389667,6534332,746,1853356,-33438,16,4,Services,Proprietorship,Deposit,East,2,No,2,3,Yes,1
08000906,64,12756686,84526,7104018,809,75433,561126,5,4,Agriculture,Partnership,Property,West,0,Yes,5,0,No,0
08000907,48,4388899,651414,1526832,649,2848140,838098,8,0,Retail,Private limited,Deposit,North,5,No,15,10,No,0
08000908,41,34895355,3146250,5199619,514,2725796,535145,5,6,Services,Private limited,None,East,0,No,4,17,Yes,0
08000909,67,28043240,7106118,6974850,738,3138881,668200,5,6,Agriculture,Partnership,Deposit,North,5,No,13,21,No,1
08000910,25,1294389,2068695,5775231,636,2157325,330003,4,1,Agriculture,Proprietorship,None,East,6,No,15,19,Yes,0
08000911,29,5061948,889898,3544221,591,1122051,455215,4,2,Retail,Private limited,Property,North,7,No,21,7,No,0
