customer_id,age,tenure_months,average_balance_inr,products_held,monthly_transactions,complaints_6m,mobile_logins_30d,fee_charges_6m,days_since_last_login,salary_credit,has_credit_card,account_type,service_rating,branch_region,preferred_channel,relationship_tier,missed_calls_3m,autopay_enabled,churned
04000789,56,22,29,2,30,2,7,10,127,No,Yes,Savings,5,Urban,Phone,Standard,1,No,1
04000790,32,43,32,2,36,7,11,5,113,Yes,No,Current,5,Urban,Phone,Gold,7,Yes,1
04000791,65,46,57,1,58,7,40,10,152,Yes,No,Salary,3,Rural,App,Standard,10,Yes,1
04000792,45,40,59,3,48,8,54,7,6,Yes,No,Current,3,Urban,Phone,Standard,1,Yes,1
04000793,22,29,47,5,19,2,31,3,71,Yes,Yes,Current,1,Metro,App,Platinum,2,No,0
04000794,21,17,47,4,54,5,5,8,111,Yes,No,Current,4,Metro,App,Standard,6,Yes,1
04000795,49,74,21,3,60,3,44,7,139,No,Yes,Savings,2,Metro,Phone,Gold,0,No,0
04000796,42,80,46,2,58,2,13,4,89,No,Yes,Savings,3,Metro,App,Platinum,3,No,0
04000797,64,59,59,3,82,3,23,0,178,Yes,No,Savings,1,Rural,App,Gold,9,No,1
04000798,47,47,49,3,26,5,41,2,68,Yes,Yes,Savings,3,Urban,Phone,Standard,4,No,0
04000799,39,33,22,3,32,2,21,7,107,No,Yes,Savings,5,Urban,Branch,Standard,2,No,1
04000800,37,76,44,4,3,3,41,5,13,Yes,Yes,Salary,4,Rural,Branch,Gold,0,No,0
04000801,43,63,57,2,78,5,53,1,17,Yes,Yes,Current,2,Rural,Branch,Platinum,8,Yes,0
04000802,26,28,29,1,70,3,13,10,124,No,Yes,Savings,1,Metro,App,Platinum,5,Yes,1
04000803,40,81,23,2,42,0,8,0,84,Yes,Yes,Savings,4,Metro,Branch,Platinum,7,Yes,1
04000804,38,10,45,5,31,6,17,0,159,Yes,No,Salary,4,Urban,Phone,Platinum,6,Yes,1
04000805,49,38,41,6,49,7,6,7,167,No,Yes,Current,1,Metro,Phone,Standard,7,No,0
04000806,33,3,41,4,42,7,40,4,102,Yes,Yes,Current,2,Urban,Phone,Platinum,9,Yes,1
04000807,66,61,22,3,60,6,41,7,158,No,Yes,Savings,2,Rural,App,Gold,7,No,0
04000808,22,30,64,1,16,1,0,10,169,Yes,No,Current,4,Rural,App,Standard,10,Yes,0
04000809,55,69,59,5,23,2,47,6,133,No,Yes,Savings,4,Rural,App,Platinum,5,No,1
04000810,27,49,24,6,9,3,34,10,43,No,Yes,Current,5,Rural,Phone,Platinum,3,No,0
04000811,56,71,64,6,59,1,27,0,112,No,Yes,Salary,5,Rural,Phone,Gold,3,Yes,0
04000812,64,44,66,6,11,2,17,2,133,No,Yes,Current,3,Rural,Phone,Gold,3,Yes,0
04000813,36,79,62,6,82,3,27,4,132,Yes,No,Savings,5,Urban,Phone,Gold,8,Yes,1
04000814,43,18,68,5,35,5,15,7,28,Yes,Yes,Salary,5,Rural,Phone,Platinum,10,No,1
04000815,21,62,30,1,70,1,24,5,40,Yes,Yes,Current,3,Metro,App,Standard,8,Yes,0
04000816,43,77,60,4,32,6,8,9,33,No,No,Current,5,Urban,Phone,Platinum,1,No,0
04000817,22,1,48,1,18,1,29,7,11,No,Yes,Current,2,Rural,App,Standard,4,No,0
04000818,45,26,63,5,63,0,54,4,178,Yes,No,Current,4,Metro,Branch,Gold,7,Yes,1
04000819,24,82,46,1,77,3,41,0,178,Yes,No,Current,4,Urban,Phone,Standard,3,No,0
04000820,46,5,60,2,3,0,20,1,44,Yes,Yes,Savings,5,Rural,Phone,Platinum,2,Yes,0
04000821,37,42,23,3,66,0,43,8,141,Yes,Yes,Savings,5,Metro,Phone,Gold,10,No,1
04000822,25,1,37,5,68,5,33,0,86,No,Yes,Salary,1,Urban,App,Gold,9,No,1
04000823,53,26,47,1,71,4,28,3,149,No,Yes,Salary,5,Metro,App,Platinum,1,Yes,1
04000824,52,58,66,2,12,6,35,4,158,No,Yes,Salary,3,Rural,App,Standard,8,Yes,0
04000825,67,77,68,6,49,4,20,4,171,No,Yes,Savings,1,Rural,App,Platinum,4,Yes,0
04000826,51,39,52,4,4,6,44,9,21,No,No,Savings,2,Urban,App,Standard,6,Yes,0
04000827,67,42,33,1,12,6,22,1,107,Yes,No,Current,1,Urban,Phone,Platinum,8,No,0
04000828,24,58,38,2,26,7,8,2,20,Yes,No,Savings,4,Metro,Phone,Platinum,0,Yes,0
04000829,40,22,52,2,32,7,32,10,94,Yes,No,Salary,3,Rural,Branch,Platinum,9,Yes,1
04000830,21,66,42,2,61,3,26,3,8,Yes,No,Salary,1,Metro,App,Gold,6,Yes,0
04000831,30,78,46,4,60,3,6,4,164,Yes,No,Current,2,Rural,Branch,Platinum,2,No,0
04000832,23,67,51,4,34,7,35,9,55,Yes,No,Current,2,Urban,Branch,Standard,6,No,1
04000833,42,29,25,3,28,2,38,10,59,No,No,Salary,3,Rural,Phone,Platinum,6,No,0
04000834,32,23,26,4,29,3,32,7,165,No,Yes,Savings,3,Metro,Branch,Standard,2,Yes,1
04000835,21,32,43,6,30,7,33,4,100,No,Yes,Savings,1,Rural,Branch,Standard,0,Yes,1
04000836,52,63,68,1,45,4,49,3,132,No,No,Savings,4,Rural,App,Gold,1,No,0
04000837,50,59,35,1,76,2,51,2,41,No,No,Current,3,Rural,Phone,Gold,8,Yes,0
04000838,65,80,29,3,3,1,32,4,71,Yes,Yes,Salary,1,Urban,Phone,Standard,5,No,0
04000839,64,60,41,6,45,0,24,4,4,No,Yes,Current,2,Rural,Branch,Standard,2,No,0
04000840,39,59,56,6,27,4,7,1,130,No,Yes,Current,3,Rural,App,Gold,9,Yes,1
04000841,58,18,64,4,60,5,23,5,135,No,Yes,Savings,5,Metro,App,Gold,7,Yes,0
04000842,31,9,63,4,52,3,9,2,10,Yes,Yes,Salary,1,Urban,Branch,Gold,3,Yes,0
04000843,54,11,28,5,72,4,11,5,117,Yes,No,Savings,1,Urban,App,Standard,1,Yes,0
04000844,67,8,36,5,63,7,3,9,10,No,No,Savings,1,Rural,Branch,Standard,6,No,1
04000845,35,76,51,4,52,0,0,3,68,No,No,Current,3,Rural,App,Platinum,0,No,0
04000846,51,6,58,6,67,1,15,2,164,Yes,No,Current,2,Rural,App,Gold,2,No,0
04000847,55,66,62,1,82,4,16,0,28,No,Yes,Current,4,Urban,App,Gold,6,No,0
04000848,21,74,59,3,71,3,9,2,51,No,Yes,Salary,2,Urban,App,Standard,6,No,0
04000849,63,44,43,2,36,4,29,7,8,No,No,Current,5,Rural,Phone,Gold,10,No,1
04000850,50,65,65,3,84,4,30,2,76,Yes,Yes,Savings,5,Rural,Branch,Gold,8,Yes,0
04000851,22,79,24,1,34,4,0,3,151,Yes,No,Current,5,Metro,Phone,Platinum,6,Yes,1
04000852,34,35,40,2,73,5,32,9,133,Yes,Yes,Savings,1,Urban,Branch,Gold,7,No,1
04000853,25,41,63,6,22,0,8,10,13,No,No,Savings,2,Rural,Branch,Platinum,8,No,0
04000854,53,58,53,1,10,7,34,2,25,Yes,Yes,Savings,3,Rural,Branch,Gold,4,No,0
04000855,30,30,57,1,44,1,6,1,166,No,No,Current,5,Metro,Branch,Standard,2,Yes,0
04000856,69,59,44,2,69,1,2,0,169,Yes,No,Current,1,Urban,App,Standard,1,Yes,0
04000857,28,28,49,4,52,7,26,7,151,Yes,Yes,Salary,4,Urban,Phone,Gold,0,Yes,1
04000858,58,45,63,3,50,2,16,7,154,Yes,No,Savings,3,Metro,App,Standard,7,No,1
04000859,68,84,26,4,66,2,13,7,180,No,Yes,Current,3,Urban,App,Gold,9,No,0
04000860,32,8,49,2,74,3,46,0,15,No,Yes,Savings,1,Urban,Phone,Gold,10,Yes,1
04000861,63,48,68,5,46,0,50,10,56,Yes,No,Salary,5,Metro,Phone,Gold,1,Yes,1
04000862,58,36,38,4,70,1,14,6,22,No,No,Salary,2,Rural,Branch,Gold,2,Yes,1
04000863,23,59,66,4,84,2,43,6,3,No,Yes,Current,3,Metro,Branch,Standard,0,Yes,0
04000864,69,38,43,2,0,1,0,3,124,No,No,Current,5,Rural,Branch,Platinum,0,Yes,1
04000865,61,21,59,6,36,6,54,2,70,No,No,Current,4,Urban,Branch,Gold,0,No,0
04000866,56,68,61,1,35,2,26,9,5,No,Yes,Savings,4,Metro,Phone,Platinum,7,Yes,0
04000867,39,57,22,5,52,0,7,2,58,Yes,No,Current,2,Metro,Branch,Standard,5,Yes,0
04000868,29,3,53,1,9,4,32,7,139,No,No,Salary,3,Urban,Phone,Standard,3,No,1
04000869,51,19,66,6,2,2,27,6,164,Yes,No,Salary,3,Metro,Branch,Standard,3,Yes,1
04000870,64,60,32,3,30,7,12,1,50,Yes,Yes,Salary,3,Metro,App,Standard,8,Yes,0
04000871,47,33,30,1,6,6,6,7,72,Yes,Yes,Salary,3,Urban,Phone,Platinum,5,Yes,0
04000872,22,10,52,1,53,2,26,7,128,No,No,Savings,1,Urban,Branch,Platinum,3,Yes,0
04000873,69,69,66,6,55,6,47,0,13,Yes,No,Savings,5,Urban,App,Standard,10,Yes,0
04000874,50,15,50,3,15,8,24,5,63,Yes,No,Current,2,Urban,Branch,Gold,9,Yes,1
04000875,34,62,52,2,39,8,7,3,28,Yes,No,Current,2,Urban,Phone,Gold,9,No,0
04000876,47,60,34,5,17,5,5,1,143,No,No,Salary,3,Urban,Phone,Platinum,7,No,1
04000877,53,11,24,5,30,2,36,8,27,Yes,No,Savings,5,Rural,App,Standard,9,No,1
04000878,61,43,53,3,46,6,29,8,50,No,No,Salary,5,Rural,Branch,Platinum,6,Yes,1
04000879,35,32,36,2,72,3,35,4,146,No,Yes,Salary,5,Urban,Branch,Standard,8,No,1
04000880,62,1,26,1,49,1,11,6,80,No,Yes,Current,1,Urban,App,Gold,4,Yes,0
04000881,46,37,35,3,23,6,18,2,21,No,No,Salary,3,Urban,Branch,Standard,4,No,1
04000882,29,74,69,1,55,1,0,9,32,No,No,Savings,3,Metro,Branch,Gold,7,No,0
04000883,44,38,49,1,10,3,1,5,10,Yes,No,Salary,4,Rural,Phone,Platinum,7,No,0
04000884,58,23,31,6,35,1,10,4,25,No,Yes,Savings,5,Rural,App,Standard,6,Yes,0
04000885,39,31,66,5,65,5,31,8,157,No,No,Salary,1,Urban,Branch,Platinum,8,Yes,1
04000886,35,31,61,5,63,8,27,9,170,Yes,Yes,Current,3,Rural,Branch,Standard,6,Yes,1
04000887,26,63,29,4,57,7,3,3,102,Yes,No,Savings,5,Rural,Branch,Standard,9,No,1
04000888,45,63,43,5,11,7,4,5,118,No,Yes,Current,3,Rural,App,Standard,1,Yes,1
04000889,22,52,21,6,57,5,41,0,103,No,Yes,Salary,2,Rural,Branch,Platinum,8,Yes,1
04000890,66,28,26,5,24,8,22,0,104,No,No,Savings,4,Metro,App,Platinum,10,Yes,1
04000891,41,64,21,5,49,7,41,0,171,No,Yes,Current,2,Urban,App,Gold,10,Yes,1
04000892,46,49,55,5,76,8,10,4,22,No,Yes,Savings,4,Urban,Phone,Standard,2,Yes,1
04000893,65,3,59,4,51,2,45,10,39,Yes,Yes,Savings,5,Urban,Phone,Standard,0,No,1
04000894,59,59,35,4,44,6,4,0,84,No,Yes,Current,2,Metro,App,Standard,8,No,0
04000895,28,78,60,6,70,2,17,5,108,Yes,No,Savings,3,Rural,Branch,Standard,2,No,1
04000896,41,77,31,3,73,5,43,3,64,Yes,No,Savings,2,Urban,Phone,Gold,7,Yes,1
04000897,66,61,23,6,15,5,3,10,49,Yes,No,Current,5,Metro,Branch,Gold,5,No,1
04000898,48,8,24,1,23,3,13,4,142,Yes,No,Salary,3,Metro,Branch,Platinum,0,Yes,0
04000899,38,68,28,6,67,8,40,7,137,Yes,No,Current,4,Urban,Branch,Gold,1,Yes,1
04000900,58,62,61,4,58,0,5,4,34,No,Yes,Savings,1,Urban,Branch,Platinum,5,No,0
04000901,35,25,58,2,81,4,20,6,143,No,No,Current,5,Rural,App,Platinum,9,Yes,1
04000902,42,64,46,2,1,4,19,5,174,No,Yes,Current,2,Urban,Phone,Standard,1,No,1
04000903,36,77,41,2,59,2,8,3,30,Yes,No,Savings,1,Metro,App,Standard,4,Yes,0
04000904,67,11,30,5,24,3,37,5,57,Yes,Yes,Savings,5,Metro,Phone,Gold,8,Yes,1
04000905,24,44,43,1,40,4,11,4,68,Yes,Yes,Savings,4,Metro,Branch,Platinum,10,Yes,1
04000906,56,37,49,3,39,5,50,2,156,No,No,Savings,5,Rural,App,Platinum,6,Yes,1
04000907,56,45,30,5,10,0,52,3,171,Yes,Yes,Salary,2,Metro,Branch,Platinum,9,Yes,1
04000908,44,82,24,6,48,5,35,3,45,Yes,Yes,Salary,2,Urban,Phone,Platinum,9,No,0
04000909,40,82,34,5,17,1,20,2,138,Yes,Yes,Current,3,Metro,Branch,Platinum,5,Yes,1
04000910,21,39,53,6,51,3,41,0,54,No,Yes,Salary,3,Urban,Branch,Gold,9,Yes,0
04000911,52,20,29,4,60,4,35,6,124,No,Yes,Current,2,Metro,Phone,Gold,3,Yes,1
04000912,29,0,29,1,67,5,53,0,49,Yes,No,Current,3,Rural,Phone,Platinum,10,Yes,0
04000913,55,11,42,5,36,0,23,9,60,Yes,No,Savings,3,Urban,Phone,Gold,4,Yes,0
04000914,50,75,21,3,38,2,55,8,90,No,No,Current,5,Rural,Phone,Platinum,3,No,1
04000915,39,32,28,4,41,5,48,8,136,No,Yes,Salary,2,Metro,Branch,Gold,1,No,1
04000916,68,3,21,4,84,7,44,7,107,No,No,Savings,1,Rural,Branch,Gold,6,Yes,1
04000917,51,30,61,2,68,0,34,2,88,Yes,No,Savings,5,Rural,App,Standard,7,No,0
04000918,40,74,57,6,71,8,49,0,85,No,No,Savings,4,Urban,App,Gold,4,No,0
04000919,65,12,49,4,83,2,14,7,141,Yes,No,Current,3,Rural,Phone,Standard,3,Yes,0
04000920,35,41,40,5,20,1,34,8,38,No,Yes,Current,3,Urban,App,Standard,4,No,0
04000921,45,5,51,2,16,0,49,10,3,No,No,Current,2,Rural,Phone,Standard,0,Yes,1
04000922,59,45,29,3,55,5,29,0,65,Yes,Yes,Current,4,Urban,App,Gold,1,No,0
04000923,38,23,28,4,5,2,43,5,88,No,No,Salary,5,Metro,Branch,Platinum,10,Yes,1
04000924,43,58,37,5,18,4,43,2,153,No,Yes,Current,2,Urban,Branch,Gold,0,Yes,1
04000925,32,9,26,6,81,4,23,5,20,No,Yes,Salary,5,Rural,Phone,Gold,1,Yes,0
04000926,26,62,41,6,63,3,41,1,47,Yes,No,Current,2,Urban,Branch,Standard,4,Yes,0
04000927,29,43,69,3,33,0,17,4,26,Yes,Yes,Savings,4,Metro,App,Standard,4,Yes,0
04000928,41,50,69,2,79,0,8,4,10,Yes,No,Savings,3,Metro,Phone,Gold,1,Yes,0
04000929,37,45,58,5,16,3,24,0,63,Yes,Yes,Savings,1,Urban,Branch,Gold,3,No,0
04000930,37,30,36,1,79,4,54,10,165,No,No,Current,2,Metro,App,Standard,2,No,1
04000931,23,23,53,3,9,6,7,6,156,No,Yes,Savings,2,Urban,Branch,Platinum,2,No,1
04000932,21,8,63,5,80,5,22,9,67,No,No,Salary,5,Rural,Phone,Platinum,7,No,1
04000933,34,46,37,1,52,3,2,2,81,Yes,Yes,Salary,2,Urban,Phone,Platinum,4,No,0
04000934,68,57,36,1,72,1,24,5,16,Yes,Yes,Savings,3,Rural,Branch,Gold,2,No,0
04000935,45,66,27,1,22,8,41,8,120,Yes,Yes,Savings,3,Metro,Branch,Platinum,5,Yes,1
04000936,33,76,52,2,28,6,54,5,72,Yes,No,Current,4,Metro,Branch,Gold,1,Yes,0
04000937,65,84,68,6,59,2,55,7,59,Yes,No,Salary,1,Rural,Branch,Standard,1,Yes,0
04000938,68,52,68,6,83,6,6,6,76,No,Yes,Salary,1,Metro,Branch,Standard,7,Yes,0
04000939,35,45,64,3,51,1,50,10,133,Yes,Yes,Current,1,Rural,Branch,Standard,5,Yes,1
04000940,30,37,26,5,26,6,4,3,149,Yes,No,Current,1,Urban,Phone,Platinum,3,Yes,0
04000941,54,56,53,3,47,5,39,5,1,Yes,Yes,Current,2,Metro,Phone,Gold,0,No,0
04000942,58,64,57,4,44,5,51,6,53,No,Yes,Salary,1,Metro,App,Standard,8,Yes,0
04000943,41,79,66,2,3,2,12,8,150,No,Yes,Savings,1,Rural,Phone,Gold,5,Yes,0
04000944,56,18,53,4,19,5,8,4,19,No,Yes,Current,2,Metro,Phone,Gold,3,Yes,1
04000945,56,0,35,4,16,4,16,5,70,Yes,Yes,Current,1,Rural,App,Gold,5,Yes,0
04000946,32,30,53,3,35,4,17,5,144,No,Yes,Current,2,Rural,Branch,Platinum,3,No,1
04000947,36,17,55,3,41,5,37,7,162,No,No,Savings,4,Metro,Phone,Gold,6,No,1
04000948,58,12,58,4,9,0,7,3,53,Yes,No,Salary,4,Rural,Branch,Gold,9,No,0
04000949,48,9,51,5,27,4,10,7,62,Yes,No,Current,3,Urban,Branch,Gold,0,No,1
04000950,50,49,56,2,73,0,46,2,21,No,Yes,Current,3,Urban,App,Standard,2,Yes,0
04000951,40,34,58,3,48,3,25,8,139,No,No,Savings,2,Metro,Phone,Gold,1,Yes,1
04000952,64,15,65,5,74,0,36,2,103,Yes,Yes,Current,1,Urban,Branch,Standard,3,No,1
04000953,50,18,32,1,2,4,47,8,136,No,No,Savings,3,Metro,Phone,Platinum,2,Yes,1
04000954,56,3,55,2,79,1,16,2,144,No,No,Current,4,Rural,App,Gold,1,No,0
04000955,51,72,29,5,59,1,35,4,120,Yes,Yes,Salary,1,Rural,App,Platinum,4,Yes,0
04000956,53,30,26,4,71,8,30,6,167,No,No,Salary,2,Urban,Phone,Standard,4,No,1
04000957,62,41,64,6,83,3,38,10,79,Yes,No,Savings,4,Urban,Phone,Gold,5,Yes,1
04000958,43,15,69,5,20,5,42,5,113,No,Yes,Current,3,Metro,App,Standard,0,Yes,1
04000959,35,9,45,1,11,3,11,9,124,No,No,Current,3,Metro,Phone,Platinum,10,No,0
04000960,56,10,34,1,44,4,26,2,107,Yes,Yes,Savings,2,Urban,App,Gold,2,Yes,0
04000961,30,19,59,5,1,8,40,9,15,Yes,Yes,Savings,2,Urban,Branch,Gold,4,Yes,1
04000962,38,13,38,1,42,4,52,5,51,No,No,Current,4,Rural,App,Platinum,1,No,0
04000963,33,24,52,3,7,2,4,3,4,No,No,Savings,3,Urban,App,Standard,4,No,0
04000964,23,22,36,5,10,0,10,6,153,No,Yes,Salary,4,Urban,App,Standard,10,No,1
04000965,27,24,47,4,16,3,9,0,165,No,Yes,Savings,3,Metro,Branch,Standard,3,No,1
04000966,46,50,69,3,79,4,47,0,11,Yes,Yes,Savings,5,Urban,Phone,Gold,5,Yes,0
04000967,40,61,22,6,80,6,28,4,147,No,No,Current,5,Rural,App,Gold,1,Yes,1
04000968,58,78,69,1,26,3,12,3,153,No,No,Salary,5,Metro,Phone,Standard,3,Yes,0
04000969,45,62,42,2,64,8,47,2,74,No,No,Savings,3,Metro,Branch,Platinum,3,No,1
04000970,48,35,61,4,25,3,27,0,82,Yes,No,Salary,2,Rural,Branch,Gold,8,No,0
04000971,24,50,38,6,65,3,54,3,143,No,No,Savings,3,Urban,Branch,Standard,9,No,1
04000972,49,29,69,2,80,3,54,3,5,No,No,Current,2,Urban,Branch,Standard,2,No,0
04000973,37,67,29,4,74,3,55,10,143,Yes,No,Current,2,Urban,Branch,Platinum,7,No,0
04000974,21,0,43,6,77,1,10,2,85,Yes,No,Salary,5,Urban,Phone,Standard,7,Yes,1
04000975,54,84,65,3,56,1,6,7,129,No,No,Current,5,Urban,App,Gold,4,Yes,0
04000976,24,71,47,3,42,6,50,7,144,Yes,No,Current,2,Metro,Phone,Standard,9,Yes,1
04000977,32,73,47,3,16,5,20,6,115,Yes,No,Current,1,Rural,Phone,Platinum,5,Yes,0
04000978,26,70,68,1,41,5,34,7,26,Yes,Yes,Salary,5,Rural,Branch,Platinum,1,Yes,0
04000979,56,11,64,6,43,4,12,5,19,Yes,Yes,Savings,1,Metro,Phone,Standard,7,No,0
04000980,45,58,48,6,57,7,23,9,77,No,Yes,Salary,5,Urban,Branch,Platinum,8,No,1
04000981,60,76,35,4,23,7,21,10,44,No,No,Current,1,Metro,Branch,Platinum,9,Yes,0
04000982,25,84,55,2,19,1,15,6,165,No,No,Current,1,Rural,App,Standard,9,Yes,0
04000983,46,82,58,1,57,0,2,9,164,Yes,Yes,Current,4,Rural,Branch,Standard,9,Yes,0
04000984,34,47,48,6,29,5,38,0,20,Yes,No,Salary,5,Metro,App,Standard,6,No,1
04000985,33,47,68,5,29,7,53,4,39,Yes,No,Salary,1,Metro,App,Standard,4,Yes,0
04000986,29,31,38,6,26,8,38,3,30,No,No,Current,4,Urban,App,Standard,1,Yes,1
04000987,34,32,58,5,33,8,42,9,70,Yes,No,Salary,4,Rural,Phone,Platinum,9,Yes,1
04000988,35,68,60,2,35,2,29,0,179,Yes,Yes,Current,1,Rural,Phone,Platinum,9,Yes,0
04000989,50,1,40,2,67,6,29,1,62,No,No,Savings,5,Urban,Phone,Gold,5,Yes,0
04000990,33,52,46,2,83,7,7,8,174,No,Yes,Savings,1,Metro,Branch,Gold,1,Yes,1
04000991,52,39,63,5,59,1,14,5,23,No,Yes,Savings,1,Metro,App,Platinum,9,No,0
04000992,65,78,59,1,68,3,22,3,74,Yes,Yes,Current,2,Metro,Branch,Gold,0,No,0
04000993,44,71,66,5,5,2,50,2,66,Yes,No,Current,1,Rural,Branch,Standard,2,Yes,0
04000994,40,73,53,6,50,0,53,6,27,Yes,No,Salary,5,Rural,Branch,Platinum,5,Yes,0
04000995,50,80,64,5,29,5,30,1,169,Yes,Yes,Savings,4,Urban,Branch,Standard,8,Yes,1
04000996,66,72,24,2,16,8,6,6,145,No,Yes,Current,4,Rural,App,Standard,5,Yes,1
04000997,30,44,32,1,63,5,9,5,27,Yes,No,Current,3,Rural,Phone,Standard,2,No,0
04000998,37,48,55,6,21,5,49,6,159,Yes,No,Current,3,Urban,App,Gold,3,Yes,1
04000999,39,23,53,3,59,6,49,7,71,No,Yes,Salary,4,Urban,Branch,Gold,7,Yes,0
04001000,23,26,45,5,83,4,31,3,45,Yes,No,Salary,1,Rural,App,Platinum,3,Yes,0
