age,monthly_income_inr,employment_type,years_employed,education_level,marital_status,dependents,residence_type,years_at_address,loan_amount_inr,loan_term_months,loan_purpose,existing_loans,monthly_debt_payments_inr,credit_score,late_payments_last_12m,savings_balance_inr,account_tenure_years,has_guarantor,loan_default
46,56000,Contract,14,Graduate,Single,3,Rented,6,1350000,24,Education,0,5000,591,1,290000,5,Yes,1
30,35000,Salaried,3,Graduate,Single,0,Family,12,200000,48,Personal,0,9000,749,1,135000,12,No,0
45,49000,Contract,19,Graduate,Single,3,Family,0,1240000,12,Home improvement,1,12000,689,3,70000,3,Yes,1
50,71000,Salaried,4,Postgraduate,Married,1,Owned,14,1640000,60,Education,0,12000,593,4,290000,6,Yes,1
58,72000,Salaried,24,Graduate,Married,0,Family,1,1300000,60,Personal,0,21000,608,2,380000,15,No,1
36,78000,Salaried,10,Postgraduate,Single,3,Rented,8,1810000,60,Business,2,46000,640,0,70000,11,Yes,1
35,40000,Self-employed,13,High school,Single,3,Rented,11,770000,12,Business,1,12000,714,0,95000,6,Yes,0
44,31000,Salaried,4,Postgraduate,Single,4,Owned,14,440000,24,Medical,1,8000,550,2,150000,1,Yes,1
30,84000,Salaried,3,Graduate,Married,2,Rented,2,160000,48,Medical,0,26000,725,0,240000,12,Yes,0
38,50000,Salaried,3,Postgraduate,Single,2,Owned,5,1070000,12,Vehicle,1,16000,684,0,160000,11,No,0
45,37000,Self-employed,0,Graduate,Married,2,Rented,25,1050000,60,Personal,0,9000,758,0,190000,0,No,0
46,29000,Salaried,13,High school,Married,0,Family,10,1130000,60,Home improvement,0,7000,632,1,125000,3,No,0
36,120000,Salaried,1,High school,Married,0,Rented,9,1320000,48,Vehicle,0,20000,750,0,305000,16,Yes,0
32,147000,Salaried,0,Graduate,Single,1,Family,6,1330000,48,Vehicle,1,59000,758,1,455000,5,Yes,0
23,102000,Self-employed,2,Postgraduate,Married,3,Family,5,310000,12,Education,0,21000,654,1,555000,5,Yes,0
55,67000,Salaried,15,Graduate,Married,2,Owned,20,1100000,24,Personal,2,27000,662,1,135000,15,Yes,0
50,58000,Salaried,8,High school,Single,1,Family,21,90000,36,Personal,1,25000,664,1,295000,10,No,0
55,73000,Salaried,2,Postgraduate,Single,3,Rented,3,520000,48,Vehicle,0,25000,687,2,250000,17,Yes,0
61,60000,Salaried,21,High school,Married,0,Rented,9,340000,36,Vehicle,3,35000,675,0,5000,3,Yes,0
52,31000,Salaried,8,Graduate,Married,2,Rented,0,220000,12,Vehicle,0,7000,596,4,50000,19,Yes,1
44,62000,Salaried,4,High school,Married,0,Owned,8,610000,36,Vehicle,2,28000,726,0,95000,6,No,0
59,87000,Contract,26,Graduate,Married,3,Rented,21,1790000,60,Medical,0,26000,739,0,180000,17,Yes,0
61,82000,Salaried,16,Graduate,Married,3,Owned,7,1140000,24,Personal,1,28000,590,4,300000,3,No,1
36,94000,Salaried,2,High school,Single,1,Rented,14,1230000,60,Personal,1,32000,708,2,515000,12,Yes,0
40,87000,Salaried,10,Graduate,Married,3,Rented,16,320000,48,Education,0,21000,745,0,100000,1,Yes,0
58,146000,Self-employed,21,Postgraduate,Married,0,Owned,10,90000,48,Vehicle,2,48000,692,0,420000,5,No,0
48,63000,Self-employed,13,High school,Married,0,Owned,21,1030000,36,Business,2,22000,777,0,195000,3,Yes,0
24,56000,Contract,4,Postgraduate,Single,3,Family,6,1660000,36,Business,1,15000,840,1,220000,6,No,1
47,53000,Salaried,9,Postgraduate,Married,2,Rented,14,790000,24,Home improvement,2,24000,603,0,215000,1,Yes,0
23,69000,Contract,0,Graduate,Single,0,Owned,5,1890000,48,Vehicle,2,34000,701,0,185000,5,Yes,1
25,38000,Salaried,2,Postgraduate,Single,0,Owned,7,1400000,60,Business,2,20000,692,1,70000,7,No,1
54,83000,Salaried,8,Graduate,Married,2,Rented,4,540000,24,Personal,0,24000,618,1,355000,5,No,0
53,61000,Salaried,6,Graduate,Married,0,Owned,9,1910000,60,Business,0,10000,607,1,290000,8,No,1
25,78000,Contract,2,High school,Married,1,Family,7,960000,12,Personal,0,16000,519,2,15000,7,Yes,1
51,49000,Salaried,7,High school,Married,1,Rented,8,1730000,12,Education,1,10000,532,4,95000,11,No,1
47,56000,Salaried,6,High school,Single,0,Family,17,1120000,24,Vehicle,0,11000,827,0,25000,5,Yes,0
51,55000,Self-employed,3,Graduate,Married,0,Owned,20,1790000,48,Business,0,10000,734,0,35000,16,No,0
23,55000,Contract,3,Postgraduate,Single,2,Owned,5,360000,12,Home improvement,2,32000,619,0,270000,5,No,1
54,49000,Contract,4,Postgraduate,Single,1,Family,18,440000,24,Business,1,17000,483,2,185000,9,Yes,1
22,96000,Salaried,0,High school,Single,2,Rented,2,1440000,60,Personal,0,26000,629,0,45000,4,No,1
33,87000,Salaried,4,Graduate,Single,2,Family,12,1180000,24,Business,2,45000,619,0,190000,14,No,1
30,31000,Self-employed,0,High school,Single,1,Rented,4,970000,36,Business,0,6000,716,0,130000,12,Yes,0
43,45000,Salaried,3,Graduate,Single,1,Owned,4,1240000,60,Vehicle,1,18000,707,1,140000,3,No,0
57,85000,Self-employed,8,Graduate,Married,2,Owned,6,1640000,60,Home improvement,1,30000,720,0,250000,17,No,0
40,111000,Salaried,7,Graduate,Single,0,Owned,22,1130000,36,Vehicle,1,41000,803,3,135000,12,Yes,0
28,110000,Salaried,2,Postgraduate,Single,1,Owned,8,1550000,36,Home improvement,0,17000,534,3,120000,0,No,1
32,64000,Salaried,6,Graduate,Single,2,Owned,14,1130000,60,Vehicle,1,22000,546,2,110000,4,Yes,0
25,22000,Salaried,2,Graduate,Single,2,Rented,6,420000,12,Vehicle,0,3000,712,1,100000,2,No,0
33,40000,Salaried,0,Graduate,Married,1,Rented,14,300000,12,Education,0,8000,665,2,120000,10,No,0
50,86000,Contract,19,Graduate,Married,3,Rented,13,1220000,36,Education,1,38000,596,3,90000,17,No,1
49,77000,Salaried,4,Graduate,Single,2,Owned,1,1310000,60,Education,2,34000,553,3,170000,6,Yes,1
38,67000,Salaried,4,High school,Married,2,Family,18,820000,48,Education,2,33000,705,2,170000,10,Yes,1
24,91000,Salaried,0,Postgraduate,Single,1,Owned,6,1350000,24,Education,0,32000,660,2,260000,5,No,0
27,75000,Contract,0,Postgraduate,Married,1,Owned,9,1390000,48,Medical,0,16000,617,0,135000,9,No,1
37,96000,Salaried,8,High school,Single,1,Owned,19,840000,36,Vehicle,0,26000,591,4,130000,1,No,1
38,109000,Contract,11,Postgraduate,Married,0,Rented,6,240000,36,Education,2,48000,587,3,285000,2,Yes,1
51,63000,Contract,11,Graduate,Single,3,Owned,25,1520000,60,Home improvement,1,18000,533,4,70000,11,No,1
33,58000,Self-employed,8,Graduate,Single,0,Rented,3,630000,48,Personal,0,11000,615,2,270000,15,Yes,1
35,78000,Contract,7,Graduate,Married,2,Owned,17,1930000,12,Business,0,11000,692,0,205000,4,No,0
37,32000,Salaried,8,Graduate,Single,0,Rented,16,480000,48,Medical,1,15000,708,1,135000,15,No,0
55,45000,Salaried,19,Postgraduate,Married,3,Rented,12,490000,60,Home improvement,0,14000,711,1,85000,4,Yes,0
38,46000,Salaried,3,Postgraduate,Single,2,Owned,10,610000,12,Home improvement,2,24000,575,2,35000,17,No,1
57,38000,Salaried,20,Graduate,Single,1,Owned,11,860000,12,Business,0,7000,791,0,185000,14,Yes,0
29,75000,Salaried,5,Postgraduate,Single,1,Rented,11,1960000,48,Medical,2,43000,637,0,165000,11,No,1
41,27000,Salaried,11,Graduate,Single,1,Owned,2,290000,12,Business,0,3000,585,2,95000,9,No,1
42,41000,Salaried,8,High school,Single,2,Owned,19,1690000,48,Personal,0,5000,646,0,115000,9,Yes,0
32,40000,Contract,7,Graduate,Single,0,Owned,0,1880000,12,Home improvement,0,14000,754,1,105000,1,Yes,0
24,38000,Self-employed,0,High school,Single,0,Rented,3,830000,24,Vehicle,1,17000,677,3,25000,6,Yes,1
32,148000,Salaried,6,Graduate,Single,1,Owned,14,1010000,48,Home improvement,0,23000,756,0,20000,2,Yes,0
52,66000,Self-employed,14,Postgraduate,Married,2,Family,14,90000,12,Business,0,7000,652,2,95000,12,No,0
49,51000,Contract,12,Graduate,Married,1,Rented,3,1150000,24,Medical,1,12000,705,0,170000,19,Yes,0
25,53000,Self-employed,0,Postgraduate,Married,1,Rented,7,1820000,36,Vehicle,3,25000,615,3,120000,4,No,1
33,77000,Salaried,4,High school,Single,2,Owned,15,1560000,24,Personal,2,36000,563,3,250000,15,No,1
33,69000,Salaried,10,Graduate,Single,2,Family,3,1380000,12,Business,0,14000,572,2,230000,10,No,1
50,133000,Self-employed,23,Graduate,Married,0,Owned,0,340000,60,Education,1,43000,587,3,385000,17,Yes,1
54,114000,Salaried,22,High school,Married,2,Owned,8,1110000,12,Home improvement,1,45000,705,1,585000,7,Yes,0
48,55000,Contract,20,Graduate,Married,1,Owned,25,490000,48,Medical,2,28000,623,3,15000,1,No,1
33,63000,Salaried,0,Graduate,Married,0,Owned,15,1810000,12,Business,1,14000,547,2,25000,3,No,1
25,39000,Salaried,0,Postgraduate,Single,2,Family,7,960000,24,Personal,1,9000,714,0,10000,7,No,0
43,59000,Self-employed,7,Graduate,Single,0,Family,10,640000,12,Home improvement,1,15000,659,2,260000,9,No,0
42,91000,Salaried,5,Graduate,Married,3,Rented,4,130000,48,Medical,1,34000,554,2,115000,3,No,1
26,42000,Salaried,4,Graduate,Single,0,Rented,8,1920000,48,Education,1,13000,599,4,145000,1,No,1
52,37000,Self-employed,10,Graduate,Single,1,Owned,19,990000,12,Education,1,15000,642,1,140000,1,No,0
36,84000,Salaried,5,High school,Married,1,Owned,7,1080000,60,Medical,1,33000,724,0,380000,18,Yes,0
25,54000,Salaried,3,Graduate,Single,3,Family,7,1440000,60,Vehicle,2,28000,685,2,160000,7,No,1
50,57000,Salaried,13,Postgraduate,Married,1,Owned,10,800000,36,Personal,0,19000,681,2,105000,3,No,0
31,63000,Contract,7,Graduate,Single,0,Rented,13,1290000,60,Medical,1,16000,724,1,5000,9,Yes,0
50,56000,Contract,21,High school,Married,2,Family,4,1700000,48,Vehicle,0,14000,677,1,5000,2,No,0
57,69000,Salaried,19,Graduate,Married,1,Rented,19,1460000,48,Home improvement,1,31000,605,0,210000,17,No,1
56,77000,Contract,19,Graduate,Single,1,Rented,11,1340000,60,Business,0,25000,715,0,260000,13,No,0
53,91000,Salaried,5,High school,Married,2,Owned,18,1350000,48,Medical,1,23000,694,1,435000,8,No,0
41,39000,Salaried,4,Postgraduate,Single,1,Owned,8,440000,12,Education,2,19000,758,2,190000,16,No,1
38,51000,Salaried,11,Graduate,Married,2,Owned,10,990000,12,Home improvement,0,15000,626,1,25000,18,No,0
29,59000,Salaried,3,Graduate,Single,1,Owned,11,1690000,36,Vehicle,0,14000,667,1,135000,10,No,0
29,96000,Salaried,5,Graduate,Single,0,Rented,11,1880000,12,Home improvement,0,20000,596,3,355000,2,Yes,1
49,43000,Self-employed,19,Graduate,Married,0,Rented,25,650000,36,Business,0,12000,614,1,220000,0,Yes,0
58,68000,Salaried,21,Postgraduate,Married,1,Rented,20,1190000,60,Home improvement,0,13000,607,2,175000,11,No,1
28,55000,Contract,6,High school,Single,2,Rented,0,970000,48,Education,0,6000,651,0,60000,10,Yes,0
55,58000,Salaried,16,Graduate,Married,2,Rented,13,1320000,36,Home improvement,0,10000,664,1,200000,5,No,0
59,35000,Salaried,25,High school,Married,2,Owned,16,970000,48,Home improvement,2,20000,569,0,100000,5,Yes,1
42,54000,Salaried,6,Graduate,Married,0,Rented,19,1480000,36,Business,0,14000,633,2,235000,19,No,1
60,68000,Salaried,12,Graduate,Married,2,Rented,2,940000,12,Home improvement,1,24000,705,1,355000,17,No,0
29,98000,Self-employed,3,High school,Single,0,Family,11,860000,48,Medical,0,29000,705,0,415000,0,No,1
40,106000,Salaried,8,High school,Married,0,Family,17,430000,24,Business,0,11000,573,3,410000,10,No,0
40,82000,Self-employed,4,Postgraduate,Single,0,Owned,7,610000,24,Personal,0,26000,717,1,135000,1,No,0
29,147000,Salaried,9,Graduate,Married,2,Rented,11,1950000,60,Medical,1,69000,711,0,590000,7,Yes,1
43,105000,Self-employed,16,Graduate,Married,0,Rented,5,260000,36,Vehicle,1,50000,592,2,265000,15,Yes,1
43,46000,Salaried,4,Graduate,Married,2,Rented,7,590000,60,Education,0,13000,617,1,45000,5,No,1
55,88000,Salaried,19,Graduate,Married,1,Family,19,780000,48,Vehicle,1,20000,692,0,5000,11,Yes,0
22,66000,Salaried,0,Postgraduate,Single,0,Rented,4,60000,60,Home improvement,0,18000,658,2,350000,4,No,0
35,124000,Contract,9,High school,Single,1,Rented,17,1710000,36,Business,1,36000,771,0,675000,14,Yes,0
26,46000,Self-employed,2,Graduate,Single,2,Rented,8,490000,36,Medical,1,14000,745,0,210000,8,No,0
54,49000,Salaried,20,Graduate,Married,1,Rented,0,1330000,12,Personal,2,22000,810,1,70000,13,No,0
60,52000,Salaried,20,Graduate,Married,3,Rented,13,580000,12,Personal,0,6000,617,0,160000,3,Yes,0
27,62000,Self-employed,0,Graduate,Single,2,Rented,3,480000,12,Personal,1,27000,640,2,35000,9,No,0
46,41000,Contract,10,High school,Married,2,Owned,5,380000,60,Personal,0,15000,654,3,180000,19,No,0
24,54000,Salaried,0,High school,Single,1,Family,6,1160000,48,Vehicle,2,30000,712,0,75000,6,No,1
22,57000,Salaried,2,Graduate,Married,1,Rented,4,1050000,36,Business,0,15000,578,3,310000,4,No,1
24,28000,Salaried,0,Graduate,Single,2,Owned,6,960000,48,Home improvement,0,4000,674,1,140000,3,No,0
24,50000,Salaried,4,High school,Single,1,Rented,6,100000,36,Home improvement,0,10000,603,0,90000,6,No,0
53,53000,Salaried,27,Graduate,Single,2,Family,13,1090000,12,Personal,0,17000,592,3,160000,10,Yes,1
47,38000,Salaried,13,Graduate,Married,1,Family,19,1550000,36,Medical,1,11000,641,2,155000,14,Yes,1
58,47000,Salaried,9,Postgraduate,Married,1,Owned,15,1180000,60,Education,2,18000,660,1,15000,18,No,0
22,60000,Salaried,3,Graduate,Married,2,Family,4,170000,12,Personal,1,27000,596,1,105000,4,No,0
31,72000,Salaried,8,Graduate,Single,4,Rented,0,1750000,48,Education,0,8000,527,2,240000,13,Yes,1
34,92000,Salaried,8,High school,Single,0,Rented,3,1010000,12,Business,2,54000,633,1,375000,5,No,0
47,37000,Salaried,18,Graduate,Single,1,Rented,4,1480000,60,Personal,1,11000,608,0,15000,8,Yes,1
32,71000,Self-employed,0,Postgraduate,Single,1,Rented,3,480000,24,Medical,1,29000,647,1,85000,12,No,0
60,63000,Self-employed,0,Graduate,Married,3,Rented,7,480000,60,Vehicle,0,7000,723,0,105000,6,Yes,0
44,42000,Self-employed,1,High school,Married,2,Family,23,1350000,12,Personal,0,6000,696,0,25000,13,Yes,0
40,27000,Salaried,14,Graduate,Married,1,Rented,16,570000,48,Medical,0,8000,519,0,55000,0,No,1
40,70000,Salaried,5,Postgraduate,Married,1,Owned,11,240000,24,Education,0,22000,803,2,170000,6,No,0
43,43000,Self-employed,5,High school,Married,4,Family,13,770000,36,Medical,0,11000,659,1,65000,5,Yes,0
39,70000,Salaried,10,Postgraduate,Single,1,Owned,8,1840000,24,Education,1,28000,602,2,250000,9,No,0
47,101000,Salaried,9,High school,Married,2,Rented,7,450000,48,Home improvement,0,30000,584,2,115000,19,No,1
57,77000,Salaried,12,High school,Married,1,Owned,12,450000,24,Medical,1,29000,646,1,15000,0,No,0
50,114000,Salaried,8,Graduate,Single,1,Rented,15,1550000,12,Education,0,12000,616,2,585000,4,No,1
55,100000,Self-employed,11,Graduate,Married,2,Family,24,1090000,48,Home improvement,1,24000,672,2,520000,12,No,0
46,70000,Self-employed,8,Graduate,Single,3,Owned,14,130000,60,Personal,2,30000,720,0,35000,6,No,0
35,57000,Contract,3,Graduate,Single,1,Owned,17,210000,12,Business,1,17000,654,1,200000,11,Yes,0
49,55000,Contract,4,Graduate,Married,4,Rented,20,660000,48,Vehicle,0,15000,657,3,210000,0,Yes,0
28,27000,Contract,6,High school,Married,0,Owned,10,430000,12,Business,1,12000,674,3,30000,10,No,0
45,86000,Salaried,8,Postgraduate,Single,2,Owned,16,1370000,12,Education,2,38000,725,0,200000,7,No,0
50,80000,Salaried,7,Postgraduate,Single,2,Family,4,1100000,60,Home improvement,1,23000,668,3,215000,14,No,0
53,38000,Contract,17,Graduate,Married,0,Rented,11,890000,36,Personal,0,14000,778,1,180000,2,No,0
22,55000,Salaried,0,Postgraduate,Single,0,Family,4,300000,24,Medical,2,28000,556,4,220000,4,No,1
50,87000,Self-employed,10,Graduate,Single,0,Family,2,1140000,36,Business,0,20000,722,0,80000,17,No,0
57,70000,Salaried,24,Graduate,Single,0,Family,4,690000,48,Business,1,23000,538,3,225000,1,No,1
36,154000,Self-employed,6,Postgraduate,Single,2,Owned,14,1000000,24,Medical,0,27000,767,0,430000,18,No,0
23,105000,Salaried,3,Postgraduate,Single,0,Owned,5,70000,60,Medical,3,62000,665,0,170000,5,No,0
38,27000,Contract,11,Graduate,Single,1,Family,4,290000,12,Vehicle,0,9000,669,4,10000,2,Yes,0
61,49000,Contract,21,Graduate,Married,3,Rented,13,740000,48,Medical,1,11000,676,0,215000,18,Yes,0
46,52000,Self-employed,9,High school,Single,0,Family,23,750000,36,Home improvement,1,21000,586,2,190000,12,No,0
46,140000,Self-employed,13,Graduate,Single,0,Rented,13,1610000,12,Vehicle,0,26000,700,0,75000,14,Yes,0
31,50000,Salaried,1,Graduate,Single,2,Rented,2,200000,36,Medical,1,16000,598,3,190000,0,No,1
22,63000,Salaried,0,High school,Single,2,Family,4,1210000,48,Medical,2,28000,607,2,230000,4,No,1
29,55000,Salaried,0,High school,Single,3,Owned,11,400000,12,Home improvement,1,17000,657,1,135000,4,Yes,0
36,38000,Self-employed,4,High school,Single,3,Family,0,1150000,36,Education,1,12000,640,1,120000,18,No,0
38,89000,Salaried,10,Graduate,Single,2,Rented,6,290000,12,Business,1,21000,707,0,380000,6,No,0
37,105000,Salaried,10,Graduate,Single,3,Rented,19,1510000,36,Medical,0,24000,713,0,335000,17,Yes,0
32,120000,Contract,5,Graduate,Single,1,Family,14,1630000,60,Education,0,32000,687,0,230000,9,No,0
44,71000,Salaried,14,Postgraduate,Single,2,Rented,25,540000,24,Personal,1,30000,669,1,265000,9,Yes,0
54,47000,Contract,14,Graduate,Married,0,Rented,11,1760000,60,Medical,0,10000,520,4,145000,9,No,1
42,154000,Contract,11,Postgraduate,Single,2,Rented,5,1440000,36,Education,0,31000,690,0,30000,15,No,0
37,59000,Contract,4,Graduate,Single,3,Rented,1,490000,60,Business,0,14000,718,0,165000,0,No,0
50,58000,Contract,22,Postgraduate,Married,1,Rented,23,440000,12,Personal,0,21000,592,3,85000,13,No,1
46,62000,Contract,14,Postgraduate,Single,3,Owned,6,970000,48,Education,2,33000,601,0,150000,9,Yes,1
44,31000,Self-employed,6,Graduate,Married,0,Rented,15,1190000,60,Home improvement,3,14000,568,4,20000,3,No,1
47,55000,Contract,4,High school,Single,3,Owned,1,730000,24,Business,0,16000,535,1,170000,13,No,1
46,63000,Salaried,8,Graduate,Married,0,Family,25,760000,48,Education,1,18000,687,2,95000,8,No,0
40,58000,Self-employed,8,High school,Married,0,Family,7,1200000,48,Medical,0,6000,738,1,215000,10,No,0
25,41000,Contract,1,High school,Single,1,Family,7,1330000,36,Home improvement,0,6000,759,0,140000,7,No,0
35,36000,Salaried,1,Postgraduate,Married,4,Family,12,1920000,36,Personal,2,16000,666,0,120000,14,Yes,1
43,35000,Salaried,1,Graduate,Single,0,Owned,6,860000,48,Personal,2,21000,594,2,35000,8,No,1
26,54000,Salaried,0,Postgraduate,Single,1,Owned,2,240000,48,Home improvement,1,12000,681,0,105000,8,Yes,0
31,26000,Self-employed,4,High school,Married,3,Rented,12,840000,24,Vehicle,1,10000,716,0,125000,13,Yes,0
47,54000,Salaried,9,Graduate,Single,2,Family,0,1460000,24,Business,0,19000,563,3,230000,10,No,1
24,64000,Salaried,1,Graduate,Single,2,Rented,6,1290000,12,Vehicle,0,15000,536,3,160000,6,Yes,1
28,44000,Salaried,0,High school,Single,2,Owned,10,990000,24,Business,1,15000,610,2,115000,9,Yes,1
44,53000,Contract,14,Graduate,Single,0,Owned,7,650000,36,Home improvement,1,19000,698,0,75000,15,Yes,0
33,48000,Salaried,4,Graduate,Single,1,Rented,15,900000,12,Vehicle,0,8000,828,1,95000,15,No,0
40,41000,Salaried,8,High school,Single,1,Owned,19,1210000,60,Education,0,4000,577,3,20000,18,Yes,1
50,54000,Self-employed,17,High school,Single,1,Rented,6,360000,48,Home improvement,3,30000,565,1,20000,11,Yes,1
33,56000,Self-employed,5,High school,Married,1,Owned,15,490000,36,Business,0,16000,662,1,285000,2,No,0
60,52000,Salaried,22,Postgraduate,Married,0,Family,8,140000,48,Business,0,11000,623,1,155000,9,No,0
33,89000,Salaried,5,Graduate,Single,3,Owned,3,910000,36,Education,0,20000,670,3,210000,8,Yes,0
24,93000,Contract,0,Graduate,Single,1,Rented,1,1330000,48,Business,0,21000,790,1,90000,1,No,0
23,66000,Salaried,0,High school,Single,0,Owned,5,680000,12,Vehicle,1,24000,721,0,55000,5,No,0
43,105000,Salaried,11,Postgraduate,Single,2,Owned,13,360000,48,Medical,0,21000,756,2,155000,17,No,0
57,71000,Contract,17,Graduate,Single,0,Rented,15,1330000,24,Business,0,20000,692,0,145000,4,No,0
48,96000,Salaried,20,Graduate,Married,3,Rented,23,1730000,12,Medical,1,27000,740,0,125000,17,No,0
59,76000,Salaried,15,Graduate,Single,0,Family,14,440000,48,Medical,0,23000,722,0,360000,18,Yes,0
26,22000,Contract,0,Graduate,Single,2,Rented,0,1700000,12,Personal,0,4000,568,2,75000,7,No,1
22,87000,Salaried,0,High school,Single,0,Owned,4,730000,48,Vehicle,1,29000,771,2,195000,4,No,0
38,77000,Self-employed,7,Graduate,Married,1,Owned,20,210000,48,Business,1,31000,530,1,100000,4,No,0
61,55000,Salaried,17,Postgraduate,Married,3,Owned,21,1480000,12,Personal,2,29000,778,0,135000,9,Yes,1
45,38000,Contract,7,Graduate,Married,0,Rented,19,1060000,24,Home improvement,0,4000,688,1,205000,14,No,0
52,83000,Salaried,5,High school,Married,4,Owned,22,700000,60,Vehicle,1,27000,753,0,365000,9,No,0
51,82000,Contract,11,Postgraduate,Single,0,Owned,1,1030000,36,Home improvement,0,12000,701,0,55000,17,Yes,0
39,34000,Self-employed,3,High school,Single,2,Owned,13,1300000,48,Education,0,7000,564,0,130000,0,No,1
60,41000,Contract,23,Graduate,Single,2,Family,9,770000,60,Medical,2,17000,576,1,20000,15,No,0
52,73000,Salaried,6,Postgraduate,Single,0,Family,6,180000,48,Home improvement,3,47000,514,0,0,5,No,1
42,103000,Salaried,8,High school,Single,3,Rented,6,1540000,36,Education,0,26000,561,2,75000,10,Yes,1
35,59000,Salaried,12,High school,Single,1,Rented,17,1730000,48,Medical,1,26000,711,0,65000,7,Yes,0
61,79000,Salaried,20,Graduate,Married,0,Rented,7,1810000,24,Home improvement,0,23000,628,2,275000,17,No,1
34,57000,Contract,10,Postgraduate,Single,2,Owned,7,1900000,24,Vehicle,3,36000,680,0,170000,11,No,0
39,43000,Contract,8,High school,Single,2,Owned,4,1710000,12,Education,0,13000,840,1,145000,2,No,0
47,66000,Salaried,13,Graduate,Married,3,Owned,22,1110000,60,Business,0,20000,579,4,310000,6,Yes,1
39,72000,Self-employed,6,Graduate,Single,3,Owned,21,740000,24,Vehicle,2,34000,738,0,260000,13,No,0
45,87000,Salaried,9,Postgraduate,Married,2,Rented,20,1890000,48,Home improvement,3,54000,713,0,440000,3,No,1
58,26000,Contract,18,Postgraduate,Married,2,Rented,17,830000,24,Personal,1,11000,585,4,0,9,No,0
60,34000,Contract,24,High school,Single,4,Family,14,1090000,48,Vehicle,0,4000,784,0,30000,18,No,0
52,73000,Salaried,22,Postgraduate,Single,1,Owned,20,1200000,48,Personal,0,12000,776,1,245000,13,No,0
25,39000,Salaried,1,Graduate,Single,3,Rented,7,1370000,24,Vehicle,2,21000,650,0,100000,7,Yes,1
42,47000,Self-employed,3,High school,Single,2,Family,15,1010000,48,Education,0,6000,692,0,35000,17,Yes,1
57,36000,Salaried,11,High school,Married,3,Owned,5,1200000,48,Business,3,20000,768,2,145000,9,No,1
54,21000,Salaried,11,Graduate,Single,1,Family,3,1860000,60,Education,1,5000,731,2,35000,2,Yes,1
52,35000,Salaried,17,High school,Married,3,Family,25,910000,12,Home improvement,1,10000,687,0,125000,6,No,0
49,29000,Salaried,6,Graduate,Married,2,Rented,19,410000,36,Education,3,19000,718,0,100000,11,Yes,0
55,70000,Salaried,13,Graduate,Married,3,Rented,5,1530000,60,Medical,2,38000,658,3,65000,17,No,1
51,46000,Self-employed,23,Graduate,Married,0,Rented,12,720000,48,Business,0,13000,722,4,135000,11,No,0
50,92000,Salaried,21,Postgraduate,Single,0,Family,12,1100000,48,Vehicle,0,11000,809,0,150000,19,Yes,0
44,77000,Salaried,5,Graduate,Single,2,Rented,2,1730000,60,Medical,1,27000,683,3,410000,5,No,1
23,53000,Salaried,3,Graduate,Single,0,Owned,3,820000,12,Home improvement,0,7000,597,0,60000,5,No,0
22,83000,Salaried,1,Graduate,Single,2,Rented,2,560000,48,Personal,1,25000,610,2,450000,4,No,1
35,41000,Contract,8,Graduate,Single,3,Owned,4,710000,24,Personal,0,5000,747,1,110000,9,No,0
45,34000,Self-employed,13,Graduate,Single,1,Owned,11,760000,24,Vehicle,1,11000,615,0,70000,4,No,1
61,65000,Salaried,13,Graduate,Married,4,Rented,8,1590000,60,Personal,1,27000,585,3,325000,3,No,1
26,154000,Salaried,3,Graduate,Single,0,Rented,2,1740000,48,Vehicle,1,51000,586,2,725000,8,No,1
51,154000,Self-employed,8,Graduate,Single,2,Owned,7,70000,24,Personal,1,66000,491,0,75000,11,Yes,0
36,33000,Contract,3,Graduate,Single,0,Rented,18,460000,48,Education,1,11000,672,0,0,14,No,0
49,86000,Salaried,8,High school,Married,0,Owned,8,1170000,60,Education,0,16000,711,0,365000,5,No,0
32,33000,Salaried,3,High school,Single,3,Family,4,700000,48,Education,0,11000,748,1,180000,14,Yes,0
28,54000,Contract,5,Graduate,Single,0,Rented,10,510000,36,Medical,0,10000,717,1,295000,5,No,0
44,98000,Salaried,12,Graduate,Married,0,Rented,3,1280000,24,Personal,2,45000,631,0,475000,16,No,0
42,131000,Salaried,4,Postgraduate,Single,1,Rented,19,1660000,12,Home improvement,2,50000,670,3,325000,11,No,0
47,48000,Salaried,10,High school,Single,0,Rented,23,1600000,36,Education,0,7000,624,2,10000,3,No,1
39,59000,Contract,12,Postgraduate,Single,0,Family,17,70000,48,Business,1,22000,724,0,305000,3,No,0
26,53000,Contract,3,High school,Married,3,Owned,8,1120000,60,Personal,0,5000,641,1,235000,4,Yes,0
23,41000,Salaried,1,Graduate,Single,2,Family,5,1080000,48,Vehicle,1,14000,720,1,90000,5,No,0
54,71000,Salaried,20,High school,Single,3,Owned,15,620000,48,Vehicle,2,38000,568,3,110000,3,No,1
46,47000,Self-employed,12,Graduate,Married,3,Rented,0,460000,12,Personal,1,23000,693,1,105000,6,No,0
26,52000,Salaried,0,High school,Single,0,Owned,6,750000,60,Education,0,13000,680,0,115000,8,No,0
47,91000,Salaried,16,High school,Single,2,Owned,25,930000,48,Personal,2,45000,598,2,405000,4,No,1
33,70000,Self-employed,13,Postgraduate,Single,3,Owned,9,140000,60,Medical,2,28000,570,3,145000,15,Yes,1
31,94000,Contract,12,Graduate,Single,3,Rented,1,1670000,48,Personal,2,52000,791,0,150000,12,No,0
