age,annual_income_inr,account_balance_inr,tenure_years,credit_score,credit_utilization,missed_payments_12m,existing_loans,monthly_transactions,employment_type,account_type,region,risk_category
48,64472,448034,8,834,0.44,3,1,23,Salaried,Savings,East,Low Risk
53,154687,674625,13,817,0.78,0,4,5,Business owner,Savings,East,Very Low Risk
28,80028,795654,7,689,0.75,1,1,23,Business owner,Salary,South,Low Risk
52,115489,740804,0,791,0.75,0,3,46,Self-employed,Savings,West,Very Low Risk
64,79473,259421,8,705,0.54,0,1,46,Salaried,Current,West,Low Risk
41,78347,575878,11,473,0.91,3,4,14,Business owner,Savings,South,Very High Risk
45,46819,54868,4,617,0.46,3,1,17,Self-employed,Salary,South,Very High Risk
29,111299,94564,3,547,0.37,3,2,41,Self-employed,Savings,West,Very High Risk
35,50295,786363,20,615,0.71,4,3,15,Business owner,Current,East,High Risk
39,52283,686171,3,669,0.56,0,3,35,Self-employed,Savings,North,High Risk
46,84985,29855,10,651,0.47,0,0,13,Business owner,Salary,North,High Risk
64,83015,632107,14,676,0.61,0,3,40,Business owner,Savings,North,Low Risk
54,127275,989117,0,482,0.84,3,1,25,Salaried,Savings,North,High Risk
48,52210,500487,18,848,0.3,1,0,30,Business owner,Salary,West,Very Low Risk
40,146838,208253,12,775,0.88,3,3,38,Self-employed,Salary,West,Moderate Risk
66,117146,487820,13,557,0.58,0,4,17,Salaried,Salary,North,Low Risk
49,60245,176329,0,826,0.14,1,0,53,Self-employed,Savings,South,Low Risk
57,55531,153355,15,544,0.87,2,0,31,Business owner,Salary,West,High Risk
32,103019,278559,11,551,0.5,3,4,25,Business owner,Savings,West,Very High Risk
24,26525,7994,12,702,0.16,0,1,44,Self-employed,Current,East,Moderate Risk
67,87369,848691,13,645,0.39,1,2,49,Self-employed,Current,South,Low Risk
49,103582,423848,15,660,0.43,1,2,36,Business owner,Savings,East,Low Risk
57,100256,977603,20,626,0.61,4,3,25,Business owner,Savings,North,Low Risk
55,148011,647924,20,720,0.56,4,3,47,Salaried,Current,South,Low Risk
65,105915,86677,18,542,0.12,3,0,8,Self-employed,Current,East,High Risk
65,149186,535955,5,817,0.82,0,3,18,Salaried,Salary,West,Very Low Risk
30,146218,89313,16,479,0.75,1,2,25,Self-employed,Savings,West,High Risk
59,94778,985534,2,787,0.89,4,0,6,Business owner,Savings,South,Low Risk
61,98703,396901,5,532,0.87,4,2,41,Self-employed,Savings,North,Very High Risk
23,52427,217649,18,787,0.45,4,3,50,Salaried,Savings,South,High Risk
39,95664,68577,0,529,0.21,4,3,12,Self-employed,Current,East,Very High Risk
23,130170,517133,5,660,0.21,1,0,49,Self-employed,Current,North,Low Risk
33,107894,49294,11,551,0.62,3,1,34,Business owner,Current,East,Very High Risk
41,44142,28913,14,490,0.07,2,0,39,Self-employed,Salary,East,Very High Risk
28,72199,428280,13,514,0.66,4,1,28,Salaried,Current,West,Very High Risk
58,132636,338422,18,689,0.25,4,3,27,Salaried,Savings,East,Very Low Risk
37,104015,419617,11,719,0.66,3,4,21,Business owner,Current,South,Moderate Risk
28,103754,911894,6,558,0.8,3,3,31,Self-employed,Current,North,High Risk
33,123625,293358,15,753,0.91,0,3,47,Self-employed,Savings,East,Very Low Risk
62,41251,82568,2,477,0.09,0,2,42,Salaried,Salary,East,Very High Risk
41,145021,532082,3,625,0.86,3,1,43,Business owner,Savings,East,Moderate Risk
23,120250,6493,14,669,0.69,4,0,26,Business owner,Savings,North,Very High Risk
61,31869,349317,9,659,0.83,1,0,48,Business owner,Current,North,High Risk
39,56553,635128,15,666,0.67,0,0,15,Salaried,Salary,North,Low Risk
33,60178,401717,1,618,0.22,4,3,11,Self-employed,Savings,South,Very High Risk
53,23213,699460,0,558,0.77,4,2,4,Business owner,Savings,North,Very High Risk
34,119545,978391,8,708,0.85,4,4,4,Business owner,Savings,South,Moderate Risk
50,89592,638041,11,743,0.13,3,3,41,Business owner,Salary,North,Very Low Risk
23,84096,499458,0,694,0.65,3,0,28,Business owner,Salary,North,High Risk
35,77867,662376,19,514,0.47,2,2,22,Self-employed,Salary,West,Moderate Risk
50,151927,704832,1,563,0.09,4,3,6,Business owner,Savings,North,Moderate Risk
35,28050,179527,14,738,0.21,0,4,41,Salaried,Savings,North,High Risk
44,44747,578930,2,612,0.52,4,0,41,Self-employed,Current,North,Very High Risk
30,49093,534001,19,741,0.86,1,4,25,Self-employed,Salary,South,Moderate Risk
65,50681,455361,1,727,0.81,0,3,53,Self-employed,Savings,South,Moderate Risk
41,92732,822928,19,632,0.78,2,4,13,Self-employed,Savings,West,Low Risk
59,38592,19737,3,721,0.15,1,0,53,Self-employed,Current,East,Moderate Risk
35,74360,458714,9,724,0.89,3,4,50,Salaried,Savings,North,High Risk
59,49976,447741,7,787,0.28,0,3,50,Self-employed,Savings,West,Very Low Risk
54,135928,443003,7,806,0.35,3,2,54,Salaried,Current,North,Low Risk
55,87965,512502,9,768,0.49,2,4,14,Salaried,Savings,West,Very Low Risk
21,87035,330244,16,750,0.85,3,1,16,Business owner,Current,North,Moderate Risk
41,78171,940502,12,619,0.85,1,2,6,Salaried,Current,South,Moderate Risk
45,22437,94589,1,576,0.56,2,3,26,Salaried,Current,East,Very High Risk
23,115254,492235,11,559,0.86,4,1,3,Self-employed,Current,West,High Risk
22,108876,280987,20,626,0.09,2,2,51,Business owner,Savings,South,Moderate Risk
39,84150,935441,12,502,0.37,0,4,35,Business owner,Current,South,High Risk
52,129960,746070,5,696,0.06,2,1,4,Business owner,Current,South,Very Low Risk
25,87319,288901,14,695,0.61,4,4,23,Salaried,Current,South,High Risk
24,23166,612619,0,522,0.19,4,3,22,Self-employed,Salary,South,Very High Risk
48,124430,289252,19,576,0.4,3,2,52,Self-employed,Savings,West,Moderate Risk
23,158233,122012,2,703,0.14,2,0,28,Business owner,Current,North,Moderate Risk
40,140185,925995,10,496,0.8,1,0,41,Salaried,Current,East,Moderate Risk
50,138896,139740,8,631,0.1,2,4,10,Self-employed,Current,West,Moderate Risk
50,44147,305446,18,592,0.89,0,3,43,Business owner,Savings,West,High Risk
47,49382,451858,7,649,0.5,4,2,16,Salaried,Savings,West,High Risk
46,25056,456023,5,776,0.61,0,3,15,Business owner,Salary,South,Low Risk
34,43300,777970,12,550,0.63,2,0,11,Salaried,Savings,North,High Risk
54,25574,599245,3,732,0.9,4,2,15,Self-employed,Salary,South,Very High Risk
49,32135,458748,20,841,0.81,2,3,9,Business owner,Salary,North,Low Risk
31,62011,295104,12,787,0.14,0,1,43,Salaried,Savings,North,Very Low Risk
38,135374,296694,18,787,0.52,0,0,50,Salaried,Savings,North,Very Low Risk
22,30328,830014,13,564,0.71,2,3,44,Business owner,Current,East,High Risk
60,25366,207628,1,477,0.76,1,1,40,Salaried,Current,West,Very High Risk
22,59540,626869,19,522,0.68,1,0,17,Self-employed,Current,South,Moderate Risk
63,86539,605703,8,577,0.81,4,3,22,Self-employed,Savings,West,Very High Risk
26,120866,13886,9,603,0.27,0,3,17,Self-employed,Savings,South,High Risk
66,79233,730885,12,485,0.48,4,3,20,Self-employed,Savings,North,Very High Risk
54,127767,958442,14,589,0.65,2,0,17,Salaried,Savings,East,Very Low Risk
26,123030,479816,6,617,0.49,0,4,4,Salaried,Current,East,Low Risk
52,143274,222882,3,846,0.68,0,2,11,Self-employed,Savings,East,Very Low Risk
68,145829,45073,18,691,0.78,4,2,30,Self-employed,Salary,West,Moderate Risk
39,66733,675234,8,491,0.4,1,2,30,Self-employed,Current,East,High Risk
50,94662,140771,9,759,0.39,2,0,17,Self-employed,Current,North,Low Risk
37,155196,685896,8,549,0.48,0,1,18,Business owner,Salary,North,Very Low Risk
39,97782,799299,4,605,0.88,4,0,40,Self-employed,Salary,South,High Risk
55,90011,436849,19,677,0.26,1,4,12,Business owner,Savings,North,Moderate Risk
32,159087,562232,2,694,0.72,1,1,8,Self-employed,Savings,North,Low Risk
61,133848,350844,16,625,0.89,2,0,19,Self-employed,Salary,West,Moderate Risk
64,73668,419551,10,503,0.28,1,4,13,Self-employed,Current,South,Very High Risk
63,26946,561347,2,815,0.21,1,1,6,Business owner,Salary,North,Moderate Risk
37,123631,779571,0,597,0.2,2,1,52,Self-employed,Savings,South,Moderate Risk
54,153044,126128,1,704,0.5,2,2,19,Self-employed,Salary,East,Moderate Risk
52,45264,453240,12,570,0.62,0,1,43,Business owner,Savings,East,High Risk
45,76222,328873,16,587,0.14,2,1,5,Salaried,Salary,West,Moderate Risk
42,123180,618561,11,797,0.12,0,0,4,Salaried,Current,South,Very Low Risk
29,62088,781028,12,502,0.06,3,4,37,Business owner,Current,West,Very High Risk
62,28456,475284,8,719,0.3,2,4,41,Business owner,Current,East,Moderate Risk
47,112082,766609,13,707,0.05,0,2,39,Self-employed,Current,South,Very Low Risk
39,82962,428007,16,496,0.62,2,1,41,Self-employed,Current,South,High Risk
28,50080,14915,4,559,0.41,2,3,34,Self-employed,Current,East,Very High Risk
64,105429,789744,13,505,0.65,3,2,48,Salaried,Salary,North,Very High Risk
27,142322,799742,8,745,0.63,0,3,8,Self-employed,Current,West,Very Low Risk
44,119595,872823,12,531,0.72,3,4,35,Business owner,Salary,West,High Risk
52,119303,346864,14,696,0.55,4,1,50,Salaried,Salary,West,Low Risk
37,55955,193382,3,754,0.15,1,4,5,Business owner,Salary,North,High Risk
24,108834,934763,4,654,0.33,2,1,21,Salaried,Savings,South,Low Risk
53,87427,661064,3,607,0.72,3,2,9,Self-employed,Savings,South,High Risk
29,46346,646519,0,583,0.83,2,0,36,Business owner,Current,North,Very High Risk
50,148352,777399,18,704,0.1,3,1,51,Self-employed,Salary,West,Very Low Risk
59,95255,708100,11,606,0.25,4,1,46,Salaried,Salary,South,Moderate Risk
52,69522,164360,2,652,0.17,1,0,34,Self-employed,Savings,South,Moderate Risk
57,150386,801451,16,786,0.64,0,2,4,Self-employed,Current,North,Very Low Risk
27,58328,847916,7,618,0.67,3,0,16,Self-employed,Salary,North,High Risk
60,148488,297704,0,821,0.24,3,0,17,Self-employed,Savings,East,Low Risk
56,102284,476900,1,512,0.51,0,2,33,Self-employed,Current,North,High Risk
22,96536,517405,19,819,0.47,2,1,43,Self-employed,Salary,North,Very Low Risk
39,111797,742560,4,565,0.81,2,1,12,Self-employed,Current,West,Moderate Risk
46,109881,863038,17,616,0.34,0,2,39,Business owner,Savings,North,Very Low Risk
24,27337,592310,4,479,0.72,0,3,42,Salaried,Salary,North,High Risk
56,76368,724070,2,771,0.14,1,4,41,Salaried,Salary,East,Low Risk
68,114691,387984,7,644,0.7,3,1,35,Self-employed,Current,West,High Risk
26,140729,217508,12,821,0.63,2,1,22,Business owner,Salary,South,Very Low Risk
27,53462,124188,18,770,0.9,4,2,12,Salaried,Current,North,High Risk
58,53750,508212,9,543,0.36,2,4,7,Self-employed,Savings,West,Very High Risk
37,109683,856240,15,626,0.66,4,4,48,Business owner,Salary,West,Moderate Risk
46,135524,79012,6,679,0.28,0,1,54,Self-employed,Salary,West,Low Risk
27,101562,847062,14,542,0.17,3,3,12,Salaried,Salary,South,Moderate Risk
48,32077,415775,5,517,0.39,0,0,28,Salaried,Current,East,Very High Risk
31,148002,79909,6,748,0.42,1,1,33,Self-employed,Current,North,Low Risk
59,40132,476517,10,725,0.17,2,4,37,Business owner,Savings,East,High Risk
33,40627,817218,4,569,0.38,1,3,44,Self-employed,Current,East,Very High Risk
50,28606,135991,19,771,0.49,1,2,20,Business owner,Savings,East,Moderate Risk
54,22408,840147,11,534,0.42,4,3,12,Self-employed,Savings,West,Very High Risk
38,57597,774484,10,619,0.72,4,4,8,Salaried,Savings,West,High Risk
63,29225,211087,20,823,0.44,3,4,31,Salaried,Salary,West,Moderate Risk
27,58864,733966,6,645,0.06,0,3,31,Self-employed,Savings,South,Very Low Risk
54,159994,802167,3,712,0.64,4,3,21,Salaried,Current,North,Moderate Risk
50,130921,230107,19,557,0.33,0,4,43,Business owner,Savings,North,Low Risk
65,93566,653864,20,700,0.4,1,1,33,Self-employed,Savings,North,Low Risk
52,153716,9845,2,596,0.21,1,2,22,Self-employed,Current,South,Moderate Risk
39,84678,954649,1,790,0.38,0,2,51,Business owner,Savings,North,Very Low Risk
22,101892,536901,6,589,0.36,3,3,7,Self-employed,Salary,East,High Risk
50,106697,628045,8,656,0.79,4,2,39,Self-employed,Salary,North,High Risk
25,55680,515386,13,596,0.72,0,2,12,Business owner,Salary,North,Moderate Risk
39,115109,298827,0,657,0.18,4,0,41,Business owner,Current,North,High Risk
21,50197,278511,3,574,0.38,2,1,44,Self-employed,Salary,East,Very High Risk
63,33087,31802,18,844,0.42,1,3,12,Self-employed,Current,South,Low Risk
49,35498,278148,5,566,0.43,2,1,42,Salaried,Salary,East,Very High Risk
29,110784,777502,19,504,0.07,1,2,19,Business owner,Salary,South,Low Risk
26,73523,514480,3,670,0.3,3,0,24,Self-employed,Salary,South,Moderate Risk
68,57472,396845,9,724,0.26,3,0,19,Self-employed,Savings,West,Low Risk
59,73219,461939,6,643,0.53,0,0,46,Business owner,Savings,South,Moderate Risk
66,92228,230552,14,703,0.47,2,1,20,Self-employed,Current,East,Moderate Risk
57,72191,804938,17,604,0.64,4,0,33,Business owner,Current,East,Moderate Risk
25,106092,533995,5,489,0.84,4,1,14,Salaried,Savings,West,Very High Risk
34,133764,281488,0,757,0.48,4,4,27,Salaried,Savings,East,High Risk
49,154003,460818,12,543,0.52,2,1,20,Salaried,Current,West,Moderate Risk
29,64517,105741,14,490,0.85,1,2,29,Self-employed,Current,West,Very High Risk
40,145360,442702,2,550,0.32,1,0,22,Salaried,Salary,South,Moderate Risk
55,47099,488343,15,517,0.42,4,1,4,Self-employed,Savings,East,Very High Risk
55,65596,826175,18,497,0.55,0,4,22,Salaried,Salary,South,Moderate Risk
48,40671,215582,4,503,0.46,2,4,48,Self-employed,Savings,East,Very High Risk
65,114654,29984,10,557,0.59,0,1,32,Business owner,Current,North,High Risk
50,154968,761113,0,782,0.09,1,2,23,Self-employed,Current,North,Very Low Risk
60,114742,444957,16,493,0.86,2,4,7,Salaried,Savings,South,Very High Risk
49,97092,83878,8,829,0.92,3,4,22,Self-employed,Salary,East,Low Risk
35,132202,921115,19,472,0.23,2,4,43,Self-employed,Salary,West,High Risk
59,144632,875250,5,731,0.86,0,1,41,Business owner,Savings,West,Very Low Risk
38,82372,983006,16,470,0.69,2,1,39,Business owner,Current,South,Low Risk
65,125282,794110,18,761,0.74,1,2,48,Business owner,Salary,South,Very Low Risk
29,96139,7051,4,685,0.53,1,1,51,Business owner,Savings,South,High Risk
66,100148,364786,5,698,0.82,0,3,9,Business owner,Salary,West,Low Risk
40,55493,389245,20,587,0.57,3,3,4,Business owner,Current,North,High Risk
32,91679,467694,20,635,0.83,0,4,46,Business owner,Current,North,Low Risk
51,53277,815846,11,572,0.54,0,1,35,Self-employed,Salary,East,Low Risk
52,85368,843468,12,501,0.17,4,4,25,Self-employed,Current,North,Very High Risk
34,81333,838396,14,589,0.11,3,4,21,Business owner,Current,South,Moderate Risk
31,32441,40649,18,827,0.59,0,0,10,Business owner,Current,South,Moderate Risk
68,138727,516119,19,675,0.69,2,2,9,Business owner,Salary,North,Very Low Risk
28,140517,841399,20,703,0.27,2,0,51,Salaried,Current,North,Very Low Risk
34,139070,725858,16,608,0.28,3,1,18,Self-employed,Current,East,Low Risk
54,56379,603952,4,605,0.59,2,3,21,Salaried,Salary,West,Very High Risk
63,39076,232264,0,833,0.69,4,0,49,Self-employed,Current,North,High Risk
48,53329,257352,6,521,0.53,2,2,10,Salaried,Savings,South,Very High Risk
30,138436,318370,5,765,0.56,3,4,42,Business owner,Salary,North,Moderate Risk
37,153297,82228,3,595,0.55,3,0,49,Business owner,Salary,North,High Risk
62,153889,974867,7,743,0.86,0,0,44,Business owner,Current,East,Very Low Risk
25,145222,664736,9,826,0.89,2,4,25,Salaried,Salary,West,Very Low Risk
53,59453,566589,14,727,0.62,0,0,14,Self-employed,Salary,North,Low Risk
47,61810,76433,18,601,0.16,2,2,50,Self-employed,Savings,East,Moderate Risk
40,136218,131983,13,583,0.59,0,2,10,Salaried,Salary,South,Moderate Risk
29,35866,289907,20,540,0.49,4,0,42,Salaried,Savings,West,Very High Risk
44,150617,822132,0,555,0.46,3,0,13,Salaried,Savings,East,High Risk
65,66790,258487,11,730,0.55,4,3,21,Salaried,Current,North,Very High Risk
52,63076,411700,13,589,0.17,2,3,15,Salaried,Salary,East,Very High Risk
53,111604,73599,11,633,0.78,3,1,4,Business owner,Savings,West,Very High Risk
32,87264,696158,18,696,0.31,4,3,30,Self-employed,Savings,West,Moderate Risk
25,55668,773253,20,496,0.53,3,2,51,Business owner,Savings,West,Moderate Risk
61,148189,563095,3,554,0.19,4,3,36,Business owner,Savings,East,Moderate Risk
41,140484,601966,0,622,0.09,0,0,16,Business owner,Salary,West,Very Low Risk
63,115405,674950,14,584,0.53,4,0,38,Salaried,Salary,South,Moderate Risk
59,53905,929731,17,683,0.13,2,4,21,Salaried,Current,North,Low Risk
60,111097,116048,0,502,0.31,2,2,39,Self-employed,Savings,South,Very High Risk
23,119247,395154,5,773,0.07,3,1,30,Business owner,Current,South,Low Risk
33,59927,261901,0,789,0.72,2,2,53,Business owner,Savings,North,Moderate Risk
68,108227,49478,2,778,0.06,0,0,45,Salaried,Savings,North,Low Risk
56,151996,988007,6,615,0.66,3,2,51,Salaried,Savings,South,Low Risk
35,48988,696282,5,512,0.72,2,2,41,Salaried,Salary,West,Very High Risk
48,63216,857294,17,649,0.91,1,1,14,Self-employed,Current,East,Moderate Risk
41,102920,791428,9,614,0.34,2,3,38,Self-employed,Salary,West,Moderate Risk
55,152938,101963,2,844,0.48,3,0,53,Business owner,Salary,North,Low Risk
31,72683,615434,7,539,0.63,2,2,13,Salaried,Current,West,High Risk
63,137447,764801,12,533,0.73,2,3,45,Salaried,Current,South,Moderate Risk
40,67885,984608,9,764,0.06,1,3,26,Salaried,Salary,South,Very Low Risk
54,146887,437336,15,728,0.15,3,2,54,Self-employed,Savings,North,Very Low Risk
38,49369,867503,5,621,0.78,3,2,7,Self-employed,Savings,North,High Risk
68,51949,957067,17,799,0.83,4,3,39,Business owner,Current,East,Very Low Risk
63,37007,180625,13,525,0.65,4,3,38,Salaried,Current,West,Very High Risk
39,55635,138953,14,565,0.89,4,4,40,Self-employed,Savings,West,Very High Risk
33,116699,571912,8,762,0.51,3,1,29,Business owner,Current,South,Very Low Risk
41,133091,61494,4,670,0.89,3,1,48,Self-employed,Salary,South,Very High Risk
42,79185,491483,16,554,0.31,4,3,42,Self-employed,Current,East,Very High Risk
27,122577,392898,5,571,0.22,3,4,49,Business owner,Savings,West,Moderate Risk
38,102054,287835,6,642,0.19,4,0,43,Self-employed,Salary,East,High Risk
50,99236,229312,17,676,0.88,1,0,22,Self-employed,Salary,South,Low Risk
29,76456,1184,4,785,0.9,1,2,7,Salaried,Current,East,Moderate Risk
39,136601,854605,20,752,0.47,2,1,16,Business owner,Salary,East,Very Low Risk
68,32667,8931,8,774,0.42,1,4,39,Salaried,Salary,East,High Risk
32,147978,586508,7,841,0.9,0,1,18,Salaried,Savings,East,Very Low Risk
68,100247,148526,19,530,0.9,4,2,45,Business owner,Current,South,Very High Risk
48,91832,267195,1,647,0.68,0,0,40,Self-employed,Current,East,High Risk
34,25408,817357,0,472,0.36,0,4,29,Salaried,Savings,North,Very High Risk
36,67761,122866,6,637,0.82,4,1,20,Salaried,Current,East,Very High Risk
44,80229,545305,6,727,0.83,1,2,4,Self-employed,Savings,South,Moderate Risk
49,35727,910951,11,791,0.5,2,0,14,Business owner,Savings,North,Very Low Risk
49,61445,144530,12,796,0.33,4,3,3,Self-employed,Savings,North,High Risk
35,140648,482273,5,844,0.63,4,3,23,Self-employed,Current,East,Low Risk
34,89083,103281,10,571,0.19,3,3,37,Self-employed,Current,North,Very High Risk
46,112781,152774,13,692,0.39,4,1,50,Salaried,Salary,West,High Risk
55,70966,485481,17,627,0.2,3,1,46,Self-employed,Salary,East,Moderate Risk
28,56712,228180,4,565,0.5,4,0,26,Self-employed,Salary,North,Very High Risk
57,140201,123971,14,667,0.07,1,4,51,Business owner,Current,East,Very Low Risk
54,24386,873545,9,626,0.8,2,2,42,Salaried,Savings,West,High Risk
49,82653,357351,14,811,0.09,0,4,34,Salaried,Savings,North,Very Low Risk
29,114732,708297,17,585,0.78,0,0,10,Salaried,Savings,West,Very Low Risk
55,117170,475156,1,504,0.22,3,2,11,Self-employed,Salary,East,High Risk
36,61455,256765,12,847,0.12,3,3,39,Salaried,Current,East,Low Risk
37,43117,294694,16,553,0.57,3,0,39,Business owner,Current,West,Very High Risk
38,124306,957381,16,673,0.55,2,3,49,Business owner,Salary,North,Very Low Risk
27,149028,666221,15,511,0.15,0,3,31,Self-employed,Savings,South,Very Low Risk
58,159076,926067,16,748,0.18,1,2,6,Business owner,Savings,East,Very Low Risk
52,84493,28787,8,470,0.53,2,2,49,Salaried,Savings,East,Very High Risk
55,65127,40468,6,794,0.48,1,0,22,Business owner,Savings,North,Moderate Risk
51,137250,256540,7,816,0.31,2,1,39,Business owner,Savings,North,Very Low Risk
45,29535,30426,7,720,0.73,3,3,37,Self-employed,Salary,South,Very High Risk
51,95465,234995,11,565,0.08,3,3,53,Business owner,Savings,East,High Risk
36,115385,878405,4,504,0.43,2,0,17,Salaried,Current,East,High Risk
68,141389,293472,6,800,0.69,4,2,11,Salaried,Current,East,Moderate Risk
42,85367,163306,5,638,0.53,1,2,9,Business owner,Savings,North,High Risk
56,61754,24443,9,656,0.77,3,4,5,Salaried,Current,South,Very High Risk
37,119271,894379,16,604,0.51,3,1,37,Salaried,Savings,West,Very Low Risk
67,126312,888690,18,791,0.88,4,3,39,Salaried,Current,South,Very Low Risk
43,68959,459941,17,782,0.1,3,3,53,Business owner,Salary,West,Very Low Risk
54,83898,267074,4,800,0.06,4,2,10,Salaried,Savings,East,Moderate Risk
63,137413,841190,20,560,0.67,0,0,13,Business owner,Savings,South,Very Low Risk
58,120535,185261,2,674,0.83,0,1,16,Business owner,Savings,East,Moderate Risk
24,52850,409909,15,515,0.61,2,3,20,Self-employed,Savings,East,Very High Risk
22,136359,915082,20,670,0.15,4,0,52,Self-employed,Savings,West,Very Low Risk
48,82020,650006,11,662,0.4,1,1,33,Self-employed,Savings,East,Low Risk
32,56252,292686,11,568,0.1,4,2,48,Business owner,Current,North,Very High Risk
35,86770,131271,19,803,0.28,3,4,29,Self-employed,Current,North,Low Risk
37,159352,980333,1,667,0.16,2,0,28,Business owner,Current,South,Very Low Risk
41,105652,97554,17,780,0.81,1,0,53,Salaried,Salary,South,Low Risk
50,98533,482714,14,769,0.67,4,2,48,Business owner,Savings,West,Low Risk
62,114494,808917,1,549,0.69,4,0,43,Business owner,Salary,South,High Risk
59,63766,493182,13,771,0.07,0,4,4,Business owner,Salary,East,Very Low Risk
44,64588,552116,18,721,0.73,4,2,27,Self-employed,Savings,East,Moderate Risk
50,39519,705998,5,651,0.5,2,1,45,Business owner,Salary,South,High Risk
30,126645,775441,9,491,0.25,4,4,22,Salaried,Savings,East,High Risk
50,133541,511128,11,726,0.9,3,1,12,Salaried,Salary,East,Moderate Risk
32,100255,52161,9,626,0.57,1,0,3,Salaried,Current,South,Very High Risk
60,86240,426474,20,705,0.53,2,4,47,Salaried,Savings,North,Very Low Risk
60,130497,785364,9,676,0.72,2,3,6,Business owner,Current,South,Low Risk
21,134430,947833,6,688,0.46,0,4,37,Business owner,Salary,West,Very Low Risk
52,100134,613131,16,489,0.88,3,2,30,Business owner,Salary,East,High Risk
58,69000,951242,7,487,0.19,2,4,25,Salaried,Savings,South,High Risk
23,139005,687301,14,850,0.06,2,2,15,Self-employed,Savings,North,Very Low Risk
25,129776,916024,0,819,0.08,4,0,28,Salaried,Current,South,Very Low Risk
37,127043,173662,7,785,0.13,3,2,17,Salaried,Savings,South,Low Risk
53,137817,397290,1,493,0.67,2,1,47,Self-employed,Current,North,Very High Risk
45,113609,163932,11,715,0.11,0,2,50,Self-employed,Savings,West,Very Low Risk
67,119267,29652,6,836,0.45,3,0,47,Self-employed,Savings,North,Low Risk
52,97667,162693,6,588,0.63,4,4,32,Self-employed,Salary,North,Very High Risk
56,52777,921011,18,633,0.87,2,4,7,Business owner,Current,South,High Risk
47,89356,309122,19,776,0.87,3,1,38,Self-employed,Current,West,Low Risk
56,31091,625880,18,575,0.41,1,3,30,Salaried,Salary,West,Very High Risk
59,123582,416396,9,540,0.14,1,0,40,Self-employed,Salary,East,Moderate Risk
26,152814,851277,3,689,0.45,3,3,6,Business owner,Savings,North,Low Risk
67,56689,349628,6,687,0.55,3,3,21,Business owner,Salary,South,High Risk
51,140466,202020,6,753,0.91,4,1,43,Salaried,Salary,East,High Risk
21,127788,722665,19,706,0.64,3,1,26,Self-employed,Savings,West,Moderate Risk
31,35799,535442,15,748,0.73,2,1,24,Salaried,Salary,West,Low Risk
56,82988,642108,20,646,0.65,0,1,40,Salaried,Savings,East,Very Low Risk
30,66282,164651,16,554,0.52,3,1,27,Salaried,Savings,East,Very High Risk
26,121528,731191,8,633,0.51,4,2,41,Self-employed,Savings,North,Moderate Risk
58,131551,616879,5,593,0.2,4,0,29,Business owner,Savings,West,Moderate Risk
49,70132,574998,7,498,0.05,1,2,7,Salaried,Current,South,High Risk
51,79462,195600,7,650,0.62,2,0,17,Business owner,Current,North,High Risk
27,53298,309273,0,542,0.29,4,0,11,Salaried,Current,South,Very High Risk
54,123767,830719,10,699,0.73,1,1,49,Self-employed,Salary,West,Very Low Risk
42,59556,186184,10,737,0.57,0,4,50,Business owner,Salary,West,Moderate Risk
52,28141,514472,18,555,0.3,0,2,38,Business owner,Current,West,High Risk
50,141294,963992,2,653,0.36,2,4,22,Business owner,Savings,North,Very Low Risk
37,142878,949422,20,725,0.15,3,3,16,Business owner,Salary,South,Very Low Risk
31,73008,948759,10,594,0.31,2,0,32,Self-employed,Savings,North,High Risk
32,80274,845687,7,826,0.33,2,3,27,Salaried,Current,West,Very Low Risk
31,147878,931586,12,546,0.12,2,3,22,Self-employed,Savings,North,Moderate Risk
50,136632,668171,17,695,0.53,1,4,28,Self-employed,Savings,East,Very Low Risk
53,48565,301758,0,531,0.2,4,1,36,Business owner,Salary,North,Very High Risk
56,99265,53291,11,813,0.5,3,0,25,Self-employed,Savings,West,Low Risk
28,58583,134844,19,623,0.44,0,2,21,Self-employed,Savings,West,Moderate Risk
23,40935,2603,14,697,0.73,3,0,35,Business owner,Current,West,High Risk
28,25956,183754,0,664,0.39,2,1,29,Salaried,Salary,East,Very High Risk
37,78835,974759,12,567,0.86,3,3,5,Salaried,Salary,North,High Risk
40,44459,518153,1,758,0.8,4,2,44,Self-employed,Current,North,Very High Risk
53,148333,751291,8,757,0.66,2,2,29,Salaried,Current,South,Very Low Risk
62,127994,511432,9,667,0.76,4,4,17,Business owner,Current,South,High Risk
46,154609,611224,12,507,0.2,3,4,33,Salaried,Salary,South,High Risk
32,52839,233697,1,728,0.4,2,3,44,Business owner,Salary,North,Very High Risk
65,72748,848011,15,660,0.82,2,3,49,Salaried,Salary,West,Low Risk
63,57624,26943,11,824,0.86,2,1,17,Business owner,Current,South,Moderate Risk
63,24910,946455,5,562,0.51,2,4,37,Business owner,Salary,South,High Risk
45,110534,866459,19,526,0.43,0,0,25,Self-employed,Salary,East,Low Risk
58,158991,549669,18,563,0.77,4,1,38,Business owner,Current,East,High Risk
34,90843,942200,19,808,0.87,0,3,38,Self-employed,Current,South,Very Low Risk
62,135782,988854,1,647,0.52,2,0,38,Business owner,Current,South,Low Risk
30,55395,709680,19,509,0.35,1,4,50,Self-employed,Salary,East,Moderate Risk
22,152607,972534,13,662,0.43,1,1,35,Business owner,Current,South,Very Low Risk
